nome,faixa_preco,menor_preco,piece_link,since,img,timestamp
"Smartphone Samsung Galaxy S10 SM-G973F Desbloqueado 128GB Dual Chip Android 9 Pie Preto + Smart TV Samsung Qled 8k 2019 Q900 75""","R$ 40.999,00","R$ 40.999,00",/smartphone-samsung-galaxy-s10-sm-g973f-desbloqueado-128gb-dual-chip-android-9-pie-preto-smart-tv-samsung-qled-8k-2019-q900-75/p,No J·Cotei desde Mai/2020,//img.ijacotei.com.br/produtos/200/200/71/77/16417771.jpg,Tue May 19 12:46:56 2020
Smartphone Huawei P20 Pro Desbloqueado 128GB Android 8.1 Crep˙sculo,"R$ 16.935,12","R$ 16.935,12",/smartphone-huawei-p20-pro-desbloqueado-128gb-android-8-1-crepusculo/p,No J·Cotei desde Jul/2018,//img.ijacotei.com.br/produtos/200/200/87/47/12864787.jpg,Tue May 19 12:46:56 2020
Recuperado iPhone 8 64GB / 256GB Desbloqueado-Like New (EU Plug),"R$ 14.527,39","R$ 14.527,39",https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e96ea38f8e95eac3d2642ef&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1651345643%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,No J·Cotei desde Abr/2020,https://images-americanas.b2w.io/produtos/01/00/img/1651345/6/1651345651P1.jpg,Tue May 19 12:46:56 2020
iPhone 11 Pro Max 512GB Prateado iOS 4G + Wi-Fi C‚mera 12MP,"R$ 9.599,00","R$ 9.599,00",https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5d9feee16c28a3cb50e3bfd3&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F262986885%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,No J·Cotei desde Fev/2020,https://images-americanas.b2w.io/produtos/01/00/img/262987/1/262987167P1.jpg,Tue May 19 12:46:56 2020
Smartphone Motorola Razr 128GB Dual Chip Android Tela 6.2î Qualcomm Snapdragon 710 (SM710) 4G C‚mera 16MP - Preto,"R$ 8.999,00","R$ 8.999,00",https://tracker2.ad5track.com/tracker/click?acc=59d7f5fb5371168019f9d4fdaebc4a29&i=5981ecb5eec3dfb1f8871ad5&o=5eaab41af8e95eac3d6694c5&redirect_url=https%3A%2F%2Fwww.shoptime.com.br%2Fproduto%2F1524058318%3Fopn%3DAFLSHOP%26epar%3Db2wafiliados%26franq%3DAFL-03-20361%26hl%3Dlower,No J·Cotei desde Abr/2020,https://images-shoptime.b2w.io/produtos/01/00/img/1524058/4/1524058431P1.jpg,Tue May 19 12:46:56 2020
"OnePlus T5 Mobile Phone 6.01"" 6 GB + 64GB / 8GB + 128GB Dual SIM Cart„o Snapdragon 835 Octa N˙cleo Smartphone Android","R$ 8.961,63","R$ 8.961,63",https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e917588f8e95eac3d1a1f58&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1645430745%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,No J·Cotei desde Abr/2020,https://images-americanas.b2w.io/produtos/01/00/img/1645430/7/1645430761P1.jpg,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua e Bateria de Longa DuraÁ„o - Dourado","R$ 8.927,07","R$ 8.927,07",https://produto.pontofrio.com.br/50004427?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004427&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004427,No J·Cotei desde Mar/2020,https://www.pontofrio-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169469,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua e Bateria de Longa DuraÁ„o - Prateado","R$ 8.927,07","R$ 8.927,07",https://produto.pontofrio.com.br/50004426?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004426&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004426,No J·Cotei desde Mai/2020,https://www.pontofrio-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169451,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua e Bateria de Longa DuraÁ„o - Prateado","R$ 8.927,07","R$ 8.927,07",https://produto.casasbahia.com.br/50004426?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004426&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004426,No J·Cotei desde Abr/2020,https://www.casasbahia-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169451,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua e Bateria de Longa DuraÁ„o - Cinza-Espacial","R$ 8.927,07","R$ 8.927,07",https://produto.extra.com.br/50004425?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004425&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004425,No J·Cotei desde Abr/2020,https://www.extra-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169433,Tue May 19 12:46:56 2020
"Blackview BV9600 Pro IP68 Waterproof Mobile Phone Helio P60 6GB + 128GB 19: 9 6.21"" FHD AMOLED NFC Android 8.1 5580mAh Smartphone","R$ 8.759,05","R$ 8.759,05",https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5ebb47a2f8e95eac3da955c3&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1645154613%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,No J·Cotei desde Mai/2020,https://images-americanas.b2w.io/produtos/01/00/img/1645154/6/1645154621P1.jpg,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 256GB, Tela Retina HD de 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua e Bateria de Longa DuraÁ„o - Dourado","R$ 8.566,98","R$ 8.566,98",https://produto.pontofrio.com.br/50004423?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004423&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004423,No J·Cotei desde Mai/2020,https://www.pontofrio-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169397,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 256GB, Tela Retina HD de 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua e Bateria de Longa DuraÁ„o - Prateado","R$ 8.566,98","R$ 8.566,98",https://produto.casasbahia.com.br/50004422?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004422&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004422,No J·Cotei desde Mai/2020,https://www.casasbahia-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169379,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 256GB, Tela Retina HD 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua, Bateria de Longa DuraÁ„o - Verde Meia-Noite","R$ 8.566,98","R$ 8.566,98",https://produto.casasbahia.com.br/50004424?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004424&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004424,No J·Cotei desde Mai/2020,https://www.casasbahia-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169415,Tue May 19 12:46:56 2020
"iPhone 11 Pro Max Apple com 256GB, Tela Retina HD 6,5î, iOS 13, Tripla C‚mera Traseira, Resistente ‡ ¡gua, Bateria de Longa DuraÁ„o - Verde Meia-Noite","R$ 8.566,98","R$ 8.566,98",https://produto.pontofrio.com.br/50004424?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004424&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004424,No J·Cotei desde Mai/2020,https://www.pontofrio-imagens.com.br/Control/ArquivoExibir.aspx?IdArquivo=1175169415,Tue May 19 12:46:56 2020
