,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio
884,smartphone samsung galaxy a7 sm-a750g desbloqueado gsm claro dual chip 64gb android 8.0 preto,1459,2019,6.0,1,1,1,24.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,64.0,168.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-sm-a750g-desbloqueado-gsm-claro-dual-chip-64gb-android-8-0-preto/p
885,smartphone samsung galaxy a7 sm-a750g desbloqueado gsm dual chip 64gb android 8.0 preto,1459,2018,6.0,1,1,1,24.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,64.0,168.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-sm-a750g-desbloqueado-gsm-dual-chip-64gb-android-8-0-preto/p
887,smartphone motorola novo moto x play xt1563 3a geracao desbloqueado gsm dual chip 4g 32gb,1449,2016,5.7,1,1,1,21.0,5.0,1,full hd,1,1.0,barra,1,32.0,179.0,gsm,5.1,0.0,0.0,motorola,0,1,1,0,0,0,0,1,0,0,https://www.jacotei.com.br/smartphone-motorola-novo-moto-x-play-colors-xt1563-3-geracao-desbloqueado-gsm-dual-chip-4g-32gb/p
888,smartphone motorola moto g8 power desbloqueado dual chip 64gb android 10 preto + maquina de cartao sumup,1449,2020,6.4,1,1,1,16.0,16.0,0,rec_capacity_not_informed,1,0.96,barra,1,64.0,195.0,tec_not_informed,10.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-power-desbloqueado-dual-chip-64gb-android-10-preto-maquina-de-cartao-sumup/p
891,smartphone samsung galaxy a5 2017 duos sm-a520f/ds desbloqueado gsm dual chip 32gb android 6.0 dourado,1441,2017,5.2,1,1,1,16.0,16.0,1,rec_capacity_not_informed,1,0.79,barra,1,32.0,159.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a5-2017-duos-sm-a520f-ds-desbloqueado-gsm-dual-chip-32gb-android-6-0-dourado/p
892,smartphone xiaomi redmi note 8 desbloqueado 64gb android 9.0 pie branco,1439,2019,6.3,1,1,1,48.0,13.0,0,rec_capacity_not_informed,1,0.84,barra,1,64.0,190.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-desbloqueado-64gb-android-9-0-pie-branco/p
893,celular samsung galaxy a30s desbloqueado 64gb android 9.0 branco + lenco,1439,2020,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,0,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-desbloqueado-64gb-android-9-0-branco-lenco/p
894,smartphone asus zenfone 4 ze554kl desbloqueado gsm dual chip 64gb 6gb ram android 7.0 branco,1424,2017,5.5,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,64.0,154.9047619047619,gsm,7.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-4-ze554kl-desbloqueado-gsm-dual-chip-64gb-6gb-ram-android-7-0-branco/p
895,smartphone samsung galaxy a7 sm-a750g desbloqueado gsm dual chip 64gb android 8.0 azul,1424,2018,6.0,1,1,1,24.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,64.0,168.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-sm-a750g-desbloqueado-gsm-dual-chip-64gb-android-8-0-azul/p
896,smartphone asus zenfone 4 ze554kl-1a055br desbloqueado gsm dual chip 64gb 4gb ram android 7.0,1424,2017,5.5,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,64.0,154.9047619047619,gsm,7.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-4-ze554kl-1a055br-desbloqueado-gsm-dual-chip-64gb-4gb-ram-android-7-0/p
899,smartphone xiaomi redmi note 8 desbloqueado 32gb dual chip android 9.0 pie azul,1405,2019,6.3,1,1,1,48.0,13.0,0,rec_capacity_not_informed,1,0.84,barra,1,32.0,190.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-desbloqueado-32gb-dual-chip-android-9-0-pie-azul/p
900,smartphone asus zenfone 3 ze552kl desbloqueado gsm dual-chip 32gb android 6.0 branco,1399,2017,5.5,1,1,1,16.0,8.0,0,4k,1,0.76,barra,1,32.0,155.0,gsm,6.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-ze552kl-desbloqueado-gsm-dual-chip-32gb-android-6-0-branco/p
901,"smartphone xiaomi redmi 8 dual sim lite 6.22"" 64gb 4gb preto",1399,2020,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,0,64.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8-dual-sim-lite-6-22-64gb-4gb-preto/p
907,celular samsung galaxy a30s desbloqueado 64gb android 9.0 violeta + cartao de memoria 32gb,1399,2020,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,0,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-desbloqueado-64gb-android-9-0-violeta-cartao-de-memoria-32gb/p
908,celular samsung galaxy a30s sm-a307gt/6dl desbloqueado 64gb dual chip tv digital android 9.0 branco + cartao de memoria 32gb,1399,2020,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,1,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-sm-a307gt-6dl-desbloqueado-64gb-dual-chip-tv-digital-android-9-0-branco-cartao-de-memoria-32gb/p
911,smartphone lenovo vibe a7010 desbloqueado 4g dual chip 32gb 13mp preto,1399,2015,5.5,1,1,1,13.0,5.0,1,rec_capacity_not_informed,1,0.91,barra,1,32.0,160.0,gsm,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-vibe-a7010-desbloqueado-4g-dual-chip-32gb-13mp-preto/p
912,smartphone samsung galaxy a5 2017 duos sm-a520f/ds desbloqueado gsm dual chip 64gb android 6.0 dourado,1399,2017,5.2,1,1,1,16.0,16.0,1,rec_capacity_not_informed,1,0.79,barra,1,64.0,159.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a5-2017-duos-sm-a520f-ds-desbloqueado-gsm-dual-chip-64gb-android-6-0-dourado/p
915,smartphone motorola moto g4 plus xt1640 dual chip 32gb android 6.0 branco bamboo,1399,2016,5.5,1,1,1,16.0,5.0,0,full hd,1,0.98,barra,1,32.0,157.0,gsm,6.0,0.0,0.0,motorola,0,0,0,0,0,0,0,1,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g4-plus-xt1640-dual-chip-32gb-android-6-0-branco-bamboo/p
917,"smartphone samsung galaxy j8 sm-j810m desbloqueado tela 6"" dual chip 64gb android 8.0 oreo preto",1399,2018,6.0,1,1,1,5.0,16.0,0,rec_capacity_not_informed,1,0.82,barra,1,64.0,191.0,tec_not_informed,8.0,0.0,0.0,samsung,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j8-sm-j810m-desbloqueado-tela-6-dual-chip-64gb-android-8-0-oreo-preto/p
918,smartphone motorola g8 plus xt2019-2 desbloqueado 64gb dual chip android 9.0 cereja,1399,2019,6.3,1,1,1,48.0,25.0,0,rec_capacity_not_informed,1,0.91,barra,0,64.0,188.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-g8-plus-xt2019-2-desbloqueado-64gb-dual-chip-android-9-0-cereja/p
920,"smartphone samsung galaxy j8 sm-j810m desbloqueado tela 6"" dual chip 64gb android 8.0 oreo prata",1399,2018,6.0,1,1,1,5.0,16.0,0,rec_capacity_not_informed,1,0.82,barra,1,64.0,191.0,tec_not_informed,8.0,0.0,0.0,samsung,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j8-sm-j810m-desbloqueado-tela-6-dual-chip-64gb-android-8-0-oreo-prata/p
922,"smartphone motorola moto g8 power lite 64gb dual chip android tela 6.5"" helio p35 4g camera 16mp+ 2mp+ 2mp  xt2055-2 aqua azul",1399,2020,6.5,1,1,1,16.0,8.0,0,full hd,1,3.96212962962963,barra,1,64.0,161.71428571428572,gsm,0.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-power-lite-64gb-dual-chip-android-tela-6-5-helio-p35-4g-camera-16mp-2mp-2mp-aqua-azul/p
923,smartphone motorola one xt1941-3 desbloqueado 32gb dual chip android 8.1 preto,1390,2019,5.9,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,0,32.0,162.0,gsm,8.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-one-xt1941-3-desbloqueado-32gb-dual-chip-android-8-1-preto/p
924,smartphone motorola one xt1941 desbloqueado 64gb dual chip android 8.1 branco,1386,2018,5.9,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,0,64.0,162.0,gsm,8.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-one-xt1941-desbloqueado-64gb-dual-chip-android-8-1-branco/p
925,smartphone xiaomi redmi 8 desbloqueado dual chip 32gb android 9.0 pie azul,1380,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8-desbloqueado-dual-chip-32gb-android-9-0-pie-azul/p
928,smartphone quantum you e desbloqueado dual chip 32gb android 7.0 cinza,1350,2018,5.0,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.91,barra,1,32.0,179.0,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-quantum-you-e-desbloqueado-dual-chip-32gb-android-7-0-cinza/p
929,smartphone asus zenfone 3 ze552kl desbloqueado gsm dual chip 4g 32gb android 6.0 preto safira,1349,2017,5.5,1,1,1,16.0,8.0,0,4k. hd,1,0.76,barra,1,32.0,150.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-ze552kl-desbloqueado-gsm-dual-chip-4g-32gb-android-6-0-preto-safira/p
930,smartphone motorola moto g8 power xt2041-1 desbloqueado dual chip 64gb android 10 azul,1349,2020,6.4,1,1,1,16.0,16.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,64.0,161.71428571428572,tec_not_informed,10.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-power-xt2041-1-desbloqueado-dual-chip-64gb-android-10-azul/p
933,smartphone motorola moto g8 power desbloqueado dual chip 64gb android 10 preto,1349,2020,6.4,1,1,1,16.0,16.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,64.0,161.71428571428572,tec_not_informed,10.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-power-desbloqueado-dual-chip-64gb-android-10-preto/p
936,smartphone motorola moto g7 power xt1955-1 desbloqueado 32gb android 9.0 pie azul navy,1349,2019,6.2,1,1,1,12.0,8.0,0,4k,1,0.93,barra,1,32.0,193.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-power-xt1955-1-desbloqueado-32gb-tv-digital-android-9-0-pie-azul-navy/p
940,smartphone samsung galaxy a5 2016 duos a510m/ds desbloqueado gsm dual chip 4g android 5.1 16gb,1331,2016,5.2,1,1,1,13.0,0.0,1,full hd,1,0.73,barra,1,16.0,143.0,gsm,5.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a5-2016-duos-a510m-ds-desbloqueado-gsm-dual-chip-4g-android-5-1-16gb/p
941,smartphone samsung galaxy a5 2017 duos sm-a520f/ds desbloqueado gsm dual chip 64gb android 6.0,1329,2017,5.2,1,1,1,16.0,16.0,1,rec_capacity_not_informed,1,0.79,barra,1,64.0,159.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a5-2017-duos-sm-a520f-ds-desbloqueado-gsm-dual-chip-64gb-android-6-0/p
945,smartphone xiaomi redmi 8 desbloqueado dual chip 64gb android 9.0 pie azul,1319,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,64.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8-desbloqueado-dual-chip-64gb-android-9-0-pie-azul/p
946,smartphone xiaomi redmi 8 desbloqueado dual chip 32gb android 9.0 pie preto,1314,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8-desbloqueado-dual-chip-32gb-android-9-0-pie-preto/p
947,smartphone asus zenfone max pro m1 desbloqueado dual chip 32gb android 8.0 preto,1313,2018,6.0,1,1,1,13.0,8.0,0,4k,1,0.84,barra,0,32.0,180.0,gsm,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-desbloqueado-dual-chip-32gb-android-8-0-preto/p
949,smartphone motorola moto g6 xt1925 desbloqueado dual chip 64gb android 8.0 ouro rose,1301,2018,5.7,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.83,barra,1,64.0,162.0,tec_not_informed,8.0,0.0,0.0,motorola,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g6-xt1925-desbloqueado-dual-chip-64gb-android-8-0-ouro-rose/p
953,smartphone xiaomi redmi 8 desbloqueado dual chip 32gb android 9.0 pie vermelho,1299,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8-desbloqueado-dual-chip-32gb-android-9-0-pie-vermelho/p
954,celular samsung galaxy a30s desbloqueado 64gb dual chip android 9.0 preto,1299,2019,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,0,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-desbloqueado-64gb-dual-chip-android-9-0-preto/p
955,smartphone samsung galaxy a50 dual desbloqueado dual chip 64gb android 9.0 pie preto,1299,2019,6.4,1,1,1,25.0,25.0,0,rec_capacity_not_informed,1,1.0,barra,1,64.0,165.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a50-dual-desbloqueado-dual-chip-64gb-android-9-0-pie-preto/p
956,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 64gb android 8.0 prata,1299,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,64.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-prata/p
957,smartphone huawei p20 lite desbloqueado gsm 32gb android 8.0 preto,1299,2018,5.8,1,1,1,16.0,16.0,1,rec_capacity_not_informed,0,0.74,barra,1,32.0,145.0,gsm,8.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-p20-lite-desbloqueado-gsm-32gb-android-8-0-preto/p
960,"smartphone motorola one macro xt2016. android 9.0 64gb camera traseira tripla tela 6.2"". violet",1299,2020,,0,0,0,0.0,0.0,0,rec_capacity_not_informed,1,3.96212962962963,,0,64.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.supermuffato.com.br/smartphone-motorola-one-macro-xt2016-android-9-0-64gb-camera-traseira-tripla-tela-6-2-pol-violet-2425113/p?idsku=2425113&utm_source=jacotei&utm_campaign=comparacao&utm_medium=comparador&utm_keywords=performance
1043,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 64gb android 8.0 azul,1299,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,64.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-azul/p
1044,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 64gb android 8.0 vermelho,1299,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,64.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-vermelho/p
1046,celular samsung galaxy a30s sm-a307gt/6dl desbloqueado 64gb tv digital android 9.0 violeta,1299,2019,6.4,1,1,1,25.0,16.0,1,full hd,0,0.78,barra,1,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-sm-a307gt-6dl-desbloqueado-64gb-tv-digital-android-9-0-violeta/p
1047,smartphone samsung galaxy a50 sm-a505 dual desbloqueado dual chip 64gb android 9.0 pie branco,1299,2019,6.4,1,1,1,25.0,25.0,0,rec_capacity_not_informed,1,0.77,barra,1,64.0,166.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a50-sm-a505-dual-desbloqueado-dual-chip-64gb-android-9-0-pie-branco/p
1048,celular samsung galaxy a30s desbloqueado 64gb android 9.0 branco,1299,2019,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,0,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-desbloqueado-64gb-android-9-0-branco/p
1051,smartphone huawei p smart pot-lx3 2019 desbloqueado 32gb dual chip android 9.0 preto,1290,2019,5.65,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.74,barra,0,32.0,143.0,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-p-smart-pot-lx3-2019-desbloqueado-32gb-dual-chip-android-9-0-preto/p
1054,smartphone motorola moto z3 play xt1929 desbloqueado 64gb dual chip android 8.1 indigo,1279,2018,6.0,1,1,1,12.0,8.0,1,rec_capacity_not_informed,1,0.67,barra,1,64.0,155.0,gsm,0.0,0.0,0.0,motorola,0,0,0,1,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-z3-play-xt1929-desbloqueado-64gb-dual-chip-android-8-1-indigo/p
1056,smartphone asus zenfone 3 max zc553kl desbloqueado gsm dual chip 32gb 3gb android 6.0 dourado,1277,2017,5.5,1,1,1,16.0,8.0,0,hd,1,0.83,barra,1,32.0,175.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-max-zc553kl-desbloqueado-gsm-dual-chip-32gb-3gb-android-6-0-dourado/p
1060,celular samsung galaxy a30s sm-a307gt/6dl desbloqueado 64gb dual chip tv digital android 9.0 branco,1259,2019,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,1,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-sm-a307gt-6dl-desbloqueado-64gb-dual-chip-tv-digital-android-9-0-branca/p
1061,celular samsung galaxy a30s desbloqueado 64gb dual chip tv digital android 9.0 preto,1259,2019,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,0,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-desbloqueado-64gb-dual-chip-tv-digital-android-9-0-preto/p
1062,smartphone asus zenfone max pro m2 zb631kl desbloqueado dual chip 64gb android 8.0 black saphire,1259,2019,6.26,1,1,1,12.0,13.0,0,rec_capacity_not_informed,1,0.85,barra,0,64.0,175.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m2-zb631kl-desbloqueado-dual-chip-64gb-android-8-0-black-saphire/p
1063,smartphone asus zenfone max pro m2 zb631kl desbloqueado dual chip 64gb android 8.0 titanium,1259,2019,6.26,1,1,1,12.0,13.0,0,rec_capacity_not_informed,1,0.85,barra,0,64.0,175.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m2-zb631kl-desbloqueado-dual-chip-64gb-android-8-0-titanium/p
1066,smartphone asus zenfone max pro m2 zb631kl desbloqueado dual chip 128gb android 8.0 black saphire,1249,2019,6.2,1,1,1,12.0,13.0,0,rec_capacity_not_informed,1,0.85,barra,0,128.0,175.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m2-zb631kl-desbloqueado-dual-chip-128gb-android-8-0-black-saphire/p
1067,celular samsung galaxy a30s desbloqueado 64gb android 9.0 violeta,1249,2019,6.4,1,1,1,25.0,16.0,1,full hd,1,0.78,barra,0,64.0,169.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-a30s-desbloqueado-64gb-android-9-0-violeta/p
1069,celular lg optimus g e977 desbloqueado vivo gsm android preto e branco,1229,2013,4.7,1,0,1,13.0,0.0,1,full hd,0,1.0514285714285716,barra,1,,145.0,gsm,2.3,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-lg-optimus-g-e977-desbloqueado-vivo-gsm-android-preto-e-branco/p
1071,"smartphone motorola moto g8 power lite 64gb dual chip android tela 6.5"" helio p35 4g camera 16mp+ 2mp+ 2mp - azul navy",1229,2020,6.5,1,1,1,16.0,8.0,0,full hd,1,3.96212962962963,barra,1,64.0,161.71428571428572,gsm,0.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-power-lite-64gb-dual-chip-android-tela-6-5-helio-p35-4g-camera-16mp-2mp-2mp-azul-navy/p
1073,smartphone motorola moto e6 plus xt2025-1 desbloqueado 64gb dual chip android pie 9.0 rubi,1221,2019,6.1,1,1,1,13.0,8.0,1,hd,1,3.422811501597444,barra,0,64.0,171.99525423728812,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e6-plus-xt2025-1-desbloqueado-64gb-dual-chip-android-pie-9-0-rubi/p
1074,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 32gb android 8.0 preto,1214,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-32gb-android-8-0-preto/p
1075,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 32gb android 8.0 vermelho,1214,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-32gb-android-8-0-vermelho/p
1076,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 32gb android 8.0 prata,1214,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-32gb-android-8-0-prata/p
1079,smartphone motorola one macro xt2016-2 64gb desbloqueado android 9.0 azul espacial,1208,2019,6.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,0,64.0,183.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-one-macro-xt2016-2-64gb-desbloqueado-android-9-0-azul-espacial/p
1080,smartphone asus zenfone max pro m1 zb602kl desbloqueado 64gb dual chip android prata,1208,2018,6.0,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,0,64.0,164.09353233830848,gsm,0.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-zb602kl-desbloqueado-64gb-dual-chip-android-prata/p
1081,smartphone motorola moto g6 plus desbloqueado dual chip 64gb tv digital android 8.0 topazio,1208,2018,5.9,1,1,1,12.0,8.0,1,rec_capacity_not_informed,1,0.79,barra,1,64.0,165.0,gsm,8.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g6-plus-desbloqueado-dual-chip-64gb-tv-digital-android-8-0-topazio/p
