,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio,cluster
1180,smartphone lg k12 prime desbloqueado 32gb android 9.0 azul,1049,2020,6.26,1,1,1,16.0,13.0,0,rec_capacity_not_informed,0,0.88,barra,0,32.0,170.0,gsm,9.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k12-prime-desbloqueado-32gb-android-9-0-azul/p,164
1182,smartphone xiaomi redmi 8a desbloqueado 32gb dual chip android 9.0 azul,1039,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-azul/p,209
1184,smartphone xiaomi redmi 8a desbloqueado 32gb dual chip android 9.0 preto,1035,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-preto/p,209
1185,smartphone motorola moto g7 plus xt1965-2 desbloqueado 64gb dual chip android pie 9.0 rubi,1034,2019,6.24,1,1,1,16.0,12.0,1,4k,1,0.82,barra,1,64.0,172.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-plus-xt1965-2-desbloqueado-64gb-dual-chip-android-pie-9-0-rubi/p,5
1188,smartphone zenfone asus max plus m2 zb634kl-4d004br desbloqueado 32gb dual chip android 8.0 preto,1022,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,0,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-4d004br-desbloqueado-32gb-dual-chip-android-8-0-preto/p,154
1191,smartphone huawei honor 7s desbloqueado 16gb dual chip android 8.1 dourado,1012,2019,5.45,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.83,barra,1,16.0,171.99525423728812,gsm,8.1,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-honor-7s-desbloqueado-16gb-dual-chip-android-8-1-dourado/p,183
1193,smartphone motorola moto g8 play xt2015-2 desbloqueado 32gb android 9.0 vermelho magenta,1003,2019,6.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,1,32.0,183.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-play-xt2015-2-desbloqueado-32gb-android-9-0-vermelho-magenta/p,209
1195,smartphone asus zenfone 3 max zc553kl desbloqueado gsm dual chip 32gb 2gb android 6.0 cinza,999,2017,5.5,1,1,1,16.0,8.0,0,hd,1,0.83,barra,1,32.0,175.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-max-zc553kl-desbloqueado-gsm-dual-chip-32gb-2gb-android-6-0-cinza/p,95
1196,smartphone lg q6 desbloqueado gsm dual chip 32gb android 7.0 rose gold,999,2017,5.5,1,1,1,13.0,5.0,1,full hd,1,81.0,barra,1,32.0,150.0,gsm,7.0,0.0,0.0,lg,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-lg-q6-desbloqueado-gsm-dual-chip-32gb-android-7-0-rose-gold/p,38
1197,smartphone motorola moto e5 xt1944 desbloqueado 16gb dual chip android 8.0 platinum,999,2018,5.7,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.9,barra,1,16.0,174.0,gsm,8.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e5-xt1944-desbloqueado-16gb-dual-chip-android-8-0-platinum/p,183
1200,smartphone asus zenfone 3 max zc553kl dual chip android 6 32gb 2gb 4g desbloqueado gsm prata,999,2017,5.2,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.8,barra,0,32.0,148.0,gsm,6.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-max-dual-chip-android-6-32gb-4g-desbloqueado-gsm-prata/p,157
1202,smartphone multilaser ms80 desbloqueado gsm 32gb android 7.1 dourado,999,2018,5.7,1,1,1,20.0,8.0,0,rec_capacity_not_informed,0,3.1163013698630135,barra,1,32.0,164.09353233830848,gsm,7.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms80-desbloqueado-gsm-dual-chip-32gb-android-7-1-dourado/p,86
1203,smartphone asus zenfone max m3 desbloqueado dual chip 64gb android 9.0 vermelho,999,2020,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.87,barra,0,64.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m3-desbloqueado-dual-chip-64gb-android-9-0-vermelho/p,154
1204,phonestation meizu m2 dual chip 16gb + vi center + vi cast cinza,999,2017,5.0,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.87,barra,1,16.0,131.0,gsm,0.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/phonestation-meizu-m2-dual-chip-16gb-vi-center-vi-cast-cinza/p,215
1205,smartphone xiaomi redmi 7a desbloqueado 16gb dual chip android 9.0 azul,999,2019,5.45,1,1,1,13.0,5.0,0,full hd,1,3.422811501597444,barra,1,16.0,171.99525423728812,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-7a-desbloqueado-16gb-dual-chip-android-9-0-azul/p,21
1206,smartphone nokia lumia 735 desbloqueado gsm branco,999,2015,4.7,1,1,1,6.7,0.0,1,full hd,0,0.89,barra,0,8.0,134.0,gsm,0.0,0.0,8.1,nokia,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-nokia-lumia-735-desbloqueado-gsm-branco/p,57
1207,smartphone motorola moto g5 plus xt1683 desbloqueado gsm 32gb dual chip tv android 7.0 dourado,999,2017,5.2,1,1,1,12.0,8.0,1,rec_capacity_not_informed,1,0.77,barra,1,32.0,155.0,gsm,7.0,0.0,0.0,motorola,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g5-plus-xt1683-desbloqueado-gsm-32gb-dual-chip-android-7-0-dourado/p,146
1208,smartphone lg k12 prime desbloqueado 64gb android 9.0 preto,999,2019,6.26,1,1,1,16.0,13.0,0,rec_capacity_not_informed,0,0.88,barra,0,64.0,170.0,gsm,9.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k12-prime-desbloqueado-64gb-android-9-0-preto/p,164
1209,smartphone xiaomi redmi 7a desbloqueado 32gb dual chip android 9.0 azul,999,2019,5.45,1,1,1,13.0,5.0,0,full hd,1,3.422811501597444,barra,1,32.0,171.99525423728812,gsm,0.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-7a-desbloqueado-32gb-dual-chip-android-9-0-azul/p,21
1210,smartphone motorola moto g7 xt1962-4 desbloqueado 64gb dual chip android 9.0 pie onix,999,2019,6.24,1,1,1,12.0,8.0,0,4k,1,0.79,barra,1,64.0,174.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-xt1962-4-desbloqueado-64gb-dual-chip-android-9-0-pie-onix/p,152
1211,smartphone motorola moto g 2 geracao dual chip xt1068 desbloqueado android 4.4 5 8gb 3g wi-fi preto,999,2014,5.0,1,0,1,8.0,2.0,0,hd,1,1.09,barra,1,8.0,149.0,gsm,2.3,0.0,0.0,motorola,0,1,1,0,0,0,0,1,0,0,https://www.jacotei.com.br/smartphone-motorola-novo-moto-g-dual-chip-xt1069-desbloqueado-android-4-4-5-8gb-3g-wi-fi-preto/p,88
1212,smartphone lg q6 desbloqueado gsm dual chip 32gb tv digital android 7.0,999,2017,5.5,1,1,1,13.0,5.0,1,full hd,1,81.0,barra,1,32.0,150.0,gsm,7.0,0.0,0.0,lg,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-lg-q6-desbloqueado-gsm-dual-chip-32gb-tv-digital-android-7-0/p,38
1213,smartphone multilaser g pro nb762 desbloqueado 32gb android 9.0 preto,999,2019,6.1,1,1,1,13.0,5.0,0,rec_capacity_not_informed,0,0.89,barra,0,32.0,171.99525423728812,gsm,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-g-pro-nb762-desbloqueado-32gb-android-9-0-preto/p,164
1214,smartphone lg k12 prime desbloqueado 64gb android 9.0 azul,999,2019,6.26,1,1,1,16.0,13.0,0,rec_capacity_not_informed,0,0.88,barra,0,64.0,170.0,gsm,9.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k12-prime-desbloqueado-64gb-android-9-0-azul/p,164
1217,smartphone samsung galaxy j6 sm-j600gt/3dl desbloqueado gsm 64gb tv digital dual chip android 8.0 violeta,999,2018,5.6,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.82,barra,1,64.0,154.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j600gt-3dl-desbloqueado-gsm-64gb-tv-digital-dual-chip-android-8-0-violeta/p,75
1219,smartphone samsung galaxy j6+ sm-j610g desbloqueado gsm 32gb dual chip android 8.1 preto,999,2018,6.0,1,1,1,13.0,8.0,0,full hd,1,0.79,barra,1,32.0,178.0,gsm,8.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j610g-desbloqueado-gsm-32gb-dual-chip-android-8-1-preto/p,21
1220,smartphone lg q6+ lgm700tv desbloqueado gsm dual chip 64gb tv digital android 7.0,999,2017,5.5,1,1,1,13.0,5.0,1,full hd,1,81.0,barra,1,64.0,150.0,gsm,7.0,0.0,0.0,lg,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-lg-q6-lgm700tv-desbloqueado-gsm-dual-chip-64gb-tv-digital-android-7-0/p,38
1221,smartphone asus zenfone max plus m1 desbloqueado 32gb dual chip android 7.1 dourado,999,2018,5.7,1,1,1,16.0,8.0,0,rec_capacity_not_informed,1,0.88,barra,1,32.0,160.0,tec_not_informed,7.1,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-plus-m1-desbloqueado-32gb-dual-chip-android-7-1-dourado/p,218
1222,smartphone samsung galaxy j6+ sm-j610g desbloqueado gsm 32gb dual chip android 8.1 prata,999,2018,6.0,1,1,1,13.0,8.0,0,full hd,1,0.79,barra,1,32.0,178.0,gsm,8.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j610g-desbloqueado-gsm-32gb-dual-chip-android-8-1-prata/p,21
1223,smartphone meizu m6 note desbloqueado 64gb prata,999,2018,5.5,1,1,1,12.0,16.0,0,rec_capacity_not_informed,0,0.83,barra,1,64.0,173.0,tec_not_informed,0.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-meizu-m6-note-desbloqueado-64gb-prata/p,200
1227,smartphone asus zenfone max shot zb634kl desbloqueado 32gb android 8.0 azul,989,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,0,0.84,barra,1,32.0,165.0,gsm,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-32gb-android-8-0-azul/p,86
1229,smartphone samsung galaxy a20 sm-a205g desbloqueado dual chip 32gb android 9.0 preto,989,2019,6.4,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.78,barra,0,32.0,169.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20-sm-a205g-desbloqueado-dual-chip-32gb-android-9-0-preto/p,27
1230,smartphone samsung galaxy a20s sm-a207m desbloqueado 32gb android 9.0 azul,987,2019,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,32.0,178.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-azul/p,209
1231,smartphone samsung galaxy j5 pro sm-j530g desbloqueado gsm dual chip 32gb android 7.0 dourado,977,2017,5.2,1,1,1,13.0,13.0,0,full hd,1,0.8,barra,1,32.0,160.0,gsm,7.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j5-pro-sm-j530g-desbloqueado-gsm-dual-chip-32gb-android-7-0-dourado/p,90
1232,smartphone samsung galaxy a20 sm-a205g desbloqueado dual chip 32gb android 9.0 azul,977,2019,6.4,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.78,barra,0,32.0,169.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20-sm-a205g-desbloqueado-dual-chip-32gb-android-9-0-azul/p,27
1233,smartphone motorola moto g8 play xt2015-2 desbloqueado 32gb android 9.0 preto onix,975,2019,6.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,0,32.0,183.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-play-xt2015-2-desbloqueado-32gb-android-9-0-preto-onix/p,40
1234,smartphone asus zenfone 2 ze551ml dual chip 64gb desbloqueado gsm dourado,975,2018,5.5,1,1,1,13.0,5.0,1,full hd,1,1.03,barra,1,64.0,170.0,gsm,5.0,0.0,0.0,asus,0,1,1,0,0,0,0,1,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-2-ze551ml-dual-chip-64gb-desbloqueado-gsm-dourado/p,210
1239,smartphone positivo twist 2 pro s532 desbloqueado gsm preto,972,2019,5.7,1,1,1,8.0,8.0,0,4k,1,3.422811501597444,barra,0,32.0,171.99525423728812,gsm,8.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-2-pro-s532-desbloqueado-gsm-preto/p,94
1240,smartphone xiaomi redmi 8a desbloqueado 32gb dual chip android 9.0 vermelho,969,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-vermelho/p,209
1241,smartphone samsung galaxy a10s desbloqueado dual chip 32gb android 9 preto + screen wipes zeiss com 30 lencos umedecidos para limpeza,969,2020,6.2,1,1,1,13.0,8.0,0,full hd,1,3.96212962962963,barra,1,32.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a10s-desbloqueado-dual-chip-32gb-android-9-preto-screen-wipes-zeiss-com-30-lencos-umedecidos-para-limpeza/p,102
1243,smartphone motorola moto g6 play xt1922 desbloqueado dual chip 32gb android 8.0 indigo,959,2018,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.89,barra,1,32.0,170.0,tec_not_informed,8.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g6-play-xt1922-desbloqueado-dual-chip-32gb-android-8-0-indigo/p,218
1246,smartphone samsung galaxy j4 core sm-j410g desbloqueado dual chip 16gb android go 8.1 azul,957,2018,6.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.79,barra,1,16.0,177.0,gsm,8.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j4-core-sm-j410g-desbloqueado-dual-chip-16gb-android-go-8-1-azul/p,183
1249,smartphone samsung galaxy a20s sm-a207m desbloqueado 32gb android 9.0 vermelho,949,2019,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,32.0,178.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-vermelho/p,209
1250,smartphone samsung galaxy j6 sm-j600gt/3dl desbloqueado gsm 32gb tv digital dual chip android 8.0 preto,949,2018,5.6,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.82,barra,1,32.0,154.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j600gt-3dl-desbloqueado-gsm-32gb-tv-digital-dual-chip-android-8-0-preto/p,75
1251,smartphone asus zenfone live l2 octacore 435 desbloqueado 32gb dual chip android 8.0 vermelho,944,2020,5.5,1,0,1,13.0,5.0,0,rec_capacity_not_informed,1,0.82,barra,0,32.0,161.71428571428572,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-l2-octacore-435-desbloqueado-32gb-dual-chip-android-8-0-vermelho/p,134
1253,iphone 5s 16gb apple desbloqueado 4g gsm prata,939,2013,4.0,1,1,1,8.0,1.2,0,full hd,0,0.76,barra,1,16.0,112.0,gsm,0.0,9.0,0.0,apple,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/iphone-5s-apple-desbloqueado-gsm-16gb-3g-prata/p,57
1254,smartphone xiaomi redmi 6a desbloqueado gsm dual chip 16gb android 8.1 cinza,938,2018,5.45,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.83,barra,1,16.0,145.0,gsm,8.1,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-6a-desbloqueado-gsm-dual-chip-16gb-android-8-1-cinza/p,215
1255,smartphone xiaomi redmi 6a desbloqueado gsm dual chip 32gb android 8.1 preto,930,2018,5.45,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.83,barra,1,32.0,145.0,gsm,8.1,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-6a-desbloqueado-gsm-dual-chip-32gb-android-8-1-preto/p,215
1256,smartphone samsung galaxy a20s sm-a207m desbloqueado 32gb android 9.0 preto,930,2019,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,32.0,178.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-preto/p,209
1257,smartphone xiaomi redmi 4a dual chip android 6.0 16gb desbloqueado gsm rose gold,929,2020,5.0,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,0,16.0,161.71428571428572,gsm,6.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-4a-dual-chip-android-6-0-16gb-desbloqueado-gsm-rose-gold/p,27
1259,smartphone motorola moto e6 plus xt2025-1 desbloqueado 32gb dual chip android pie 9.0 azul netuno,929,2019,6.1,1,1,1,13.0,8.0,1,hd,1,3.422811501597444,barra,0,32.0,171.99525423728812,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e6-plus-xt2025-1-desbloqueado-32gb-dual-chip-android-pie-9-0-azul-netuno/p,74
1265,smartphone motorola moto g7 play xt1952-2 desbloqueado dual chip 32gb ouro,929,2019,5.7,1,1,1,13.0,8.0,0,4k,1,0.79,barra,1,32.0,149.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-play-xt1952-2-desbloqueado-dual-chip-32gb-ouro/p,68
1268,smartphone asus zenfone max m3 desbloqueado dual chip 64gb android 9.0 dourado,927,2020,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.87,barra,0,64.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m3-desbloqueado-dual-chip-64gb-android-9-0-dourado/p,154
1269,smartphone motorola moto e5 xt1944 desbloqueado 32gb dual chip android 8.0 ouro,924,2018,5.7,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.9,barra,1,32.0,174.0,gsm,8.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e5-xt1944-desbloqueado-32gb-dual-chip-android-8-0-ouro/p,183
1270,smartphone motorola moto e5 xt1944 desbloqueado 32gb dual chip android 8.0 platinum,924,2018,5.7,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.9,barra,1,32.0,174.0,gsm,8.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e5-xt1944-desbloqueado-32gb-dual-chip-android-8-0-platinum/p,183
