,index,title,prod_description,prod_link,img_src,timestamp
0,0,"Moto Razr Preto Motorola, com Tela de 6,2”, 4G, 128 GB e Câmera de 16 + 5 MP -  XT2000-2","Favoritos Moto Razr Preto Motorola, com Tela de 6,2”, 4G, 128 GB e Câmera de 16 + 5 MP -  ...  de: R$ 8.999,00
                R$ 8.099,00
                 em 1x no cartão


 até 12x de R$ 749,87 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 8.998,44
Comparar ",https://www.fastshop.com.br//web/p/d/MRXT20002PTO_PRD/moto-razr-preto-motorola-com-tela-de-62-4g-128-gb-e-camera-de-16-5-mp-xt2000-2,https://www.fastshop.com.br//wcsstore/FastShopCAS//imagens/_CL_Celular/MRXT20002PTO/MRXT20002PTO_PRD_160_1.jpg,2020-05-07 23:12:41.903803
1,0,"iPhone SE Preto, com Tela de 4,7"", 4G, 128 GB e Câmera de 12 MP - MXD02BZ/A","Favoritos iPhone SE Preto, com Tela de 4,7"", 4G, 128 GB e Câmera de 12 MP - MXD02BZ/A  de: R$ 3.999,00
                R$ 3.519,00
                 em 1x no cartão


 até 12x de R$ 333,25 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 3.999,00
Comparar ",https://www.fastshop.com.br//web/p/d/AEMXD02BZAPTO_PRD/iphone-se-preto-com-tela-de-47-4g-128-gb-e-camera-de-12-mp-mxd02bza,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_AE_Apple/AEMXD02BZAPTO/AEMXD02BZAPTO_PRD_160_1.jpg,2020-05-07 23:12:41.910796
2,0,"iPhone SE Branco, com Tela de 4,7"", 4G, 128 GB e Câmera de 12 MP - MXD12BZ/A","Favoritos iPhone SE Branco, com Tela de 4,7"", 4G, 128 GB e Câmera de 12 MP - MXD12BZ/A  de: R$ 3.999,00
                R$ 3.519,00
                 em 1x no cartão


 até 12x de R$ 333,25 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 3.999,00
Comparar ",https://www.fastshop.com.br//web/p/d/AEMXD12BZABCO_PRD/iphone-se-branco-com-tela-de-47-4g-128-gb-e-camera-de-12-mp-mxd12bza,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_AE_Apple/AEMXD12BZABCO/AEMXD12BZABCO_PRD_160_1.jpg,2020-05-07 23:12:41.916796
3,0,"iPhone SE Preto, com Tela de 4,7"", 4G, 64 GB e Câmera de 12 MP - MX9R2BZ/A","Favoritos iPhone SE Preto, com Tela de 4,7"", 4G, 64 GB e Câmera de 12 MP - MX9R2BZ/A (1) de: R$ 3.699,00
                R$ 3.255,00
                 em 1x no cartão


 até 12x de R$ 308,24 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 3.698,88
Comparar ",https://www.fastshop.com.br//web/p/d/AEMX9R2BZAPTO_PRD/iphone-se-preto-com-tela-de-47-4g-64-gb-e-camera-de-12-mp-mx9r2bza,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_AE_Apple/AEMX9R2BZAPTO/AEMX9R2BZAPTO_PRD_160_1.jpg,2020-05-07 23:12:41.922792
4,0,"iPhone SE Branco, com Tela de 4,7"", 4G, 64 GB e Câmera de 12 MP - MX9T2BZ/A","Favoritos iPhone SE Branco, com Tela de 4,7"", 4G, 64 GB e Câmera de 12 MP - MX9T2BZ/A  de: R$ 3.699,00
                R$ 3.255,00
                 em 1x no cartão


 até 12x de R$ 308,24 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 3.698,88
Comparar ",https://www.fastshop.com.br//web/p/d/AEMX9T2BZABCO_PRD/iphone-se-branco-com-tela-de-47-4g-64-gb-e-camera-de-12-mp-mx9t2bza,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_AE_Apple/AEMX9T2BZABCO/AEMX9T2BZABCO_PRD_160_1.jpg,2020-05-07 23:12:41.927792
5,0,"Samsung Galaxy S20+ Preto, com Tela Infinita de 6,7”, 4G, 128GB e Câmera Quádrupla 64MP+12MP+12MP+ToF - SM-G985FZKJZTO","Favoritos Samsung Galaxy S20+ Preto, com Tela Infinita de 6,7”, 4G, 128GB e Câmera Quádrup... (1) de: R$ 5.999,00
            R$ 5.348,60
             à vista


 até 12x de R$ 474,91 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 5.698,92
Comparar ",https://www.fastshop.com.br//web/p/d/SGSMG985FZPTO_PRD/samsung-galaxy-s20-preto-com-tela-infinita-de-67-4g-128gb-e-camera-quadrupla-64mp12mp12mptof-sm-g985fzkjzto,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_CL_Celular/SGSMG985FZPTO/SGSMG985FZPTO_PRD_160_1.jpg,2020-05-07 23:12:41.933789
6,0,"Samsung Galaxy S20 Azul, com Tela Infinita de 6,2”, 4G, 128GB, Câmera Tripla de 64MP+12MP+12MP - SM-G980FLBJZTO","Favoritos Samsung Galaxy S20 Azul, com Tela Infinita de 6,2”, 4G, 128GB, Câmera Tripla de ...  de: R$ 5.499,00
            R$ 4.698,00
             em 1x no cartão


 até 12x de R$ 434,98 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 5.219,76
Comparar ",https://www.fastshop.com.br//web/p/d/SGSMG980FLAZL_PRD/samsung-galaxy-s20-azul-com-tela-infinita-de-62-4g-128gb-camera-tripla-de-64mp12mp12mp-sm-g980flbjzto,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_CL_Celular/SGSMG980FLAZL/SGSMG980FLAZL_PRD_160_1.jpg,2020-05-07 23:12:41.938784
7,0,"Samsung Galaxy S20 Rosa, com Tela Infinita de 6,2”, 4G, 128GB, Câmera Tripla de 64MP+12MP+12MP - SM-G980FZIJZTO","Favoritos Samsung Galaxy S20 Rosa, com Tela Infinita de 6,2”, 4G, 128GB, Câmera Tripla de ...  de: R$ 5.499,00
            R$ 4.698,00
             em 1x no cartão


 até 12x de R$ 434,98 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 5.219,76
Comparar ",https://www.fastshop.com.br//web/p/d/SGSMG980FZRSA_PRD/samsung-galaxy-s20-rosa-com-tela-infinita-de-62-4g-128gb-camera-tripla-de-64mp12mp12mp-sm-g980fzijzto,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_CL_Celular/SGSMG980FZRSA/SGSMG980FZRSA_PRD_160_1.jpg,2020-05-07 23:12:41.944779
8,0,"Samsung Galaxy S20+ Azul, com Tela Infinita de 6,7”, 4G, 128GB e Câmera Quádrupla 64MP+12MP+12MP+ToF - SM-G985FLBJZTO","Favoritos Samsung Galaxy S20+ Azul, com Tela Infinita de 6,7”, 4G, 128GB e Câmera Quádrupl...  de: R$ 5.999,00
            R$ 5.348,60
             à vista


 até 12x de R$ 474,91 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 5.698,92
Comparar ",https://www.fastshop.com.br//web/p/d/SGSMG985FLAZL_PRD/samsung-galaxy-s20-azul-com-tela-infinita-de-67-4g-128gb-e-camera-quadrupla-64mp12mp12mptof-sm-g985flbjzto,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_CL_Celular/SGSMG985FLAZL/SGSMG985FLAZL_PRD_160_1.jpg,2020-05-07 23:12:41.950777
9,0,"Samsung Galaxy S20+ Cinza, com Tela Infinita de 6,7”, 4G, 128GB e Câmera Quádrupla 64MP+12MP+12MP+ToF - SM-G985FZAJZTO","Favoritos Samsung Galaxy S20+ Cinza, com Tela Infinita de 6,7”, 4G, 128GB e Câmera Quádrup... (1) de: R$ 5.999,00
            R$ 5.348,60
             à vista


 até 12x de R$ 474,91 iguais no cartão

com juros de 0,99% a.m. e 12.55% a.a.Total a prazo: R$ 5.698,92
Comparar ",https://www.fastshop.com.br//web/p/d/SGSMG985FZCNZ_PRD/samsung-galaxy-s20-cinza-com-tela-infinita-de-67-4g-128gb-e-camera-quadrupla-64mp12mp12mptof-sm-g985fzajzto,https://www.fastshop.com.br//wcsstore/FastShopCAS/imagens/_CL_Celular/SGSMG985FZCNZ/SGSMG985FZCNZ_PRD_160_1.jpg,2020-05-07 23:12:41.958772
