,modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_aunicio
950,Smartphone Xiaomi Redmi 8 Desbloqueado Dual Chip 32GB Android 9.0 Pie Azul,"R$ 1.179,00","R$ 992,90", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8-desbloqueado-dual-chip-32gb-android-9-0-pie-azul/p
951,Smartphone Xiaomi Redmi Note 8 Desbloqueado 32GB Android 9.0 Pie Branco,"R$ 1.530,00","R$ 992,66", Dez/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-desbloqueado-32gb-android-9-0-pie-branco/p
952,Celular Motorola Moto G8 Play Preto Ônix 32GB Câmera Tripla 13MP + 8MP + 2MP,"R$ 990,00","R$ 990,00", Fev/2020,extra-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxVUM9vgjAU%2FleaHnaZYqGASGJMZowXSTh42I2UUlw3oOTRGo3xf9%2BDzLld2n4%2F%2BvK%2B70bPCgZtOppS3%2FPpjNprrxDIRssvhD2YyklL0xt10KDwYW0%2FpIvFJFjjqYsF4UnTeiUs%2FIix1YolPNk42xaDcSDV%2BlNIY5V%2BGalWVdq1a%2FT3AkRloAclzSRJ01nV2fVzyIvED618DCjes8O8mB93hx1e298RCJ5%2FcGfZS5oyL4lm9Cwah3FQ8tiMdqIds21V4xoBJDPWgGnE9CD7hOSNuJIcFKJNpy%2BEB%2Fs3st20CgQ5gu7R6vMsJ68kmc4gy5%2BNuU4Mgz51qkLO1LWCQlfI8zgsgzpI4mTFWcSUrLnvyzqSrAxF6Y%2BdD7iHmtxLzh%2FwZ9ndo98xmLDqZOA6WaPlH%2BJ%2FMnpHCbAEGgsmwjCO6P0bZnabvA%3D%3D
953,Smartphone Blu G5 G0090LL Desbloqueado Dual Chip 32GB Android 9.0 Azul Fosco,"R$ 989,89","R$ 989,89", Ago/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-blu-g5-g0090ll-desbloqueado-dual-chip-32gb-android-9-0-azul-fosco/p
954,"Smartphone Zenfone Asus Max Shot M2 ZB634KL-4A006BR 64 GB Dual Chip Android Oreo Tela 6,2” Qualcomm QSP SIP1 4G Câmera tripla 12MP+5MP+8MP - Preto","R$ 989,24","R$ 989,24", Fev/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUu9r2zAQ%2FVeEIPmyxLEky5YDITgpLWMNTZd96peiSKfG1LE8WW5WSv%2F3XbKWbaAf9969g7snvdEXCH3tWzqnLGF0QuNrBwhMU5tnhF3wdjCRzt%2FoEBpMHGLs%2BvlsFoM2zxB4oq28xInxx092dilfamMW3BgHinPrrJJW7AsuZOEyK12qSufycb2QpWJgSgZghHV75pTKHQM%2B9gtpVFkYI3LDlRZmL1PFy8KqcQBbBzDxEbtaXHoaiWrEr3GdTqdEHyHURre6P7eV7APyl1Gix4iJjLOSqXQkrl3Q7c%2BRuKqub6epmPJU5GzEc%2Bh0QHbPT9rVTa2t75H1XftHWq3vNogPDcLGnyCgVaYzdJ4mSk7oi24GdLFUZcKzCW2xHbRud9QhdgffAnmA1p3vqh96stG%2FyO7gI9lw8rDKRfbtdppVaZqvvpM8IzcrcjXohqwPdUeq1gZfW3IXwJMf0GiST%2FiS3KMABz2S%2B92W7L5uGcluyHqJLmgSQ92hjvHN9ovErTZbMiXbANH%2Ffe8BrerrpxYsct45CI%2B1PX%2BKUu411w5PUQhuJRQ8tSlArkuWGonqPvoAF7WQn%2Bhj4uq%2FZzh7pCM8%2BfB6kcviH%2BKjYg3N0OhA3zEV0E9qpWCOp4q%2B%2FwZyodOv
955,Smartphone Samsung Galaxy J6+ SM-J610G Desbloqueado GSM 32GB Dual Chip Android 8.1 Preto,"R$ 1.596,90","R$ 985,71", Nov/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j610g-desbloqueado-gsm-32gb-dual-chip-android-8-1-preto/p
956,Smartphone Motorola Moto G5S XT1790 Desbloqueado GSM 32GB Single Chip Android 7.1 Cinza Escuro,"R$ 985,00","R$ 985,00", Abr/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g5s-xt1790-desbloqueado-gsm-32gb-single-chip-android-7-1-cinza-escuro/p
957,Smartphone Multilaser MS80X NB744 Desbloqueado 64GB Android 8.1 Dourado,"R$ 1.199,00","R$ 979,40", Dez/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-multilaser-ms80x-nb744-desbloqueado-64gb-android-8-1-dourado/p
958,Smartphone Asus Zenfone Max M2 ZB555KL Desbloqueado Dual Chip 64GB Android 8.1 Preto,"R$ 1.049,90","R$ 979,00", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m2-zb555kl-desbloqueado-dual-chip-64gb-android-8-1-preto/p
959,Smartphone Samsung Galaxy J5 Pro SM-J530G Desbloqueado GSM Dual Chip 32GB Android 7.0 Dourado,"R$ 977,90","R$ 977,90", Ago/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j5-pro-sm-j530g-desbloqueado-gsm-dual-chip-32gb-android-7-0-dourado/p
960,Smartphone Asus Zenfone 2 ZE551ML Dual Chip 64GB Desbloqueado GSM Dourado,"R$ 975,19","R$ 975,19", Nov/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-2-ze551ml-dual-chip-64gb-desbloqueado-gsm-dourado/p
961,"Smartphone Samsung Galaxy A10S 32Gb Dual Chip Android 9.0 Tela 6.2"" Octa-Core 2G Câmera Dupla Traseira 13Mp + 2Mp + Screen Wipes Zeiss Com 30 Len","R$ 975,00","R$ 975,00", Fev/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUuP2jAQ%2FisjH7iUDXESNkCFVlu64sKqB5Ba7QUNzgTcJrbrx6potf%2B9Q1TKSpat7zGj%2BTxv4pV80NaIhZCZFGMRz44YqE6rXwydt01SUSzeRPIdC6cYXVhMJoMQbaYwYDjgSWOmbJ8d%2FEROc1nLKi9nDyn2%2B2CTV7T8icpG0qML1VOjU79kv0OPjfXOk7KDpKyJZOLy1mSkuKBX1wb7H8%2Bbu%2F3d7mnzxM%2FqfwsGtxoeXDklFnk2m47FK3aJM83raZaPhcH%2BEnDbo4%2FuZA3BFvuQzBHW2OGfMzzKfAtlsT7A14QdrE7awaNpvNUNzLMcdtQh3GfF6Hey8TN8UxF5Dk9QrGH10JNHLnTs2XkMpBnK8tnBJyiGe6s8kYHv2lGAF9IhAKeAMocNmdsCksEQ9NFQw5xtW%2FJ73TBfFjWfdiqbimaybO%2Fzqm5lOcc2nxPVBbtD5GkGd13VV%2Fgv9uqyLvhy2dflkzDS0frzYJ7WH4irnbrUoRfvLHn%2BUDEvqpZkW4n3v%2BTMtfs%3D
962,Smartphone Samsung Galaxy A10s Desbloqueado Dual Chip 32GB Android 9 Azul + Lenço,"R$ 975,00","R$ 975,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a10s-desbloqueado-dual-chip-32gb-android-9-azul-lenco/p
963,"Smartphone Samsung Galaxy A10S 32Gb Dual Chip Android 9.0 Tela 6.2"" Octa-Core 2G Câmera Dupla Traseira 13Mp + 2Mp + Screen Wipes Zeiss Com 30 Len","R$ 975,00","R$ 975,00", Fev/2020,extra-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUtv2zAM%2FiuEDrksdfxoajdDUBRZkEuKHRKgxS4BTdOJNlvS9CgaFP3vlY1m2UXC9yDFj3oXr2yd1EosRJZkYir82XAE1En6E6GxugnkxeJdBNtF4eS9cYvZbBS8TvjNW0xI90ltZ9k8zcrsNi2qh%2BD7g9PBEi9%2FI2nPcjJQPTcy9MvoN2ix0dZYJj1KpJVn5ZfXJhOKBT1dGhxenrY3h5v9eruO1%2BpfiwiuNXFmMiQWaVLNp%2BIVuxDj3JfzJJ0Khf2Qbdej9eakFcMOexfUETbY4dsZHrN0B0W%2BqeFHwA5WJ2ngUTVWywbukxT23CHcJfnkb9D%2BO%2Fwkj3EOy5BvYPXQs8VYaKJnb9GxjDArngx8g3w8d2SZFTxLww5%2BsXQOYgooUtiyuu4%2BKHROHhU3kdNty%2FYgm8hjWVBeUs11VbR5Sm3aVlWOzFje1mU%2BRHc%2BTjO6y6K4wK%2FY68tPDStCz0dtz6N1Xv5HfJlX3IUOrfiIkqXh8SJrWqZKfHwCAiK1HA%3D%3D
964,Smartphone Samsung Galaxy A10s Desbloqueado Dual Chip 32GB Android 9 Vermelho + Lenço,"R$ 975,00","R$ 975,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a10s-desbloqueado-dual-chip-32gb-android-9-vermelho-lenco/p
965,Smartphone Samsung Galaxy A10s 32GB  4G 2GB RAM Tela 6.2 Câmera Dupla Selfie 8MP,"R$ 969,90","R$ 969,90", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUcluwjAQ%2FRXLh54gEILJIiFEKeUCEioceosmzhjSxrHl2KgI8e91EJSeRm%2BZp1ku9ISmrVRDMxoGIe1Re9boAa8r%2Fu2hNqp03NLsQp2pvXC0VrfZYHATrAq0aqwSplIBVzIozCBkw5CNGUujmbMyb5UzHKdfwJXF6qWjJJaVk1Pv12CgVEYb5OomcZ%2BGjZ0%2BQ164b5D8EZB%2Fbtb9vL9frpe%2BLP4iPHj2%2BLm55jQbBgnr0RPUzq%2BUTtIg7dEGZLffToKx%2BqgaJDuQrWsOZAU1%2FJzJPBy2JBqtXgkZr0hXP%2BYbsscayCQYkcVMogHy5rQndliLCkmy2T4v5xpo2%2BrQYOk5JQSavCo9HxeMQ1HyNAYWA0AZiYKlYijCsYh5Iry7tcrgzR0lD3Sfd9udmbz7O3fLgcWDMueblcX%2FiLt7gbWrwdCrlwzvfluwMIzGE3r9BXu8n9A%3D
966,Smartphone Motorola One Macro XT2016-2 64GB Desbloqueado Android 9.0 Ultra Violeta,"R$ 1.399,00","R$ 967,12", Nov/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-one-macro-xt2016-2-64gb-desbloqueado-android-9-0-ultra-violeta/p
967,Smartphone Motorola One Macro XT2016-2 64GB Desbloqueado Android 9.0 Azul Espacial,"R$ 1.308,90","R$ 967,12", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-one-macro-xt2016-2-64gb-desbloqueado-android-9-0-azul-espacial/p
968,Smartphone Samsung Galaxy A6+ SM-A605 Desbloqueado Dual Chip GSM 64GB Android 8.0 Dourado,"R$ 1.699,00","R$ 967,12", Jun/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a6-sm-a605-desbloqueado-dual-chip-gsm-64gb-android-8-0-dourado/p
969,Smartphone Motorola One XT1941 Desbloqueado 64GB Dual Chip Android 8.1 Branco,"R$ 1.899,90","R$ 965,08", Out/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-one-xt1941-desbloqueado-64gb-dual-chip-android-8-1-branco/p
970,Smartphone Huawei Honor 7A AUM-L33 Desbloqueado GSM Dual Chip Android 8.0 Dourado,"R$ 957,79","R$ 957,79", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-huawei-honor-7a-aum-l33-desbloqueado-gsm-dual-chip-android-8-0-dourado/p
971,Smartphone Huawei Honor 7a 32gb 3gb Ram 13mp 5.7 Preto,"R$ 957,79","R$ 957,79", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-huawei-honor-7a-32gb-3gb-ram-13mp-5-7-preto/p
972,Smartphone Motorola Moto E5 Plus XT1924-4 Desbloqueado GSM Dual Chip 16GB Android 8.0 Grafite,"R$ 949,90","R$ 949,90", Jul/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-e5-plus-xt1924-4-desbloqueado-gsm-dual-chip-16gb-android-8-0-grafite/p
973,Smartphone LG K50S LMX-540BMW Desbloqueado 32GB Android 9.0 Azul + Carregador Portátil I2GO 10000mAh e 2 Saídas USB Preto,"R$ 949,00","R$ 949,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-k50s-lmx-540bmw-desbloqueado-32gb-android-9-0-azul-carregador-portatil-i2go-10000mah-e-2-saidas-usb-preto/p
974,Smartphone LG K50S Azul 32GB + Carregador Portátil I2GO 10000mAh e 2 Saídas USB - Preto,"R$ 949,00","R$ 949,00", Fev/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUNFqwjAU%2FZWQB1%2BmNYltbQsiKkzGHBNksLcS01S7tb3lNhGc%2BO9Li85BXs49557ccy70pLEtoKYJ5R6nQ2rOjXZAlYX6drBByKwyNLlQi6UjjsY0bTIe94QBr4HaQI4FeAoqb49jzhgXgrMgmltTpS1YVHr2JRUYXQy6UaWzwlYzp28kygywQa2gp5Rz07WZPUwGyi1U6m6Qfr5tRunIvdXfugMPvbtZNYomzIuCIT3J0ro4sR97bEhrWXXZdpVE0xyh1mSzJq8B25HFjy3JRKyX5ImsJKI%2BdMZkC2jmpijJi1i%2FE%2FcJY9XiSDQRZCfnmWzJx25JRmSL2sCjPFvLti0Otc7cDPJcY1pkXal%2BFAoW%2BGE85ZnIRSiz6cTnnMd7HgoZOHVrAHWvnkR3dDt72zVNnl3VXUZp9AHw3EuD6b%2FBTb3SpS0l0quj0PVBRRQwFsqYXn8BuFCeGw%3D%3D
975,Smartphone LG K50S LMX-540BMW Desbloqueado 32GB Android 9.0 Preto + Carregador Portátil I2GO 10000mAh e 2 Saídas USB Preto,"R$ 949,00","R$ 949,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-k50s-lmx-540bmw-desbloqueado-32gb-android-9-0-preto-carregador-portatil-i2go-10000mah-e-2-saidas-usb-preto/p
976,Smartphone Quantum Muv Pro 4G Desbloqueado GSM Dual Chip 32GB Android 6.0 Dourado,"R$ 945,00","R$ 945,00", Jun/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-quantum-muv-pro-4g-desbloqueado-gsm-dual-chip-32gb-android-6-0-dourado/p
977,Smartphone Xiaomi Redmi 4A Dual Chip Android 6.0 16GB Desbloqueado GSM Grafite,"R$ 944,90","R$ 944,90", Jun/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-4a-dual-chip-android-6-0-16gb-desbloqueado-gsm-grafite/p
978,Smartphone Xiaomi Redmi 4A Dual Chip Android 6.0 16GB Desbloqueado GSM Cinza,"R$ 989,89","R$ 944,90", Mar/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-4a-dual-chip-android-6-0-16gb-desbloqueado-gsm-cinza/p
979,"Smartphone Asus ZenFone Max Shot ZB634KL Preto 64GB, Tela 6.2"", Dual Chip, Câmera Traseira Tripla, Android 8.1, Processador Octa Core e 4GB RAM","R$ 944,10","R$ 944,10", Mar/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUctu2zAQ%2FJUFDzkpcmjrFQNGYKtpD7XRovGhCAoYa3IdsZVEgo%2BgQZB%2FLylUaU%2Fk7AyHO7uv7JmsU3pka8ZzzjLmXwxFIHolfkVorJZBeLZ%2BZcH2kei8N269WEyE17lAh%2B6MncJc6CE%2F2wUvGl7WFb8Lfjg5HaygzU8U2pO6SqWBpArDJqoNWpTaGktCT5TQo6fRb2aLKxHlg5ifn74f9ten6%2BP9%2Fj4e7btBBPOL2LIwgq1v8qbM2DP2Iaa5LYqcZ2zEIUV7GNB60%2BmRYOuCg0caPyZwwN%2Fw0GkPj7tqVXzew1dLXkNVfNplcKQeocqXP1gGHwL20HbKZNDeDWQRjhYdqemiTI8ZbEdptZLQxH%2BjjxbkXOoUvgiP0GpLQBCN4dv28G%2FoYUTn1NNIMtb05UL2pGTazGrJy6U8CymbZom1OFf1La1EUUdNgym089FzUtdFPcO%2Fgdu0ItilHaXxoKcnbV8mcVn%2FV5jl1IceLXuLlI2jZFQWvMELZ29%2FACxJtAs%3D
980,Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado Dual Chip 64GB Android 8.0 Prata,"R$ 1.394,07","R$ 944,10", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-prata/p
981,Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado Dual Chip 64GB Android 8.0 Vermelho,"R$ 2.340,21","R$ 944,10", Abr/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-vermelho/p
982,Smartphone Multilaser Ms80 Desbloqueado GSM Dual Chip 64GB Android 7.1 Preto,"R$ 943,16","R$ 943,16", Fev/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-multilaser-ms80-desbloqueado-gsm-dual-chip-64gb-android-7-1-preto/p
983,Smartphone Quantum Muv Pro 16GB Branco  + Carregador Sony Cycle Energy 5000mAh + Cartão de Memória 16GB + Antivírus Mcafee Mobile Security,"R$ 942,90","R$ 942,90", Jun/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-quantum-muv-pro-16gb-branco-carregador-sony-cycle-energy-5000mah-cartao-de-memoria-16gb-antivirus-mcafee-mobile-security/p
984,Smartphone Motorola Moto Z2 Play XT1710 Desbloqueado GSM 64GB Dual Chip Android 7.1 Platinum,"R$ 1.554,99","R$ 940,00", Jun/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-z2-play-xt1710-desbloqueado-gsm-64gb-dual-chip-android-7-1-platinum/p
985,Smartphone Asus Zenfone Max M1 Desbloqueado 32GB Dual Chip Android 7.0 Preto,"R$ 1.890,00","R$ 939,90", Nov/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m1-desbloqueado-32gb-dual-chip-android-7-0-preto/p
986,Smartphone Lg K12+ 32gb 4g Android 8.1 Tela 5.7 Octa Core Câmera Traseira 13mp Preto,"R$ 937,40","R$ 937,40", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUMlOwzAQ%2FRXLBy6UNGmarVKFUAUXikCiB27VYE%2BCIc5YEwcJIf6daUWBk%2F2W2d6nfkceHQ16pbMk0zMdPwIKML0zbwIDk51M1KtPPXEvwkuMYVzN50chUhJoiNSyo8SQT555nhXZokrT%2BnKKfj%2FSxAbXr2Aoojs7UB6tm%2Fxa3AEYLHFgNHSUjPTCIa5PLc6M2L05le%2Bf7rYX%2B4vd9fZans1vAwGnCtnYBKNXaVIXM%2F0O%2FSTHNHmVLGd6AH%2B47NEDx%2FBCA6ptp26zxbnKF92zWnbqarBMzqo6ydQOe1BFUql7E0FtiFFtLj0yqB3DiE4%2BWe6DemCM9JfbNMA4um5AKxy1LfLeWeHTBkprbAlNaYq8SrE2ZQ5pnlaLtiizpbjHKEOO7rw%2BoZ%2BdHw4hqxtJ%2BXAgROyIP47WovpH%2FLg32E89sP4SiSUMXTRNVUPZ6q9vfDKfBw%3D%3D
987,"Smartphone Asus Zenfone Max Plus M2 ZB634KL 32GB Tela 6,2 Android 8.0 Oreo Câmera Dupla 12+5MP Preto","R$ 936,00","R$ 936,00", Fev/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNkMFOwzAQRH%2FF8oELJU1cpwmVKkQL4kArKsEBcak2zoYGEjta2xVV1X%2FHqQhwsmb27cozR75HsrXRfMaTKOEj7g4dBqGaWn0G2ZEpvXJ8duSemjDYOdfZ2Xh8HjgTKbBgC9jVECnTRgWNk1RM4zhJb7xrt9Z4Ujj%2FAGUc1he91WJZ%2B3Ye6A4ISkMdoTLnkTLaoXbz4cSFCnirhvXt63p1tb16uV%2Fdh2f5eyCIYSN8WXWKz%2BIoT0d8D40Paa4n0ygecQ1tH%2B25BXLdzmhkt9Zb9oa66sUavtimCcZasLfFdCIfV2wiHhbsBRtg05Fgt7okU5csj2L2RGjY8qZFAnbnu0Ak4jJdb9iG0Jm%2FIr0Ga%2Bt3jWXwTFUhbesy%2BBJTSCrMRSWrQlVCyqyAtBCJVPI6l3mgrTOEZzqT2SB%2FQiz72tmi772PDA7fDR3OcJr9MwYcG98A8VMYUaiHizKDfFKk%2FPQNWoKk3A%3D%3D
988,Celular Samsung Galaxy A20s 32gb Vermelho Câmera Tripla 13mp + 5mp + 8mp,"R$ 930,23","R$ 930,23", Mar/2020,suc.webcontinental.com.br,https://track2.jacotei.com.br/r?h=eJxVkV1r2zAUhv%2BKEDg3ixxZimI7YErI6C7GYLCxXpZjWXG9yJaR5Gah9L%2Fv2M1YC9JB54PD8756oc%2FGh84NdE%2BzNKNrGq%2BjwUTbTp8xHb1rJh3p%2FoVO3mLjKcYx7Deb6EGfjU%2Bhic7ZkKXa9Rt93txBtZWC85WuhFyNlRBip8rtdjWG6tvX75xzxUuMsshXvlq2JfKQiHs8l8slvZhauyF2gxki2HlrWnvsaWMnC54F6MM0tKwFC3%2BuDAQPTIq2ZiikN%2FbJMZ0IdZQYDqI3Hlj03WiBZbIfmcJb9CPuuwnDlyiLgotE3k%2Bxfwxu8tok8vNv0C6abhWqDOGDrqRQrJSS7WSOvuhR0z1PC7Wmz2AntKyUPBVyTQfoZwOPb7zkxxsv%2BbLwkgPykpmX%2FLrxkuPdjEl%2BLphkxiSfiFoiov7%2FkmmAELp2MA3W3Olk%2FGPXYF1uc13XSkMjdyaDRu9OGYdaZSelClimQ3TeLNN5xv%2BlN9CHD4bP0iCa1vnrMq%2Fyd4WP0ugrtjzaQEsu6rKpC%2Fr6F6KRuiQ%3D
989,Smartphone Samsung Galaxy J6 SM-J600GT/3DL Desbloqueado GSM 32GB TV Digital Dual Chip Android 8.0 Prata,"R$ 1.499,90","R$ 929,91", Jun/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j600gt-3dl-desbloqueado-gsm-32gb-tv-digital-dual-chip-android-8-0-prata/p
990,Smartphone Xiaomi Redmi 4A Dual Chip Android 6.0 16GB Desbloqueado GSM Rose Gold,"R$ 929,90","R$ 929,90", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-4a-dual-chip-android-6-0-16gb-desbloqueado-gsm-rose-gold/p
991,Smartphone Asus Zenfone Max Pro M1 Desbloqueado Dual Chip 32GB Android 8.0 Prata,"R$ 1.899,90","R$ 929,07", Ago/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-desbloqueado-dual-chip-32gb-android-8-0-prata/p
992,Smartphone Motorola Moto G7 Play XT1952-2 Desbloqueado Dual Chip 32GB Ouro,"R$ 999,00","R$ 929,07", Fev/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g7-play-xt1952-2-desbloqueado-dual-chip-32gb-ouro/p
993,"Smartphone Samsung Galaxy A10s SM-A107M, 4G Android 9.0 32GB Octa Core Câmera Dupla Tela 6.2"", Azul","R$ 929,00","R$ 929,00", Mar/2020,shopfato.vteximg.com.br,https://track2.jacotei.com.br/r?h=eJxNkU1v2zAMhv%2BKoMNOluPIH4kCBEWaATkFO2THAQUrya4byxL00Swr%2Bt9HO023iwi%2BpCQ%2BL9%2Fpm%2FahtyPd0GW%2BpBmNV6cxkUMvz5g6b1WSkW7eafIDFl5idGGzWFwulzwkp71JbQvR5tKa%2FNkvggEf3YsdNQtgQho71sEAv68MlkVgwUxxZVjVMRiVt71ighWs5N0zszICk9ZrJsFoD0wlNwCLGo%2BGcebswOBPGhival6VYuEeehXOafuZf0vRPAWbvNTbV5A26n6W8DUHfTducUYHHiTYWTda9cncVWX9rJ719WK9CluEa603MEqNTkgn6abI13VG32BIaJLgIi8yOuKsaMzpC5ycbuDkMIOTHYKT05FhXB0zUh3I7kZO8D4p%2BeGR%2FEByskdysn%2BYyMn3iZz8RHLS5PwXzcgOwf%2FtJ40QAiJphZptW%2B2feoW6XjdlUwrNy2Zdi7JqhEJp1YpaiLqQJXaHiP%2FM3bxuint%2Bp5hWSo63nU7UEHVn%2FXXur1f%2FCZ8X9npIA3j6gSWPDtG2bRvFV0v68RdfYsZd
994,Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado 32GB Android 8.0 Azul,"R$ 926,10","R$ 926,10", Jun/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-32gb-android-8-0-azul/p
995,Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado Dual Chip 32GB Android 8.0 Azul,"R$ 926,10","R$ 926,10", Mai/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-32gb-android-8-0-azul/p
996,Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado Dual Chip 64GB Android 8.0 Azul,"R$ 2.340,21","R$ 926,10", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-azul/p
997,Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado Dual Chip 32GB Android 8.0 Vermelho,"R$ 1.510,00","R$ 926,10", Mai/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-32gb-android-8-0-vermelho/p
998,Smartphone Asus Zenfone 3 Max ZC553KL Desbloqueado GSM Dual Chip 32GB 2GB Android 6.0 Cinza,"R$ 1.032,21","R$ 919,99", Mar/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-3-max-zc553kl-desbloqueado-gsm-dual-chip-32gb-2gb-android-6-0-cinza/p
999,Smartphone Asus Zenfone 3 Max ZC553KL Dual Chip Android 6 32GB 2GB 4G Desbloqueado GSM Prata,"R$ 1.011,99","R$ 919,99", Fev/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-3-max-dual-chip-android-6-32gb-4g-desbloqueado-gsm-prata/p
1000,Smartphone Samsung Galaxy J6 SM-J600GT/3DL Desbloqueado GSM 64GB TV Digital Dual Chip Android 8.0 Violeta,"R$ 919,08","R$ 919,08", Jul/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j600gt-3dl-desbloqueado-gsm-64gb-tv-digital-dual-chip-android-8-0-violeta/p
1001,Smartphone Asus Zenfone Selfie ZB553KL-5G137BR Desbloqueado GSM Dual Chip 16GB Android 7.0 Dourado,"R$ 919,00","R$ 919,00", Fev/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-selfie-zb553kl-5g137br-desbloqueado-gsm-dual-chip-16gb-android-7-0-dourado/p
1002,Smartphone Multilaser Ms70 P9037 Desbloqueado GSM Dual Chip 4G Android 6.0 Dourado + 3 Cases,"R$ 1.099,90","R$ 917,51", Mai/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-multilaser-ms70-p9037-desbloqueado-gsm-dual-chip-4g-android-6-0-dourado-3-cases/p
