,modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_aunicio
0,iPhone 11 Pro Max 512GB Prateado iOS 4G + Wi-Fi Câmera 12MP,"R$ 9.599,00","R$ 9.599,00", Fev/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUstu2zAQ%2FBWBgHypLfNh0pQBI3BdOJcaMdBDjwEfy5iIIqqUHDUI8u9dKwnaAjzszO6CM0O%2BkmfIfUwt2RBWMTInw0sHCFwT3SPCLid%2FcQPZvJJLbrBxHoau3yyXQzbuETKvjJdTXbn09Mkup%2FUb49yWOxdAc%2B6D19ILu%2BZCrsPKy0B1HYKaxa2sNQNXMwAnfLAsaK0CAz5LW%2BnrAABMOa6NcFZSEDZ4McvgYwY33KOq7aSpFLuSH%2FCM41iZJ8jRmdb0V1mVzchPVoaEFVe81kprWYpDyKb9VYpvu8P3BRULToViJVfQmYys5aMJsYnGpx7Z1LXvo7v93RHxuUHYpBEyRuU6Rza00nJOnk1zwRRrWdcVnZMW5WB08XROLRSMFaeciqP5XUjGb78iMgPgDUW8%2B1Gsbosvxc%2B4OMRif4MuTMH48fT3YS7oqY8PLXjkUgiQ76NHntLAVpI7SVUNQljGwVLrlFoxATZonO6HlGGaFvITfUjb%2FZfX1QxKekj5ZRqX63%2BIj409NJfGZPKGreyu30cryhgP5O0PAvG4pA%3D%3D
1,Smartphone Samsung Galaxy S20 Ultra SM-G988B Desbloqueado Dual Chip 512GB Android 10 Preto,"R$ 8.499,00","R$ 8.499,00", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-ultra-sm-g988b-desbloqueado-dual-chip-512gb-android-10-preto/p
2,"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Dourado","R$ 8.447,12","R$ 8.447,12", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUcFu2zAM%2FRVCh54cx3bs2gkQGGvSbYcUC7Yedgs4iU612ZZAS8WKov8%2BOmi2nYjH90jwPb6qZ%2BLJulFtVJ7mKlHhxZMA3Vv9S6BnZ6IOavOqIvdCPIXgp81yeSGCS70bg%2BvYulS7If3ByyrLsrIs6jaG4TS5yJq2P1G7QPZmbg1kbBy2ovbIaBx7Ju0ulJZdNIbtdcWNFvmgr%2BOn7w%2BHxWnxeH%2B4l7L7u0DAdUIu1l6rTZY2VaKesY9ipinLOs2LRI04zN7s8cmNBHkOR3bwgL%2Fhg%2Fc9gZwEVV58ukvgkXqErxTsiPB5D4bgNqnaBOyXb5CvhGfrRbFrB2IUhBNZxkRGJjvNHghaaM8RgeAOA7HFecnBjWeEfWRsWwcL2Es84uBf7HHEabLnkYz0XNcRn6yR%2Fso02brO16ZoKqqLShuT665b12VXFFk3P24KjumiXjVX9G74OP8IPsqT5nzknLPjl4u0qv9rvKt31MceWb0JxZKlMvVthmW5Vm9%2FAPEwswQ%3D
3,"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Prateado","R$ 8.447,12","R$ 8.447,12", Nov/2019,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUtv2zAM%2FiuEDj05juU4iRsgMNq02w4pFnQ97BbQMp2qsy2BlooVRf%2F76KDZdhK%2BBx8f9a5eiUfrBrVROtUqUeHNkwDTWfNLoGfXRBPU5l1F7kR4DsGPm%2Fn8LASXejcE17J1qXF9WvN8mWVZUeSrKob%2BOLrIhrYvaFwgezVRPTU29ltxe2RsHHsm486SkV40hO2lxZURe28u5cefD%2FvZcfZ0v7%2BXZ%2Fe3gYBLhWxsvFGbLC2XiXrFLkqYsijWqc4TNWA%2FZbOHZzcQaA0HdvCAv%2BHG%2B45AVoKlzr%2FeJvBEHcIjBTsgfLuDhmCVLKsE7PcfoBeis%2FXi2FU9MQrCkSxjIiWjHacMBBVUp4hAcIuB2OLUZO%2BGE8JdZKwqBzOZL5pE%2BHf3OOA42tNAjXCubYmPthF%2BpVusC6pXRmNGed2uG13npc6LsrleXBtxj8Exnd2L8oI%2BEx%2BmT4Iv8kvTgWTmyfHb2bpc%2F0d8unfUxQ5ZfYjEckyF2ZoWZGr18QfvabRj
4,"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Prateado","R$ 8.447,12","R$ 8.447,12", Jan/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUk1v2zAM%2FSuEDj05jp35IwkQGG1abIcUK7YeegsYmU602ZJBScWKov99dDBvOwmP7%2FHjkXpXr8TeOKu2Kk9zlajwNpIA3Rv9U%2BDIro06qO27itwLcQlh9Nvl8koEl2r06E94MZhqN6QnXpZZlhXFqmpiGI7eRda0%2B4HaBTI3U2ig1sRhJ%2BoRGVvHI5N2V0o7G8iG3VziRot80HP68eXxsDgunh8OD%2FLs%2FxYQMGfIyHrUapul6zJRr9hHcbMuijrNV4myOEzmzNPFWYI8hyd28Ii%2F4HYcewIZCcp89fkugWfqEb5RMBbhyz20BFVSNgmYr98h%2FyQ8m1EU%2B2YgRkHoyTAmkuKNnzwQNNCcIwLBHQZig1ORg7NnhPvI2DQOFtJfOLHwb%2FHRovfmbKmVmOs64qNpJV5oqqtKU7dpi7roqKt0mZ%2FarKsq3JzqUtQ%2BOKarui7qGf6xvJ%2FOJJPInaYVSdez47eruKz%2FC8xy6mOPrD6EYj39h6zetHW%2BVh%2B%2FAbahtKg%3D
5,"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD 6,5”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Cinza-Espacial","R$ 8.447,12","R$ 8.447,12", Fev/2020,extra-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUk1v2zAM%2FSuEDj05TpTYtRsgMNY02A4pVmw97BYwEpNqsyWBkop2Rf%2F75KDedhLeBwk%2BUm%2FimTgYZ8VayFKKQsRXTxmo3qhfGXp2Oqko1m8icZ%2BFpxh9WM%2FnFyG6kl4iY6ncUB55Xi8Wi6pa1l2KwyG4xIo2P1G5SOZqpAbSJg2b7PbIqB17JuUuknI2ko2bqcWVyvZBTeWHH%2Ff72WH2uNvv8rP92yCDqSJPq7wS60XZ1oV4xj7lIG1VNaVcFsLiMOYyD0%2FOEkgJD%2BzgHl%2Fgk%2Fc9QR4Jarn8fFvAI%2FUI3ygai%2FDlDq6LuivAfP0OcpVFNj7L224gxowwkGEssj%2BYMAYg6KA7JwSCW4zEBkET7J09I9wlxq5zMIOtsb9xtgselcH%2B39qTxRDM2ZLOnDudiA9GZ75t1UrfHPUNaVoepW7l6YSnppGtaqr6mrI7RMd0cTer1QQ%2FUu%2BmI407ylOdHb9erHXzH%2FFh3lKfemTxniVW48c4kqo0VuL9D5metAI%3D
6,"OnePlus 7 Pro tela 6,67 polegadas completa Smartphone 6G + 128G 8G + 256G longa espera","R$ 8.381,01","R$ 8.381,01", Mar/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkWFr2zAQhv%2BKECRfljqWZNlyIIzQ0X7ZaGE%2FoJylU2KqWJ4sN5TS%2F76L17IN9OHe596D905v%2FAXT1MeB77goBN%2Fw%2FDoiCRt6%2B0xyTNHNNvPdG59ToMYp53Habbc5gX3GJAtweqkLG8%2BfdLuMfwVr99Jaj0ZK553RTnWNVLrxldO%2BNK339brf69YItK1AtMr5Tnhjai9QruNeoxICBSFsNQL1S2gduHVC1ye0%2BYlS7ZdMK3VYyTt6l8ulgDOm3sIA0zVW0SXiyyo5UiWqqtKNUW27Unc%2BwfBrpb4d7r7flOpGlqoWK1njCIloJy%2Fg%2B9CDixPROA5%2FrIfbhx%2BkT4FkiBdMdCs7Wr4rC6M3%2FAXCTGc0yoiiFBs%2BUCA63sOAj2GeWMMeU2QZA7B6UzdsjAGP4GBilHYMmIH9PEPK4ykOyOp79oUJae6ZuVZSEwhxOALDacQEf39tpoWn%2FjigIxa9x%2FTUO%2BJoresqrRrr6rYstZba6QoAQTRQQUfuKceEi1vpT%2FWR%2BvDfMa%2BLQsZjTK%2BLXTf%2FgI%2BJWwxzgMTfqZXsNYCTxsgG%2BftvoH7EBg%3D%3D
7,"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Verde","R$ 9.599,00","R$ 8.371,74", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-verde/p
8,"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Cinza Espacial","R$ 9.766,45","R$ 8.371,74", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-cinza-espacial/p
9,"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Prata","R$ 9.766,45","R$ 8.371,74", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-prata/p
10,"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Dourado","R$ 9.766,45","R$ 7.999,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-dourado/p
11,"iPhone 11 Pro Apple com 256GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Dourado","R$ 7.924,33","R$ 7.924,33", Fev/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuCDj05jh3HcRwgMNak2A4ZVnQ99BZQEp1osy2DkgoURf%2F76KDedhLeB4nHp3f5iuStG%2BRO5mkuExneRmSgO6t%2FMxzJmaiD3L3LSB0L1xBGv1sub0JwqQYPXsHVQqpdnypallmWrdfFpomhP3sXSeP%2BF2gX0N5NVI%2FGxn7P7hEIjKORULubpN0QcAj7ecWdZnuv5%2FHzy%2FfT4rx4fjg98HP4u4DBPMGR9ajlLku3ZSJfoYt8TVWv1mlRJHKAfjrOPl7dgCLPxSM58WUcOxQcR6zKzdf7RDxjB%2BIJgx1AfDsKg6JMtk0i7I%2BfIi9YJzuy49D0SMAIPFqChEe89VN%2BFI1oLhEEinsISBamJSc3XEAcI0HTOLEQR66G0%2F%2FrPA7gvb0MaJhzbYt0tob5TbVVmalrpVemUkapaqPq1pha51lebhW7fXCEN3e1rmb4ee1h%2BiEOwl80tcOBLo7ebuay%2Bo%2BY7djFDkh%2BsETcpGxbU6yqQsuPPy2Js1o%3D
12,"iPhone 11 Pro Apple com 256GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Dourado","R$ 7.924,33","R$ 7.924,33", Fev/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05jh1%2F1A4QGG3SbYcMC7oedgsYmU7V2ZZASwWKov99dNBsOwnvgw%2BP1Lt6JZ6MHdVapXGqIuXfHAnQvdG%2FBTq2bdBerd9V4F6EZ%2B%2FdtF4uL4K3sbOjtx0bG2s7xCdeFkmS5HlWNsEPx8kG1rR5QW09mZuZGqg1YdiI2yFja9kxaXuRtGTR6DfXiBst9kFfx4%2B%2Fvu8Xx8XTw%2F5Bnu3fAAHXCWmsnVbrJK6KSL1iH2SZ23qVx1kWqRGHeTdzeLYjQZrCgS3cOdcTSB1YFeXX%2BwieqEd4JG9GhG87aAmKqGoiMD9%2BQpqJzsaJY9sMxCgIJzKMkYxMZpr7EzTQnAMCwT16YoNzyN6OZ4RdYGwaCwvYyWmk%2Fb%2BThxGnyZxHaoWzXUd8NK3wRU1lmmOHdVXiqepknbLs8FS3VVYnKxT35C3TxZ1VV%2FS57GH%2BH%2FgiHzTfRuqcLb9drMXtf8Sne0t96JHVh0gsd1TZKU%2BquqjUxx9KNrHV
13,"iPhone 11 Pro Apple com 512GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Dourado","R$ 7.919,12","R$ 7.919,12", Dez/2019,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05jh3bjRMgMNqk2w4ZFnQ97BYwMp2qsyWBlgoURf%2F76KDZdhLeB4nHp3f1SjwaZ9Va5WmuEhXePAnQvdG%2FBXp2bdRBrd9V5F6E5xD8uJ7PL0JwqXc2uI6NS7Ub0hPPqyzLyrLMmhiG4%2Bgia9q8oHaBzM1EDdSaOGzE7ZGxdeyZtLtIWnaRDZvrihst9kFfx4%2B%2Fvu9nx9nTw%2F5Bnu3fBQKuE5JYe63WWVpXiXrFPsoxy1W%2BSvNFoiwO023m8OwsQZ7DgR3ced8TSByo8sXX%2BwSeqEd4pGAswrcdtARVUjcJmB8%2FIS9EZ%2BPFsW0GYhSEIxnGREZGM075CRpozhGB4B4DscFpyd7ZM8IuMjaNgxnspBpJ%2F6%2FyaHEczdlSK5zrOuKjaYW%2FJcy6qm5PVVfWq644FTmd9G2h60W5rKgQ9xgc08Vd1Ff0eexh%2Bh%2F4Ih80dSNxzo7fLtZq%2BR%2Fx6d5SH3tk9SESS49qhdIrVaX6%2BANDx7IO
14,"iPhone 11 Pro Apple com 512GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Verde Meia-Noite","R$ 7.919,12","R$ 7.919,12", Mar/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05TuTYcRogMNa02A7pVmzFsFvASEyizbYMSipQFP3vo4N524l4HyQeyTf1Qhyc79VG6VyrTMXXgQSY1plfAgf2NpmoNm8qcSvCJcYhbObzqxB9bjBgOOLFYW58lx95Xi0Wi7IsdZNidwg%2BsaHtTzQ%2BkrsZqY6sS91W3AMyWs8Dk%2FFXyfg%2BUh%2B304gbI%2FbOTO2HH4%2F72WH2%2FLB%2FkLL7O0DA1CGRzWDUZpGvq0y9YJtkm%2FpW3%2Ba6yFSP3bice7r4nkBreGIPH4ahJZA4UOni410Gz9QifKXoeoRP92AJqmzdZOC%2BfAO9FJ3dII5d0xGjIAzkGDNpCS6M%2BQkaaM4JgeAOI7HDccje92eE%2B8TYNB5m8J1Y2EdyOPvsXaR%2Fx089huDOPVnh%2FOlEfHBWeDzaAuuyLq2xSNVpVS9rPBW1rpeahBB3iJ7p6hbfBP%2BsvRtfJYnkV%2BOZJNnZ8%2BvVXNX%2FEZOd2tQiq3eRWE6qisra1ZpW6v03ea22Aw%3D%3D
15,"iPhone 11 Pro Apple com 512GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Cinza-Espacial","R$ 7.919,12","R$ 7.919,12", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUtv2zAM%2FiuEDj05juXUjwQIjDXN1kOGBVsPuwWszKTabEnQo0BX9L%2BPDpq2J%2BF7kPpIvogn8kFbI1ZC5lJkIj47YqAGrf4ydN72SUWxehHJDyw8xujCaj4%2FC9Hmzppoj17bXNkxf%2FDzqiiK6%2BtF26U4HoJNXtH6DyobSV9N1Ei9TuOa3Q499tY7T8qeJcW9yMT1pcWVYvuoLuWH3993s8Psfrvb8rN5b8DgUsGJlVNiVeRtlYknHBIP0yzlMpdlJgyO02x6%2F2gNgZSw9xa%2BODcQcByoZPntJoN7GhB%2BUtQG4e4WeoIqa7sM9I9fIBese%2B3YselG8sgIA2mPGZcEHab8BB10p4RAcIORvMapyc6aE8Jt8th1Fmaw0eYfzrbBodI4fGw%2BGQxBnwz1zNnjkfxB98w3bdHXZVkVUsm6bh%2BqsmoXqj5W1JS1wprdIVpPZ%2FeivaC3mffTmeAr32laEac6Wf98tlbNJ%2BLNvaEhDejFK0teTZ83ZaOWpRSv%2FwH32bN5
16,"iPhone 11 Pro Apple com 512GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Verde Meia-Noite","R$ 7.919,12","R$ 7.919,12", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05ThTLsxMgMNa02w7pFqzFsFugSHSqzbYEWipQFP3vpYNm60l4H3x4pF7EE9Lo%2FCDWQuZSZCI%2BB2RgOmf%2BMgzkbTJRrF9Eoo6FxxjDuJ7Pz0L0efBD9C05nxvf50eal4vFQiklmxT7w%2BgTGdz80cZHdFcT1aN1qd%2BwO2jS1lMgNP4sGc7CIW4uEVeG7b25jB9%2B3%2B1mh9nD7e6Wn%2B2%2FAAaXCW5sghHrRV6XmXjSXeJlqpVc5XKZiUH3025u%2F%2BgHBClhTx4%2Bh9AhcB0o5fLrdQYP2Gn4idENGr7dgEUos7rJwP24B1mwTi6wY9v0SJqRHtGRznhkdOPUH6GB5pQ0IFzriOT0FLLzw0nDTSLdNB5m8AuJ2Tt0evbdu4j%2Fb58GPY7uNKBlzrct0sFZ5o%2FmiLJSWqm6tMtC2aqwcmU%2FtUdV16qt2D1GT3h2F%2FUFvW%2B9nz4KvvBPTUfiXidPz2drWX0g3t1b7FKnSbyyRHxQUaxMZRQa8foGkxm1OA%3D%3D
17,"iPhone 11 Pro Apple com 512GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Prateado","R$ 7.919,12","R$ 7.919,12", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUsFu2zAM%2FRVCh54cx0ps2A4QGGvabYcMC7oedgtYmUm12ZZASQWKov8%2BOmi2nYTH90g%2BknpTL8TBukltlM61ylR89STADNb8FujZ9clEtXlTiQchnmP0YbNcXojocu%2Bm6E5sXW7cmD%2FxsiqKoizXbZfieAwusaHtLzQukr2ZQyP1No1bUXtk7B17JuMulJFaNMXttcSNEflorunHn9%2F2i%2BPi8X5%2FL8%2FubwEB1wxxbLxRmyJvqky94JBkmLrVba5XmZpwnGezh2c3EWgNB3bwyfuBQOxApVdfbjN4pAHhgaKdEL7eQU9QZU2Xgf3%2BA%2FRaeLZeFLtuJEZBGMgyZpISbJj9E3TQnRMCwS1GYotzkb2bzgh3ibHrHCykt3Bi%2F9%2FO04Qh2PNEvcTc6UR8tL3Em1XZN4U2uqW6bXRdrp4qbA0aKk59VcxXC9ExXdTr5oo%2Bpj3MB4LPcqF5OdLz7Pj1Iq3q%2FwIf6h0NaUBW70KxmT9CXVJbFpV6%2FwPq6bIh
18,"iPhone 11 Pro Apple com 512GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Cinza-Espacial","R$ 7.919,12","R$ 7.919,12", Mar/2020,casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUtv2zAM%2FiuEDj05TuTYdRwgMNY02A4pVrQ97BYwMpNosyVBjwJd0f8%2BOqi3nYjvQeIj%2BS5eyQdtjVgLmUuRifjmiIHqtfrF0HnbJRXF%2Bl0k37NwidGF9Xx%2BFaLNFQYMR7xozJUd8qOfV4vFoiyXqzbF4RBs8oo2P1HZSPpmpAbqdBo27HbosbPeeVL2KilrIpm4mUbcKLYPamo%2F%2FHjYzw6zl91%2Bx2X7dwCDqYMjK6fEepGvqky8Yp94m7qRTS6LTBgcxuX048UaAinh0Vv44lxPwHGgksXXuwxeqEd4oqgNwrd76AiqbNVmoL8%2Fg1yy7rVjx7YdyCMjDKQ9ZtwSdBjzE7TQnhMCwR1G8hrHIXtrzgj3yWPbWpjBVpvfONsFh0pj%2F%2B%2F0yWAI%2BmyoY86eTuQPumO%2BaxpZK1mebisqGwZSYlWUVFRHUsviyO4Qraeruy7rCX4uvR0fxXn4U%2BORONfZ%2Breruar%2FIyY79alHLz5Y8nxQ0WDZENZKfPwB0gO04g%3D%3D
19,"iPhone Apple 11 Pro 512GB Desbloqueado 5.8"" Dourado","R$ 9.155,98","R$ 7.393,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-dourado/p
20,"iPhone Apple 11 Pro 512GB Desbloqueado 5.8"" Verde","R$ 9.155,98","R$ 7.393,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-verde/p
21,"iPhone Apple 11 Pro 512GB Desbloqueado 5.8"" Cinza Espacial","R$ 9.155,98","R$ 7.359,08", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-cinza-espacial/p
22,"IPhone 11 Pro Max Apple 256GB 6.5"" Desbloqueado Cinza Espacial","R$ 9.211,91","R$ 7.039,12", Set/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-cinza-espacial/p
23,"iPhone Apple 11 Pro 512GB Desbloqueado 5.8"" Prata","R$ 9.155,98","R$ 6.905,55", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-prata/p
24,"iPhone 11 Pro Apple com 256GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Prateado","R$ 6.863,12","R$ 6.863,12", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUtv2zAM%2FiuEDj05jt%2FxAgRGm3brIcWCrYfeAkamU222JdBSgaLofx8dNO1Owvcg%2BZF6Uy%2FEk7GjWqs0TlWk%2FKsjAbo3%2Bq9Ax7YN2qv1mwrci%2FDsvZvWy%2BVZ8DZ2dvS2Y2NjbYf4yMsySZKiyMsm%2BOEw2cCaNn9QW0%2FmaqYGak0YNuJ2yNhadkzaniUtvWj0m0uLKy32QV%2FKD08Pu8Vh8Xi3u5Nn%2B9lAwKVCEmun1TqJ6zJSL9gHWaaqqzxOs0iNOMy7mf2zHQnSFPZs4dq5nkDiQFZWP24ieKQe4Rd5MyLc30JLUEZ1E4H5%2BRvSXHQ2ThzbZiBGQTiRYYykZDLTnJ%2BggeYUEAhu0BMbnJvs7HhCuA2MTWNhIbNFk%2FhfNw8jTpM5jdQKZ7uO%2BGBa4Tudd7qoMa3yFstv9bHSybHLsjorVqs6XYl78pbp7M7rC%2FrYdj9%2FEHyXH5qPIzNPll%2FP1nL1H%2FHh3lIfemT1LhLLIdWxKmtdFKl6%2Fwfuq7Id
25,"iPhone 11 Pro Apple com 256GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Verde Meia-Noite","R$ 6.863,12","R$ 6.863,12", Mar/2020,pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05ThTHiRMgMNa02w7pFmzFsFvASHSqzbYEWipQFP3vo4Nm24l4HyQeyVf1TDw436uN0rlWmYovgQSY1pnfAgN7m0xUm1eVuBXhKcYwbKbTixB9HnwffcPO58Z3%2BYmn5Ww2WyyKVZ1idxx8YkPbX2h8JHczUh1Zl7qtuAMyWs%2BByfiLZGQW9XF7HXFjxN6Za%2Fvx58N%2Bcpw83u%2Fvpez%2BDhBw7ZDEJhi1meVVmalnbJMss6yWRa7nmeqxG3dzhyffE2gNB%2FbwIYSWQOLAvFx%2Bus3gkVqEbxRdj%2FD5DixBmVV1Bu7rd9CF6OyCOHZ1R4yCcCDHmEnL4IYxP0EN9TkhENxiJHY4Dtn7%2Foxwlxjr2sMEfhAL%2B0AOJ1%2B8i%2FTv9qnHYXDnnqxwvmmIj84KX6wXVWULo09lRXpJFhtLK412Xa5nzWn83hA908VdVFf0vvVhfBR8lE%2BNR5JcZ88vF2u5%2Bo94d%2B%2BoTS2yehOJ5aBqXmmc04LU2x%2FPV7Vu
26,"iPhone 11 Pro Apple com 256GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Prateado","R$ 6.863,12","R$ 6.863,12", Mar/2020,extra-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUUtP4zAQ%2FiuWD5zSNE7Iq1IVQang0NUi4MCtmjhD8W4SR2MbLUL8951UhF35YH2PGX8z%2FpBvSM7YUW6kipWMpH%2BfkIHujf7NcCLbBe3l5kMG6ll49X5ym%2FX6LHgb4x9PEGs7xC2t8yRJLi%2BzvAl%2BODobSOP2F2jr0VzM1ICdCcOW3RMQdJYmQm3Pkrajx9FvlxYXmu2DXsqPzz8Oq%2BPqaX%2FY87X7bsBgqeC0etJyk8RVHsk36AMPUlRFFqs0kiMM81zm%2FtWOKJQS92TF1TT1KDiOSPPi9joST9iDeEBvRhB3N6JDkUdVEwnz81GojHUyEzt2zYAEjMChIYi4xBk350fRiOYUQKC4Bo9kYG5ysOMJxE0gaBorVvw2axz%2F377DCM6Z04gdc%2FblBeloOuarpCtSLGpsq7wsC8UnL8okTWvV1aBadjtvCc%2FuMssW%2BDXufvmdeTn85snS%2B9mal%2F8RX%2BYd9qEHkp8sES9StnVbdjUq%2BfkX3sOv7w%3D%3D
27,"IPhone 11 Pro Max Apple 256GB 6.5"" Desbloqueado Dourado","R$ 9.211,91","R$ 6.839,00", Set/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-dourado/p
28,"IPhone 11 Pro Max Apple 256GB 6.5"" Desbloqueado Prata","R$ 8.545,51","R$ 6.839,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-prata/p
29,iPhone Xs Max 64GB Prata IOS12 4G + Wi-fi Câmera 12MP - Apple,"R$ 6.799,00","R$ 6.799,00", Mar/2020,extra-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNkF9rwjAUxb9KyIMvs7Vp%2BkcLIpuIDJQJG8y3kia3mq1tSpqIIn73xWK3PYVzzu%2BGe%2B4Vn0B3UjU4w8QneIzNpQUneCX5t5OtVsJyg7MrtrpywdGYtssmkz4wyoez0cznqvYLPSExnQXBNFxYU%2BedsprD%2FItxZUCO7lYNQtp67uiWaSaUbjVw1UdcNQYaMx%2B%2BGHGH13wYz%2FfbjZd7H6vNyj3L3w%2BcGCbctrzlOAv8aTzGJ1ZZVyRJZzM%2FGOOG1fdacndUDaB9h7bsjJJo%2FYJ2mhmGXt%2FeSYiiNXpCn9IrJVouatAMkXC7Qx56btsK%2Fq5jG9Z18tCAcJ4qS9C5FM6PSRqFRRGXnEISJYTGhQjENKCJKMKCUEd3Rmno6ZTSQT62Ww23vFdhBg5KX3o0Tv8ZD3gJla2YxjcXaVcb04gVFIDh2w%2FqTpVR
30,"IPhone 11 Pro Max Apple 256GB 6.5"" Desbloqueado Verde","R$ 8.490,00","R$ 6.749,10", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-verde/p
