,title,old_price,price,parcelas,image_link,product_link,produto_disponível
0,iPhone 11 Pro Max 256GB - Dourado,15023.76,15023.76,"Até 10xdeR$1.502,38  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h49/hdd/h00/h00/15110536626206.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-256GB-Dourado/p/MP19827286,Yes
1,Smartphone / Apple / Iphone XS / Tela de 6 / Single Sim / 512GB - Cinza espacial,14864.5,14864.5,"Até 10xdeR$1.486,45  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hdd/ha6/h00/h00/14894015184926.jpg,www.carrefour.com.br/Smartphone-Apple-Iphone-XS-Tela-de-6-Single-Sim-512GB-Cinza-espacial/p/MP19604007,Yes
2,iPhone 11 Pro Max 256GB - Prateado,14758.33,14758.33,"Até 10xdeR$1.475,83  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h74/h39/h00/h00/15110535249950.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-256GB-Prateado/p/MP19828793,Yes
3,iPhone 11 Pro Max 512GB - Prateado,9759.0,9759.0,"Até 10xdeR$975,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h30/h23/h00/h00/15110528040990.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-512GB-Prateado/p/MP19830331,Yes
4,iPhone XS Max 512GB - Prata,9679.0,9679.0,"Até 10xdeR$967,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h45/h11/h00/h00/14683353120798.jpg,www.carrefour.com.br/iPhone-XS-Max-512GB-Prata/p/MP19229063,Yes
5,iPhone XS Max 512GB - Dourado,9679.0,9679.0,"Até 10xdeR$967,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2a/hfc/h00/h00/13331497025566.jpg,www.carrefour.com.br/iPhone-XS-Max-512GB-Dourado/p/MP14012117,Yes
6,Apple Iphone XS Max 1921Ll Tela Retina HD de 5.5 Câmera 12MP 64GB - Cinza Espacial,9661.93,9661.93,"Até 10xdeR$966,19  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hfa/h3d/h00/h00/17480777334814.jpg,www.carrefour.com.br/Apple-Iphone-XS-Max-1921Ll-Tela-Retina-HD-de-5-5-Camera-12MP-64GB-Cinza-Espacial/p/MP23291818,Yes
7,iPhone 11 Pro Max 512GB - Prateado,9484.98,9484.98,"Até 10xdeR$948,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/he7/hf5/h00/h00/15082487414814.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-512GB-Prateado/p/MP19885019,Yes
8,iPhone 11 Pro Max 512GB - Dourado,9484.98,9484.98,"Até 10xdeR$948,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h17/h10/h00/h00/15110529351710.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-512GB-Dourado/p/MP19829652,Yes
9,iPhone 11 Pro Max 512GB - Verde meia-noite,9484.98,9484.98,"Até 10xdeR$948,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hf3/h6c/h00/h00/15110526074910.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-512GB-Verde-meia-noite/p/MP19829651,Yes
10,Smartphone Samsung Galaxy Note 10+ 256GB 4G Tela 6.8` Octa-Core 12GB RAM Dual Chip - Prata,9438.96,9438.96,"Até 10xdeR$943,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h4c/hb5/h00/h00/15170310373406.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-Note-10-256GB-4G-Tela-6-8%60-Octa-Core-12GB-RAM-Dual-Chip-Prata/p/MP20036839,Yes
11,TELEFONE CELULAR APPLE IPHONE XS 512GB PRATA,9099.9,9099.9,"Até 10xdeR$909,99  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hd9/h11/h00/h00/13195982405662.jpg,www.carrefour.com.br/TELEFONE-CELULAR-APPLE-IPHONE-XS-512GB-PRATA/p/MP14012203,Yes
12,iPhone 11 Pro 512GB - Verde meia-noite,8872.98,8872.98,"Até 10xdeR$887,30  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hb6/haa/h00/h00/15110548291614.jpg,www.carrefour.com.br/iPhone-11-Pro-512GB-Verde-meia-noite/p/MP19827422,Yes
13,iPhone 11 Pro 512GB - Cinza Espacial,8872.98,8872.98,"Até 10xdeR$887,30  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h7d/hd2/h00/h00/15110586302494.jpg,www.carrefour.com.br/iPhone-11-Pro-512GB-Cinza-Espacial/p/MP19829412,Yes
14,iPhone 11 Pro 512GB - Dourado,8872.98,8872.98,"Até 10xdeR$887,30  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h00/h5b/h00/h00/15110551568414.jpg,www.carrefour.com.br/iPhone-11-Pro-512GB-Dourado/p/MP19830348,Yes
15,iPhone 11 64GB - Verde,8865.61,8865.61,"Até 10xdeR$886,56  sem juros",static.carrefour.com.br/medias/sys_master/images/images/he2/he0/h00/h00/15080865398814.jpg,www.carrefour.com.br/iPhone-11-64GB-Verde/p/MP19823380,Yes
16,iPhone XS 512GB - Cinza-espacial,8799.0,8799.0,"Até 10xdeR$879,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h38/ha7/h00/h00/13331500630046.jpg,www.carrefour.com.br/iPhone-XS-512GB-Cinza-espacial/p/MP14012122,Yes
17,iPhone 11 Pro Max 256GB - Cinza Espacial,8669.0,8669.0,"Até 10xdeR$866,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hdb/h6f/h00/h00/26562415460382.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-256GB-Cinza-Espacial/p/5857732,Yes
18,"iPhone XS Apple Cinza Espacial, 512GB Desbloqueado - MT9L2BZ/A",8668.98,8668.98,"Até 10xdeR$866,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h05/h80/h00/h00/13160108720158.jpg,www.carrefour.com.br/iPhone-XS-Apple-Cinza-Espacial-512GB-Desbloqueado-MT9L2BZ-A/p/MP13936626,Yes
19,"iPhone XS Apple Dourado, 512GB Desbloqueado - MT9N2BZ/A",8668.98,8668.98,"Até 10xdeR$866,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h46/hb4/h00/h00/13160144633886.jpg,www.carrefour.com.br/iPhone-XS-Apple-Dourado-512GB-Desbloqueado-MT9N2BZ-A/p/MP13935997,Yes
20,iPhone 11 Pro Max 256GB - Cinza Espacial,8566.98,8566.98,"Até 10xdeR$856,70  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h4b/h40/h00/h00/15110538592286.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-256GB-Cinza-Espacial/p/MP19828979,Yes
21,iPhone 11 Pro 512GB - Prateado,8519.0,8519.0,"Até 10xdeR$851,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h19/h6e/h00/h00/15110550257694.jpg,www.carrefour.com.br/iPhone-11-Pro-512GB-Prateado/p/MP19829073,Yes
22,"Smartphone Samsung Galaxy S20 Ultra SM-G988BZK5ZTO 512GB Tela 6,9' 4G Quad Câm. 108MP+48MP+12MP+ToF SAMSUNG",8499.0,8499.0,"Até 10xdeR$849,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h0b/hce/h00/h00/27304497381406.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-Ultra-SM-G988BZK5ZTO-512GB-Tela-6-9-4G-Quad-Cam-108MP-48MP-12MP-ToF-SAMSUNG/p/MP24986611,Yes
23,iPhone X Prata Apple / ToucScreen / 64GB / 3GB RAM / Tela 5.8 OLED / Câmera de 12MP + Frontal / Processador 11 Bionic / IOS 12 / 4G + Wi-Fi,8440.91,8440.91,"Até 10xdeR$844,09  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h25/h0e/h00/h00/12400672374814.jpg,www.carrefour.com.br/iPhone-X-Prata-Apple-ToucScreen-64GB-3GB-RAM-Tela-5-8-OLED-Camera-de-12MP-Frontal-Processador-11-Bionic-IOS-12-4G-Wi-Fi/p/MP12402486,Yes
24,iPhone 11 Pro Max 256GB - Verde meia-noite,8399.99,8399.99,"Até 10xdeR$840,00  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h94/hd3/h00/h00/15110533283870.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-256GB-Verde-meia-noite/p/MP19830708,Yes
25,iPhone 11 Pro 256GB - Dourado,8059.0,8059.0,"Até 10xdeR$805,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h99/h14/h00/h00/15110591676446.jpg,www.carrefour.com.br/iPhone-11-Pro-256GB-Dourado/p/MP19830341,Yes
26,"iPhone XS Max Apple Cinza Espacial, 512GB Desbloqueado - MT562BZ/A",8045.76,8045.76,"Até 10xdeR$804,58  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hf7/h00/h00/h00/13512579121182.jpg,www.carrefour.com.br/iPhone-XS-Max-Apple-Cinza-Espacial-512GB-Desbloqueado-MT562BZ-A/p/MP15241142,Yes
27,"iPhone XS Max Apple Dourado, 512GB Desbloqueado - MT582BZ/A",8045.76,8045.76,"Até 10xdeR$804,58  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h69/h57/h00/h00/13160147910686.jpg,www.carrefour.com.br/iPhone-XS-Max-Apple-Dourado-512GB-Desbloqueado-MT582BZ-A/p/MP13940002,Yes
28,"Smartphone Samsung Galaxy S20 Ultra SM-G988BZA3ZTO 128GB Tela 6,9' 4G Quad Câm. 108MP+48MP+12MP+ToF SAMSUNG",7999.0,7999.0,"Até 10xdeR$799,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h5e/he2/h00/h00/27304497053726.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-Ultra-SM-G988BZA3ZTO-128GB-Tela-6-9-4G-Quad-Cam-108MP-48MP-12MP-ToF-SAMSUNG/p/MP24985647,Yes
29,iPhone 11 Pro 256GB - Prateado,7954.98,7954.98,"Até 10xdeR$795,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h5e/h6f/h00/h00/15110590365726.jpg,www.carrefour.com.br/iPhone-11-Pro-256GB-Prateado/p/MP19830349,Yes
30,"iPhone XS Max Apple Prata, 256GB Desbloqueado - MT542BZ/A",7954.98,7954.98,"Até 10xdeR$795,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h8c/h5c/h00/h00/13160145289246.jpg,www.carrefour.com.br/iPhone-XS-Max-Apple-Prata-256GB-Desbloqueado-MT542BZ-A/p/MP13935998,Yes
31,Smartphone Samsung Note 10 N970F Tela de 6.3 Câmera de 16MP Dual Sim 256GB - Rosa,7931.28,7931.28,"Até 10xdeR$793,13  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc0/hd2/h00/h00/17480959918110.jpg,www.carrefour.com.br/Smartphone-Samsung-Note-10-N970F-Tela-de-6-3-Camera-de-16MP-Dual-Sim-256GB-Rosa/p/MP23298714,Yes
32,iPhone 11 Pro Max 64GB - Dourado,7859.0,7859.0,"Até 10xdeR$785,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h4c/hed/h00/h00/15110521749534.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-64GB-Dourado/p/MP19857664,Yes
33,iPhone XS 256GB - Prata,7849.0,7849.0,"Até 10xdeR$784,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h61/h46/h00/h00/13331499319326.jpg,www.carrefour.com.br/iPhone-XS-256GB-Prata/p/MP14012123,Yes
34,iPhone 11 Pro 256GB - Verde meia-noite,7799.0,7799.0,"Até 10xdeR$779,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hf1/h03/h00/h00/15110588399646.jpg,www.carrefour.com.br/iPhone-11-Pro-256GB-Verde-meia-noite/p/MP19827285,Yes
35,iPhone 11 Pro Max 64GB - Prateado,7799.0,7799.0,"Até 10xdeR$779,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hee/hb7/h00/h00/15110520438814.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-64GB-Prateado/p/MP19828184,Yes
36,iPhone 11 Pro 256GB - Cinza Espacial,7648.98,7648.98,"Até 10xdeR$764,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hb6/h33/h00/h00/15110593708062.jpg,www.carrefour.com.br/iPhone-11-Pro-256GB-Cinza-Espacial/p/MP19829384,Yes
37,Smartphone / Huawei / P30 Pro / 256GB / Tela de 6.4 / Câmera 40MP / Wi-Fi / 4G - Preto,7644.6,7644.6,"Até 10xdeR$764,46  sem juros",static.carrefour.com.br/medias/sys_master/images/images/he7/hc1/h00/h00/15214555627550.jpg,www.carrefour.com.br/Smartphone-Huawei-P30-Pro-256GB-Tela-de-6-4-Camera-40MP-Wi-Fi-4G-Preto/p/MP20160795,Yes
38,Smartphone / Huawei / P30 Pro / 256GB / Tela de 6.4 / Câmera 40MP / Wi-Fi / 4G - Amber Sunrise,7644.6,7644.6,"Até 10xdeR$764,46  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h84/hfc/h00/h00/15214674051102.jpg,www.carrefour.com.br/Smartphone-Huawei-P30-Pro-256GB-Tela-de-6-4-Camera-40MP-Wi-Fi-4G-Amber-Sunrise/p/MP20160192,Yes
39,Smartphone / Huawei / P30 Pro / 256GB / Tela de 6.4 / Câmera 40MP / Wi-Fi / 4G - Aurora,7591.51,7591.51,"Até 10xdeR$759,15  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h79/h4e/h00/h00/15214683881502.jpg,www.carrefour.com.br/Smartphone-Huawei-P30-Pro-256GB-Tela-de-6-4-Camera-40MP-Wi-Fi-4G-Aurora/p/MP20160191,Yes
40,iPhone XS Max 64GB - Prata,7579.0,7579.0,"Até 10xdeR$757,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hf4/h73/h00/h00/14683354103838.jpg,www.carrefour.com.br/iPhone-XS-Max-64GB-Prata/p/MP19228069,Yes
41,iPhone 11 Pro Max 64GB - Verde meia-noite,7444.98,7444.98,"Até 10xdeR$744,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h6b/h09/h00/h00/15110452346910.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-64GB-Verde-meia-noite/p/MP19828791,Yes
42,iPhone 11 Pro Max 64GB - Cinza Espacial,7444.98,7444.98,"Até 10xdeR$744,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h46/hc2/h00/h00/15110524108830.jpg,www.carrefour.com.br/iPhone-11-Pro-Max-64GB-Cinza-Espacial/p/MP19828051,Yes
43,iPhone 11 Pro 256GB - Cinza Espacial,6699.0,6699.0,"Até 10xdeR$744,33  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2a/hd9/h00/h00/15309626048542.jpg,www.carrefour.com.br/iPhone-11-Pro-256GB-Cinza-Espacial/p/5857830,Yes
44,iPhone 11 Pro 256GB - Prata,6699.0,6699.0,"Até 10xdeR$744,33  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h9f/hb9/h00/h00/26562413494302.jpg,www.carrefour.com.br/iPhone-11-Pro-256GB-Prata/p/5857813,Yes
45,iPhone 11 Pro 64GB - Dourado,7199.0,7199.0,"Até 10xdeR$719,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hbb/h14/h00/h00/15082484138014.jpg,www.carrefour.com.br/iPhone-11-Pro-64GB-Dourado/p/MP19881351,Yes
46,"iPhone XS Max Apple Prata, 64GB Desbloqueado - MT512BZ/A",7138.98,7138.98,"Até 10xdeR$713,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hab/h33/h00/h00/13160073855006.jpg,www.carrefour.com.br/iPhone-XS-Max-Apple-Prata-64GB-Desbloqueado-MT512BZ-A/p/MP13936558,Yes
47,iPhone 11 Pro 64GB - Prateado,7019.0,7019.0,"Até 10xdeR$701,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h51/h61/h00/h00/15110542524446.jpg,www.carrefour.com.br/iPhone-11-Pro-64GB-Prateado/p/MP19828960,Yes
48,Smartphone Samsung Galaxy S9 Dual Tela 5.8` Octa-Core 2.8GHz 128GB 12MP - Preto,6999.8,6999.8,"Até 10xdeR$699,98  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h22/h83/h00/h00/11911659388958.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S9-Dual-Tela-5-8%60-Octa-Core-2-8GHz-128GB-12MP-Preto/p/MP11464255,Yes
49,iPhone XS Max 64GB - Cinza-espacial,6686.1,6686.1,"Até 10xdeR$668,61  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h0b/hb9/h00/h00/13331502596126.jpg,www.carrefour.com.br/iPhone-XS-Max-64GB-Cinza-espacial/p/MP13935968,Yes
50,iPhone 11 Pro 64GB - Cinza Espacial,6399.0,6399.0,"Até 10xdeR$639,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2e/hbe/h00/h00/15110545801246.jpg,www.carrefour.com.br/iPhone-11-Pro-64GB-Cinza-Espacial/p/MP19829628,Yes
51,iPhone 11 Pro 64GB - Verde meia-noite,6399.0,6399.0,"Até 10xdeR$639,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h39/h5f/h00/h00/15110540558366.jpg,www.carrefour.com.br/iPhone-11-Pro-64GB-Verde-meia-noite/p/MP19828792,Yes
52,iPhone XR 256GB Apple iOS 12 4G + Wi-fi Câmera 12MP Preto,6199.9,6199.9,"Até 10xdeR$619,99  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h6b/hc3/h00/h00/14766722351134.jpg,www.carrefour.com.br/iPhone-XR-256GB-Apple-iOS-12-4G-Wi-fi-Camera-12MP-Preto/p/MV19360491,Yes
53,iPhone XR 256GB - Branco,5999.0,5999.0,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h40/h6a/h00/h00/26668409421854.jpg,www.carrefour.com.br/iPhone-XR-256GB-Branco/p/MP23965010,Yes
54,"Smartphone Samsung Galaxy S20+ 128GB 8GB RAM Tela 6,7¿ Câm. Quádrupla 64MP+12MP+12MP+UW+ToF + Selfie 10MP - Cosmic Black",5699.05,5699.05,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h55/h5c/h00/h00/26981227331614.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-128GB-8GB-RAM-Tela-6-7-Cam-Quadrupla-64MP-12MP-12MP-UW-ToF-Selfie-10MP-Cosmic-Black/p/MP24479101,Yes
55,Smartphone Samsung S20+ com Câmera Quadrupla 64 MP Android 128GB 8GB Ram Preto,5999.0,5999.0,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h04/hbe/h00/h00/26696683487262.jpg,www.carrefour.com.br/Smartphone-Samsung-S20-com-Camera-Quadrupla-64-MP-Android-128GB-8GB-Ram-Preto/p/MV23991487,Yes
56,Smartphone Samsung Galaxy S20 Plus 128GB Cosmic Gray 4G Tela 6.7 Câmera Quádrupla 64MP Selfie 10MP Android 10,5399.1,5399.1,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h53/h31/h00/h00/26505583984670.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-Plus-128GB-Cosmic-Gray-4G-Tela-6-7-Camera-Quadrupla-64MP-Selfie-10MP-Android-10/p/5934494,Yes
57,Smartphone Samsung Galaxy S20 Plus 128GB Cloud Blue 4G Tela 6.7 Câmera Quádrupla 64MP Selfie 10MP Android 10,5399.1,5399.1,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h4f/h51/h00/h00/26478660485150.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-Plus-128GB-Cloud-Blue-4G-Tela-6-7-Camera-Quadrupla-64MP-Selfie-10MP-Android-10/p/6652670,Yes
58,Smartphone Samsung Galaxy S20 Plus 128GB Cosmic Black 4G Tela 6.7 Câmera Quádrupla 64MP Selfie 10MP Android 10,5399.1,5399.1,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/ha8/hb2/h00/h00/26478663106590.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-Plus-128GB-Cosmic-Black-4G-Tela-6-7-Camera-Quadrupla-64MP-Selfie-10MP-Android-10/p/6652662,Yes
59,iPhone XS 64GB - Dourado,5999.0,5999.0,"Até 10xdeR$599,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hbd/ha1/h00/h00/13331585892382.jpg,www.carrefour.com.br/iPhone-XS-64GB-Dourado/p/MP13935972,Yes
60,"Smartphone Samsung Galaxy S10, Dual Chip, Preto, Tela 6.1, 4G+WiFi+NFC, Android 9.0, Câmera 12+16+12MP, 128GB",5934.89,5934.89,"Até 10xdeR$593,49  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h9d/h2d/h00/h00/14411435769886.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S10-Dual-Chip-Preto-Tela-6-1-4G-WiFi-NFC-Android-9-0-Camera-12-16-12MP-128GB/p/MP18775110,Yes
61,"iPhone 11 Apple Preto, 256GB",5914.98,5914.98,"Até 10xdeR$591,50  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hd5/h50/h00/h00/27372090163230.jpg,www.carrefour.com.br/iPhone-11-Apple-Preto-256GB/p/MP25178997,Yes
62,iPhone XR 256GB - Vermelho,5699.0,5699.0,"Até 10xdeR$569,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hab/hd2/h00/h00/14683347222558.jpg,www.carrefour.com.br/iPhone-XR-256GB-Vermelho/p/MP19226122,Yes
63,iPhone XR 256GB - Azul,5699.0,5699.0,"Até 10xdeR$569,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h7d/h38/h00/h00/14683351154718.jpg,www.carrefour.com.br/iPhone-XR-256GB-Azul/p/MP19227067,Yes
64,iPhone XR 256GB - Coral,5699.0,5699.0,"Até 10xdeR$569,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h05/hf1/h00/h00/13331577700382.jpg,www.carrefour.com.br/iPhone-XR-256GB-Coral/p/MP14021019,Yes
65,iPhone XR 256GB - Amarelo,5699.0,5699.0,"Até 10xdeR$569,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h96/h5e/h00/h00/13331582943262.jpg,www.carrefour.com.br/iPhone-XR-256GB-Amarelo/p/MP13936624,Yes
66,iPhone 11 Pro 64GB - Dourado,5659.0,5659.0,"Até 10xdeR$565,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h15/hbc/h00/h00/15110543835166.jpg,www.carrefour.com.br/iPhone-11-Pro-64GB-Dourado/p/MP19828910,Yes
67,iPhone XS 64GB Cinza Espacial IOS12 4G + Wi-fi Câmera 12MP - Apple,5599.99,5599.99,"Até 10xdeR$560,00  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h7a/h9d/h00/h00/15839058788382.jpg,www.carrefour.com.br/iPhone-XS-64GB-Cinza-Espacial-IOS12-4G-Wi-fi-Camera-12MP-Apple/p/MV21231745,Yes
68,"iPhone 11 Apple 128GB 6,1' iOS Câmera Dupla 12MP Roxo MWM52BZ/A APPLE",5599.0,5599.0,"Até 10xdeR$559,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h65/h81/h00/h00/27306723409950.jpg,www.carrefour.com.br/iPhone-11-Apple-128GB-6-1-iOS-Camera-Dupla-12MP-Roxo-MWM52BZ-A-APPLE/p/MP24997064,Yes
69,"iPhone 11 Apple 128GB 6,1' iOS Câmera Dupla 12MP Verde MQ8N2BR/A APPLE",5599.0,5599.0,"Até 10xdeR$559,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc4/h6b/h00/h00/17452632834078.jpg,www.carrefour.com.br/iPhone-11-Apple-128GB-6-1-iOS-Camera-Dupla-12MP-Verde-MQ8N2BR-A-APPLE/p/MP23262019,Yes
70,NOVO - iPhone Xs 64 GB Prata,5531.9,5531.9,"Até 10xdeR$553,19  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2f/h89/h00/h00/26443073847326.jpg,www.carrefour.com.br/NOVO-iPhone-Xs-64-GB-Prata/p/MV23588119,Yes
71,iPhone 11 128GB - Preto,5519.0,5519.0,"Até 10xdeR$551,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hab/h20/h00/h00/15080884011038.jpg,www.carrefour.com.br/iPhone-11-128GB-Preto/p/MP19822726,Yes
72,Smartphone Samsung Galaxy S10+ 128GB 8GB RAM Android 9 Tela 6.4 Octa-Core Câmera Tripla 12MP+12MP+16MP Preto,5499.9,5499.9,"Até 10xdeR$549,99  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hcb/h29/h00/h00/13633381892126.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S10-128GB-8GB-RAM-Android-9-Tela-6-4-Octa-Core-Camera-Tripla-12MP-12MP-16MP-Preto/p/MV15538229,Yes
73,iPhone XR 128GB - Amarelo,5499.0,5499.0,"Até 10xdeR$549,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hed/hc2/h00/h00/26668408766494.jpg,www.carrefour.com.br/iPhone-XR-128GB-Amarelo/p/MP23974004,Yes
74,Smartphone Samsung Galaxy S20 128GB Cloud Pink 4G Tela 6.2 Pol. Câmera Tripla 64MP Selfie 10MP Android 10,4949.1,4949.1,"Até 10xdeR$549,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h0b/h1e/h00/h00/26478665465886.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-128GB-Cloud-Pink-4G-Tela-6-2-Pol-Camera-Tripla-64MP-Selfie-10MP-Android-10/p/6652654,Yes
75,Smartphone Samsung Galaxy S20 128GB Cloud Blue 4G Tela 6.2 Pol. Câmera Tripla 64MP Selfie 10MP Android 10,4949.1,4949.1,"Até 10xdeR$549,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h7d/he3/h00/h00/26478771568670.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-128GB-Cloud-Blue-4G-Tela-6-2-Pol-Camera-Tripla-64MP-Selfie-10MP-Android-10/p/6652620,Yes
76,Smartphone Samsung Galaxy S20 128GB Cosmic Gray 4G Tela 6.2 Pol. Câmera Tripla 64MP Selfie 10MP Android 10,4949.1,4949.1,"Até 10xdeR$549,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hac/hfc/h00/h00/26477859569694.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S20-128GB-Cosmic-Gray-4G-Tela-6-2-Pol-Camera-Tripla-64MP-Selfie-10MP-Android-10/p/6652689,Yes
77,"iPhone XR Apple Azul, 128GB Desbloqueado - MRYH2BR/A",5499.0,5499.0,"Até 10xdeR$549,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hcf/h69/h00/h00/15356109586462.jpg,www.carrefour.com.br/iPhone-XR-Apple-Azul-128GB-Desbloqueado-MRYH2BR-A/p/MP20394645,Yes
78,Smartphone Samsung Galaxy S10+ 128GB 8GB Octa 2.7GHz+1.9GHz Android 9.0 PowerShare 6.4' 12MP+12MP+16MP 8MP+10MP Branco,5499.0,5499.0,"Até 10xdeR$549,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h67/h27/h00/h00/13689347178526.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-S10-128GB-8GB-Octa-2-7GHz-1-9GHz-Android-9-0-PowerShare-6-4-12MP-12MP-16MP-8MP-10MP-Branco/p/MP15888515,Yes
