,title,old_price,price,parcelas,image_link,product_link,produto_disponível
18,Smartphone Samsung Galaxy J2 Core Dual Chip Android 8.1 Tela 5 8GB 4G Câmera 8MP SM-J260M - Preto,395.0,395.0,"Até 8xdeR$49,38  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h7a/h2c/h00/h00/12937555542046.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-J2-Core-Dual-Chip-Android-8-1-Tela-5-8GB-4G-Camera-8MP-SM-J260M-Preto/p/MV13439556,No
19,Smartphone Motorola Moto C Plus XT1726 8GB Preto 4G Tela 5.0,390.85,390.85,"Até 7xdeR$55,84  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h7e/h0e/h00/h00/9401876054046.jpg,www.carrefour.com.br/Smartphone-Motorola-Moto-C-Plus-XT1726-8GB-Preto-4G-Tela-5-0-Camera-8-MP-Android-7-0/p/5073952,No
20,Smartphone Multilaser MS45 4G Câmera 5MP Tela 4.5 Polegadas P9062 Preto,390.0,390.0,"Até 7xdeR$55,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h28/h24/h00/h00/13634868707358.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS45-4G-Camera-5MP-Tela-4-5-Polegadas-P9062-Preto/p/MV12507141,No
21,"Smartphone Multilaser MS50G 8GB Prata - Android 8.1, Câmera 8MP, Tela 5.5'",389.9,389.9,"Até 7xdeR$55,70  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h37/hf5/h00/h00/12619100913694.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50G-8GB-Prata-Android-8-1-Camera-8MP-Tela-5-5/p/MP12800664,No
22,Smartphone Alcatel PIXI3 3.5Pol 4009I-PAALBR1-1 DUAL Preto,389.0,389.0,"Até 7xdeR$55,57  sem juros",static.carrefour.com.br/medias/sys_master/images/images/ha0/h51/h00/h00/13531275165726.jpg,www.carrefour.com.br/Smartphone-Alcatel-PIXI3-3-5Pol-4009I-PAALBR1-1-DUAL-Preto/p/MP02709284,No
23,Smartphone Ms50l 8GB 5.0' Dual 3G Dourado/Branco MULTILASER,387.86,387.86,"Até 7xdeR$55,41  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hed/h47/h00/h00/13746642419742.jpg,www.carrefour.com.br/Smartphone-Ms50l-8GB-5-0-Dual-3G-Dourado-Branco-MULTILASER/p/MP16194315,No
24,Smartphone Multilaser MS40S Preto 4' Câmera 5MP 3G Quad Core 8GB NB251,386.64,386.64,"Até 7xdeR$55,23  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h61/h22/h00/h00/13569815379998.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS40S-Preto-4-Camera-5MP-3G-Quad-Core-8GB-NB251/p/MV10725122,No
25,Smartphone Samsung Galaxy J1 Mini SM-J105 8GB Dourado 3G Tela 4,384.9,384.9,"Até 7xdeR$54,99  sem juros",static.carrefour.com.br/medias/sys_master/images/images/had/h8e/h00/h00/12311350312990.jpg,www.carrefour.com.br/Smartphone-Samsung-Galaxy-J1-Mini-SM-J105-8GB-Dourado-3G-Tela-4-Camera-5MP-Android-5-1/p/9826254,No
26,"Smartphone Multilaser MS50L, 5', 3G, Android 7.0, 8MP, 8GB - Dourado",382.38,382.38,"Até 7xdeR$54,63  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h9b/h18/h00/h00/11677559848990.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50L-5-3G-Android-7-0-8MP-8GB-Dourado/p/MP11008584,No
27,Smartphone Positivo Twist 2 Go S541 Quad-Core Dual Chip Android Oreo 5'' - Preto,380.0,380.0,"Até 7xdeR$54,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/he5/h94/h00/h00/14615742808094.jpg,www.carrefour.com.br/Smartphone-Positivo-Twist-2-Go-S541-Quad-Core-Dual-Chip-Android-Oreo-5-Preto/p/MP19123726,No
28,Smartphone Multilaser MS50L 3G Quadcore 1GB Ram Tela 5' Dual Preto P9051,379.99,379.99,"Até 7xdeR$54,28  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc8/hb3/h00/h00/26413743996958.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50L-3G-Quadcore-1GB-Ram-Tela-5-Dual-Preto-P9051/p/MP23498777,No
29,Smartphone Alcatel A3 16GB Preto 4G Tela 5¿ Câmera 8MP Android 6.0,379.99,379.99,"Até 7xdeR$54,28  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2c/h74/h00/h00/9381382455326.jpg,www.carrefour.com.br/Smartphone-Alcatel-A3-16GB-Preto-4G-Tela-5-Camera-8MP-Android-6-0/p/5026571,No
30,Smartphone Multilaser MS45 / Tela 4.5 / 4G / 1GB RAM / 8MP / Branco/Dourado,379.92,379.92,"Até 7xdeR$54,27  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h4c/hb6/h00/h00/12733480239134.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS45-Tela-4-5-4G-1GB-RAM-8MP-Branco-Dourado/p/MP13125366,No
31,Smartphone Multilaser NB770 Tela 5.5 16GB 1GB RAM Dourado,379.9,379.9,"Até 7xdeR$54,27  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2f/h9b/h00/h00/17020306915358.jpg,www.carrefour.com.br/Smartphone-Multilaser-NB770-Tela-5-5-16GB-1GB-RAM-Dourado/p/MV22383942,No
32,"Smartphone Positivo Slim, Dourado, S510, Tela de 5, 8GB, 8MP",379.9,379.9,"Até 7xdeR$54,27  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h98/h7e/h00/h00/12266906189854.jpg,www.carrefour.com.br/Smartphone-Positivo-Slim-Dourado-S510-Tela-de-5-8GB-8MP/p/MP11968305,No
33,Celular smartphone ms50l 3g tela 5'' 8gb android 7.0 grafite/preto nb706,379.89,379.89,"Até 7xdeR$54,27  sem juros",static.carrefour.com.br/medias/sys_master/images/images/he2/he0/h00/h00/14986661658654.jpg,www.carrefour.com.br/Celular-smartphone-ms50l-3g-tela-5-8gb-android-7-0-grafite-preto-nb706/p/MP19751614,No
34,USADO: iPhone 5C Apple 16GB Verde (Excelente) - Mais Barato Store,379.0,379.0,"Até 7xdeR$54,14  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h79/ha5/h00/h00/9623834230814.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-16GB-Verde-Excelente-Mais-Barato-Store/p/MP01963269,No
35,USADO: iPhone 5 Apple 16GB Preto (Bom) - Mais Barato Store,379.0,379.0,"Até 7xdeR$54,14  sem juros",static.carrefour.com.br/medias/sys_master/images/images/he3/hd8/h00/h00/13736261517342.jpg,www.carrefour.com.br/USADO-iPhone-5-Apple-16GB-Preto-Bom-Mais-Barato-Store/p/MP16021945,No
36,USADO: iPhone 5 Apple 16GB Branco (Bom) - Mais Barato Store,379.0,379.0,"Até 7xdeR$54,14  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h39/h72/h00/h00/13742773469214.jpg,www.carrefour.com.br/USADO-iPhone-5-Apple-16GB-Branco-Bom-Mais-Barato-Store/p/MP16148659,No
37,Smartphone Multilaser MS50G Dual Chip Android 8.1 Tela 5.5 8GB 3G Câmera 8MP NB731 Branco com Dourado,377.3,377.3,"Até 7xdeR$53,90  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hb0/h2a/h00/h00/13688676483102.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50G-Dual-Chip-Android-8-1-Tela-5-5-8GB-3G-Camera-8MP-NB731-Branco-com-Dourado/p/MV13871288,No
38,Smartphone MS50 4G Câmera 8 MP + 5 MP Quad Core 1GB Ram Preto Multilaser - P9013 - P9013,376.57,376.57,"Até 7xdeR$53,80  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hb6/h42/h00/h00/10030148485150.jpg,www.carrefour.com.br/Smartphone-MS50-4G-Camera-8-MP-5-MP-Quad-Core-1GB-Ram-Preto-Multilaser-P9013-P9013/p/MP01810061,No
39,Usado: Smartphone Motorola Moto G4 Preto 16GB 5.5' Android 6.0.1 Marshmallow XT1626 - Bom,374.0,374.0,"Até 7xdeR$53,43  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h85/h7b/h00/h00/26609180606494.jpg,www.carrefour.com.br/Usado-Smartphone-Motorola-Moto-G4-Preto-16GB-5-5-Android-6-0-1-Marshmallow-XT1626-Bom/p/MV23865518,No
40,Smartphone Positivo Twist 2 Fit S509 Dual Chip Tela 5 Câmeras frontal 5MP Memória 512MB RAM 8GB ROM Cinza,369.9,369.9,"Até 7xdeR$52,84  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h19/h2f/h00/h00/14683342307358.jpg,www.carrefour.com.br/Smartphone-Positivo-Twist-2-Fit-S509-Dual-Chip-Tela-5-Cameras-frontal-5MP-Memoria-512MB-RAM-8GB-ROM-Cinza/p/MV19229066,No
41,Smartphone Positivo Twist 2 Fit 8GB Tela 5 Câmera 5MP S509 Dourado,369.9,369.9,"Até 7xdeR$52,84  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hf2/h97/h00/h00/14735428747294.jpg,www.carrefour.com.br/Smartphone-Positivo-Twist-2-Fit-8GB-Tela-5-Camera-5MP-S509-Dourado/p/MV19316151,No
42,"Smartphone Positivo S509 Twist, Android Oreo, Dual chip, 5MP, 5', 8GB, 3G - Cinza",369.0,369.0,"Até 7xdeR$52,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hf4/hf6/h00/h00/14739242090526.jpg,www.carrefour.com.br/Smartphone-Positivo-S509-Twist-Android-Oreo-Dual-chip-5MP-5-8GB-3G-Cinza/p/MP19318892,No
43,Usado: iPhone 4S 8GB Branco Muito Bom - Trocafone,369.0,369.0,"Até 7xdeR$52,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc7/hbb/h00/h00/14620425650206.jpg,www.carrefour.com.br/Usado-iPhone-4S-8GB-Branco-Muito-Bom-Trocafone/p/MP19132444,No
44,Usado: iPhone 4S 8GB Branco Bom - Trocafone,369.0,369.0,"Até 7xdeR$52,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc6/h3d/h00/h00/14620424994846.jpg,www.carrefour.com.br/Usado-iPhone-4S-8GB-Branco-Bom-Trocafone/p/MP19131559,No
45,Smartphone Multilaser MS50L Dual Chip Android 7.0 Tela 5 Quad Core 8GB Wi-Fi Câmera 8MP Preto com Grafite,369.0,369.0,"Até 7xdeR$52,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h95/hff/h00/h00/13765320736798.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50L-Dual-Chip-Android-7-0-Tela-5-Quad-Core-8GB-Wi-Fi-Camera-8MP-Preto-com-Grafite/p/MV11474733,No
46,Smartphone LG X Power LGK220DSF 16Gb Dourado 4G Tela 5.3,369.0,369.0,"Até 7xdeR$52,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc1/h60/h00/h00/12311428694046.jpg,www.carrefour.com.br/Smartphone-LG-X-Power-LGK220DSF-16Gb-Dourado-4G-Tela-5-3-Camera-Full-HD-Android-6-0/p/9999493,No
47,Usado: iPhone 5C 16GB Branco Excelente,369.0,369.0,"Até 7xdeR$52,71  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hb3/h2e/h00/h00/14027778883614.jpg,www.carrefour.com.br/Usado-iPhone-5C-16GB-Branco-Excelente/p/MP18040311,No
48,Usado: Smartphone Samsung Galaxy Gran Prime 3G Duos Cinza 8GB 5.0 Android 5.1.1 Lollipop SM-G531H/DL - Muito Bom,360.0,360.0,"Até 7xdeR$51,43  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h2e/h84/h00/h00/26617727746078.jpg,www.carrefour.com.br/Usado-Smartphone-Samsung-Galaxy-Gran-Prime-3G-Duos-Cinza-8GB-5-0-Android-5-1-1-Lollipop-SM-G531H-DL-Muito-Bom/p/MV23889077,No
49,"Smartphone Positivo Twist 2 S512, 16 GB - Dourado",359.9,359.9,"Até 7xdeR$51,41  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h39/he0/h00/h00/15163387609118.jpg,www.carrefour.com.br/Smartphone-Positivo-Twist-2-S512-16-GB-Dourado/p/MP20020191,No
50,USADO: iPhone 4S Apple 16GB Preto (Excelente) - Mais Barato Store,359.9,359.9,"Até 7xdeR$51,41  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h43/h72/h00/h00/10123232968734.jpg,www.carrefour.com.br/USADO-iPhone-4S-Apple-16GB-Preto-Excelente-Mais-Barato-Store/p/MP02151821,No
51,Smartphone Alcatel 1 5033J 8GB Desbloqueado Preto,359.9,359.9,"Até 7xdeR$51,41  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h38/hbf/h00/h00/12361673441310.jpg,www.carrefour.com.br/Smartphone-Alcatel-1-5033J-8GB-Desbloqueado-Preto/p/MP12285919,No
52,"Smartphone Multilaser MS50L, 5', 3G, Android 7.0, 8MP, 8GB - Grafite",359.9,359.9,"Até 7xdeR$51,41  sem juros",static.carrefour.com.br/medias/sys_master/images/images/ha0/h43/h00/h00/11891838582814.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50L-5-3G-Android-7-0-8MP-8GB-Grafite/p/MP11437850,No
53,USADO: iPhone 5C Apple 8GB Verde (Bom) - Mais Barato Store,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h3d/h4c/h00/h00/13593213337630.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-8GB-Verde-Bom-Mais-Barato-Store/p/MP15528898,No
54,USADO: iPhone 5C Apple 8GB Azul (Bom) - Mais Barato Store,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hec/hae/h00/h00/13593212354590.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-8GB-Azul-Bom-Mais-Barato-Store/p/MP15528901,No
55,USADO: iPhone 5C Apple 8GB Rosa (Bom) - Mais Barato Store,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h58/h03/h00/h00/13593213009950.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-8GB-Rosa-Bom-Mais-Barato-Store/p/MP15528899,No
56,"Smartphone Positivo Twist 2 Fit, Cinza, S509, Tela de 5.0', 8GB, 5MP",359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hfb/hd5/h00/h00/14556638412830.jpg,www.carrefour.com.br/Smartphone-Positivo-Twist-2-Fit-Cinza-S509-Tela-de-5-0-8GB-5MP/p/MP19021021,No
57,USADO: iPhone 5C Apple 8GB Amarelo (Bom) - Mais Barato Store,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h96/h18/h00/h00/13742317338654.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-8GB-Amarelo-Bom-Mais-Barato-Store/p/MP16153563,No
58,Smartphone Positivo Twist Mini 8GB S431 Dual Chip Tela 4.0 Polegadas Cinza,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h5b/h62/h00/h00/12985042829342.jpg,www.carrefour.com.br/Smartphone-Positivo-Twist-Mini-8GB-S431-Dual-Chip-Tela-4-0-Polegadas-Cinza/p/MV13498335,No
59,USADO: iPhone 5C Apple 16GB Azul (Muito Bom) - Mais Barato Store,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h1c/h51/h00/h00/9623830954014.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-16GB-Azul-Muito-Bom-Mais-Barato-Store/p/MP01963264,No
60,USADO: iPhone 5C Apple 8GB Branco (Bom) - Mais Barato Store,359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h94/hf4/h00/h00/12384974929950.jpg,www.carrefour.com.br/USADO-iPhone-5C-Apple-8GB-Branco-Bom-Mais-Barato-Store/p/MP12347608,No
61,"Sistema de Som e Luzes Para Iphone, Ipad  e Ipod Iglowsound Isound5245",359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h96/he4/h00/h00/11399212072990.jpg,www.carrefour.com.br/Sistema-de-Som-e-Luzes-Para-Iphone-Ipad-e-Ipod-Iglowsound-Isound5245/p/MP07685579,No
62,"Smartphone MS50G 3G 5,5' RAM 1GB Camera 8MP+5MP Android 8.1 Bluetooth 8GB Dourado/Branco Multilaser - P9073 P9073",359.0,359.0,"Até 7xdeR$51,29  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h90/h5b/h00/h00/11850495066142.jpg,www.carrefour.com.br/Smartphone-MS50G-3G-5-5-RAM-1GB-Camera-8MP-5MP-Android-8-1-Bluetooth-8GB-Dourado-Branco-Multilaser-P9073-P9073/p/MP11390518,No
63,Usado: Smartphone Motorola Moto G4 Play Preto 16GB 4G Dual Chip 5'' Android 7.1.1 Nougat XT1600 - Bom,358.0,358.0,"Até 7xdeR$51,14  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hc3/ha0/h00/h00/26630798704670.jpg,www.carrefour.com.br/Usado-Smartphone-Motorola-Moto-G4-Play-Preto-16GB-4G-Dual-Chip-5-Android-7-1-1-Nougat-XT1600-Bom/p/MV23895201,No
64,Usado: Smartphone Samsung Galaxy J3 Duos Dourado 8GB SM-J320M/DS - Bom,357.99,357.99,"Até 7xdeR$51,14  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h9e/h7a/h00/h00/26608591241246.jpg,www.carrefour.com.br/Usado-Smartphone-Samsung-Galaxy-J3-Duos-Dourado-8GB-SM-J320M-DS-Bom/p/MV23869242,No
65,Usado: Smartphone Motorola Moto G3 Branco 16GB 5.0' Android 5.1.1 Lollipop XT1543 - Muito Bom,356.0,356.0,"Até 7xdeR$50,86  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hd9/h94/h00/h00/26612426801182.jpg,www.carrefour.com.br/Usado-Smartphone-Motorola-Moto-G3-Branco-16GB-5-0-Android-5-1-1-Lollipop-XT1543-Muito-Bom/p/MV23864856,No
66,Usado: Smartphone Motorola Moto G 3 Geração Branco 16GB Dual Chip Colors XT1550 - Muito Bom,356.0,356.0,"Até 7xdeR$50,86  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hdf/h4e/h00/h00/26612684095518.jpg,www.carrefour.com.br/Usado-Smartphone-Motorola-Moto-G-3-Geracao-Branco-16GB-Dual-Chip-Colors-XT1550-Muito-Bom/p/MV23868691,No
67,Usado: Smartphone Motorola Moto G3 Preto 16GB 5.0' Android 5.1.1 Lollipop XT1543 - Muito Bom,356.0,356.0,"Até 7xdeR$50,86  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h25/h90/h00/h00/26609824759838.jpg,www.carrefour.com.br/Usado-Smartphone-Motorola-Moto-G3-Preto-16GB-5-0-Android-5-1-1-Lollipop-XT1543-Muito-Bom/p/MV23865549,No
68,Smartphone Multilaser MS50L Dual Chip Android 7 Tela 5 8Gb Câmera 8MP Preto com Grafite,354.2,354.2,"Até 7xdeR$50,60  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h72/hce/h00/h00/14672344711198.jpg,www.carrefour.com.br/Smartphone-Multilaser-MS50L-Dual-Chip-Android-7-Tela-5-8Gb-Camera-8MP-Preto-com-Grafite/p/MV19208629,No
69,Smartphone Quad Core 4 Pol 8Gb Android 6 2 Chip Branco Ms40s Multilaser,350.91,350.91,"Até 7xdeR$50,13  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h77/hd2/h00/h00/11273764339742.jpg,www.carrefour.com.br/Smartphone-Quad-Core-4-Pol-8Gb-Android-6-2-Chip-Branco-Ms40s-Multilaser/p/MP05611597,No
70,"Smartphone Semp Go!5c, Preto, Tela 5, 4G+Wi-Fi, Android 8.1, Câmera Traseira 8MP e Frontal 5MP, 16GB",349.99,349.99,"Até 7xdeR$50,00  sem juros",static.carrefour.com.br/medias/sys_master/images/images/hb3/h58/h00/h00/14884309106718.jpg,www.carrefour.com.br/Smartphone-Semp-Go-5c-Preto-Tela-5-4G-Wi-Fi-Android-8-1-Camera-Traseira-8MP-e-Frontal-5MP-16GB/p/MP19577373,No
71,Smartphone Xiaomi Redmi Go Dual SIM 8GB Android 8 Quad Core 1.4 GHz Câmera 8MP + 5MP Azul,349.99,349.99,"Até 7xdeR$50,00  sem juros",static.carrefour.com.br/medias/sys_master/images/images/h33/hc8/h00/h00/13511560560670.jpg,www.carrefour.com.br/Smartphone-Xiaomi-Redmi-Go-Dual-SIM-8GB-Android-8-Quad-Core-1-4-GHz-Camera-8MP-5MP-Azul/p/MV15239216,No
