modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_aunicio,timestamp
"Apple iPhone 8 Plus 5,5 polegadas 4G LTE 12MP Câmera de Smartphone de gravação de vídeo 4K","R$ 11.839,65","R$ 11.839,65", Abr/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUdGK2zAQ%2FBUhSJ5yjiVFshwIIaRNH3pHA%2B37sZZWiTnHcmU74Tju37vnNrQFPezMzsLM6I1fMfV1bPmai0zwBR9eOyTgmtq9EOxS9KMb%2BPqNj6mhxXkYun69XA4J3AsmmYHX05y5eLmzy%2Bl8C85tpHMBrZQ%2BeKu9qgqpdBFWXofcliGYeb3RpRXoSoHolA%2BVCNaaIFDO40ZjWflCmWCx1Ai0VzZXoOcJfZ3QDc%2FkajN5mqndTB7o3W63DC6Yagct9B%2B2sioRP0UZIk3CGLlSZaHUTB1CgvbnTH3aHR4fcvUgc2XETBrsIBFbyRuEuqnBx57Y2LW%2Fpbv9tyfC54ZgE2%2BYqCvXOb7OM6sX%2FArNSDUKYVWZGSJackTt7bquQVYfz7FFZtmxGXumF5p1scETeOjZ6gt7%2FPGZCfl0ZPstxQDmkX2%2FQBq66YrQKcEVttv4MV%2B3HiNbff37dSOl7utTi564GAKm59oTrySCyj14YZwWpc6hqiTVLNAUpio0qfshJpzUSt%2FR3fl%2FjX6khQFPMb1Ocl38Q%2Fy52GMzNpD4O60SNcNzsKvcWMHffwGoUcR8,Mon May  4 18:28:41 2020
"Apple iPhone 8 Plus 5,5 polegadas 4G LTE 12MP Câmera de Smartphone de gravação de vídeo 4K","R$ 10.342,09","R$ 10.342,09", Abr/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUtGK2zAQ%2FBUhSJ5yjiVZthwIIeSaPvSOBtr3Yy2tEnOO5cp2wnHcv3fjNrQHftiZnYWZkd%2F5BWNfh5avuEgEX%2FDhrUMCtqntK8EuBjfaga%2Fe%2BRgbWpyGoetXy%2BUQwb5ilAk4Pc2JDec7u5zON2DtWlrr0UjpvDPaqaqQShc%2Bc9qnpvQ%2Bn9drXRqBthSIVjlfCW9M7gXKeVhrLK1wxnuDpUagvTI283oe0dUR7fBCrtaTp5nazuSevuv1msAZY22hhf5mK6ki8VOUIdAk8lxmRhVazNTeR2h%2FzdTjdv%2F0kKoHmapczGSOHURiK3kFXzc1uNATG7r2j3S7%2B%2F5M%2BNQQbMIVI3VlO8tXaWL0gl%2BgGalGkapMJmm54C05ova2Xdcgqw%2Bn0CIz7NCMPdMLzbrQ4BEc9Cz7yp5%2BfmFCPh%2FYbkMxgDlkP84Qh266InSMcIHNJtzmy8ZhYNm3f083Uuq%2BPrboiAveY3ypHfF5KSssTVZ5D1VapMJWRZ5rI7RMjTeS1P0QIk5qpe%2Fo7vxTo7e0MOAxxLdJrov%2FiL8XO2zGBiL%2FoFW0tx8syzKsJPCP3zjIxPE%3D,Mon May  4 18:28:41 2020
"64G 5,0 5,5 polegadas Smart Phone 7+12MP Telefone para um iPhone 8P1864","R$ 8.891,40","R$ 8.891,40", Mai/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUdFq4zAQ%2FBUjcF6aOpZk2VIglNAj93LlAr33spZWialj%2BWS7ppT%2B%2B23clrsDCXZmdsXs6I29YBya0LEt4xlnaza%2B9kjAto19JtjH4CY7su0bm2JLwnkc%2B2G72YwR7DNGkYFTS53ZcPliN8v4HVi7E9Z61EI477Rysq6EVJUvnPK5Nt6Xq2anjOZoDUe00vmae61Lz1Gswk4hmMpZ9BoN1aQrRy%2BqVUTXRLTjE7naLZ5SuU%2FFgc48zxlcMDYWOhiutrI6Er%2BsMgaqeFlV0hgtylQefITudyq%2F7Q8%2FbnN5K3JZ8lSU2EMkthYz%2BKZtwIWB2NB3H637%2B58PhM8twTbMGCkr21u2zTOt1uwF2oli1NrwrFizjvxQdmXxPVHrnK5K%2BtDiCRwMyeMF4pgcz6HDpLrh4uGY%2FMIW%2FRWTCUimS9J8yPrIdVn8%2FaWJFhyaU4eOuOA9xqfGEW8qJWvUuQHllYBKgDPK1Fj7vDQFaOoexhBx6ZbqC33a3P8X3nUxGPEU4uvSrqp%2FiM%2BJe2ynFiJ7JylSCAyxqq1Qlr3%2FAXdRvrE%3D,Mon May  4 18:28:41 2020
"64G 5,0 5,5 polegadas Smart Phone 7+12MP Telefone para um iPhone 8P1864","R$ 8.788,27","R$ 8.788,27", Abr/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUV1r4zAQ%2FCtGkLw0dSzJ%2BnAglNAj93LlAr33okirRFSxfLJdU0r%2F%2B23clrsDCXZmdmF29o28QO5DasmG0JKSFRleO0BgY7DPCLuc3GgHsnkjY44onIeh6zfr9ZCNfYbMSuPEXJc2Xb7Y9Tx%2BZ6zdMms9aMacd1o4flSMC%2BVrJ3ylG%2B%2FlMmxFoynYhgJY7vyReq2lp8CWaSugsUYo5jU0AgzqvPGV0MsMLmSwwxO62s6eFny3YHt80zSV5gI5WNOa%2FmqrPGbk51WGhBWVkknRcMUXfO%2BzaX8v%2BLfd%2FsdtxW9ZxSVdMAmdycge2WR8iMG41CObuvajdXf%2F8wHxOSKMaYKMWdnOkk1VarEiLyaOGKNWWpdMrUiLhjA8WX8vxKrCL4ouRTgZZ%2Fri8WLyUBzOqYVC3VD2cCh%2BQQR%2FxejCFOOlCB%2ByPlAt679nGnHDPpxacMgl7yE%2FBYe8YtqzCrfUlam5qChGLjlQb1UtmJPY3Q8pw9zNxRf6tLn7L73rZmaAU8qvc7tQ%2FxCfE%2FcQx2gyeUcpYwoET1VXnlry%2FgdVlbzr,Mon May  4 18:28:41 2020
iPhone 11 Pro Max 512GB Prateado iOS 4G + Wi-Fi Câmera 12MP,"R$ 8.699,00","R$ 8.699,00", Fev/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUcFq4zAU%2FBUhcC5NHEuyFDkQSjZLetnQwB72WGTpqRF1La9s11tK%2F31f3Zbdgg5v5o3QzOiFPkHqQ2zplrKc0SUdnjtAYJtgHxB2KbrRDnT7QsfU4OIyDF2%2FXa%2BHZOwDJJ4bJ%2Bc5t%2FHxk13P16%2BNtTturQfNufNOSyfqDRdy40snfaEr79Ui7GSlGdiKAVjhfM281soz4Iu4k67yAMCU5doIW8sCRO2dWCRwIYEd7tDVbvaUiX3Gj3imacrNI6RgTWv6N1t5nZCfowwRJ654pZXWMhNHn0z7OxPf98cfq0KseCEUy7iCziRkaz4ZH5pgXOyRjV37Lt0fbk%2BILw3CJk6QsCrbWbotci2X9Mk0I7aoVVXlxZK2aAerC%2BdLbIEwRs4pkpP5QyTjN98QmQHwBRJuf5LyhlyRX2F1DORwjSkMYfx0%2FvcxI2bqw30LDrnoPaS74JAvCs9Kya0sVAVC1IxDXdRWqZIJqL1GdT%2FEBLNayE%2F0YW3%2Fpa%2B3MGjpPqbnWS43%2FxEfNw7QjI1J9BVXCYNTL0rpTcno618Gf7kJ,Mon May  4 18:28:41 2020
Smartphone Samsung Galaxy Z Flip SM-F700F Desbloqueado Dual Chip 256GB Android 10.0 Preto,"R$ 8.369,07","R$ 8.099,99", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-z-flip-sm-f700f-desbloqueado-dual-chip-256gb-android-10-0-preto/p,Mon May  4 18:28:41 2020
"Smartphone Samsung Galaxy Z Flip SM-F700FZ Dual Chip 256GB 8GB RAM 6,7” Ultravioleta","R$ 8.369,07","R$ 8.099,99", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-z-flip-sm-f700fz-dual-chip-256gb-8gb-ram-6-7-ultravioleta/p,Mon May  4 18:28:41 2020
iPhone Xs Max Ouro 512GB IOS12 4G + Wi-fi Câmera 12MP - Apple,"R$ 8.045,76","R$ 8.045,76", Mai/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUWFr2zAU%2FCtC4HxZ4liSZdmBULyMlMFCCvuwfSuy9NSIupYn2%2FVK6X%2Fvq9eyDQR6d7oHd6dn%2Bghx8KGjO8pSRtd0fOoBgWm9uUfYx2AnM9LdM51iiw%2BXceyH3XY7Rm3uIfJUW7nMqQkPH%2Bx2Wb%2FSxuy5MQ5Kzq2zpbSiUVxI5XIrXVZWzhUrv5dVycBUDMAI6xrmyrJwDPgq7GVjG21ZAU3DKm0KbmylmNKrCNZHMOMtutovnhJRJ%2FyIZ57nVD9A9EZ3enizlTYR%2BSXKGHBiIs9ULlWeiKOLuvuViC%2F18dsmExueiYIlvIBeR2QbPmvnW69tGJANffdHWh%2FOJ8SXFmEbZohYlekN3WVpKdf0UbcTtlhmuUxVsaYd%2BsHu%2FM0ldEB%2BDuSkf5PzFAORjF9%2FJl%2FP3xkn%2BTX5RH74jfPkcIUBNGH8dEM2pO77Fv7%2BzYSxBn%2FXgUUuOAfx1lvkORbtCpsZkwsFCrLCQQZNoXKRN3ihehhDhEUt5Ad6N1f%2FV9lbHj3CXYhPi1yqf4j3jQO0U6sjfcGniNmpc5VVjAN9eQURrrpS,Mon May  4 18:28:41 2020
iPhone 11 Pro 512GB Cinza Espacial iOS 4G + Wi-Fi Câmera 12MP,"R$ 7.999,00","R$ 7.999,00", Mar/2020,images-americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUctu2zAQ%2FBWCgHypLfMhSqQBI3DdOpcGMdBDjwG1JGMiiqhScow0yL93oyZoC%2FCwMzsLzAxf6JPPY0w93VBecrqk0%2FPgEUAX4QHhkJM7w0Q3L%2FScO1ycpmkYN%2Bv1lC08%2BCxK69Q8l5AeP9j1fH5lAbYCIHgthAtOKyfbRkjVhMqpwLQJoV7ErTKaezDce5AutDxoXQfuxSJtlUMNl6YGoa2EVjEvgVVqkb2L2cN0h662s6dC7gpxwHe5XEr76HME29vxzVbZZuTnKFPCSdTCGG2ULuQhZNv%2FLOSX3eHbismVYLLmhaj9YDOyrbjYELtoXRqRTUP%2FR7rb394gPnUIu3TxGauCAeiGlVot6ZPtzthiY4wp2ZL2aAeri8dT6j3hnBxzIoqL689kH%2FtflnwdBwvRdiTefifVNflEfsTVIZL9FeawhIub49%2BvOWOqMd733iGXQvD5LjrkGZgWnAiqEgJYG2wl2rY23jDbVk4DqscpZT%2BrpfpA7%2BZ2%2FzX2FsdO%2Fj7l51mumn%2BI94u9786dzfQVVxmjU80FCwoa%2Bvob1KO51w%3D%3D,Mon May  4 18:28:41 2020
CELULAR SMARTPHONE SAMSUNG G988B GALAXY S 20 ULTRA CINZA,"R$ 7.999,00","R$ 7.999,00", Mai/2020,m.media-amazon.com,https://track2.jacotei.com.br/r?h=eJxNUF1vgjAU%2FStNH8yWOChgoZCQpTqnJuiMaLLtxZRSHRGBlKJxxv%2B%2B4j7cfTvn3I9z7hkehKyzsoABtAwLdqE6VUIDnmd8p2Ely7ThCgZn2MhcCx9KVXVgmsfj0WB79lkWBi%2F3RiLNtDL7iHj2OHrqPZtSbEJW83W6Wd9YCxOCrV4PtWU%2BKrYNbWR5DnbJg406XAqmsoMIHYIcx%2FnDNJ7MwtuWTp4Vu0GZCn2g0B55xWGADIK78MDyRtv3fN83UBcWbN%2BGGQyjVUQXIJ7SxXI%2BfpkNQUyn8Wo2AiOfkD4Y0Yi%2BvoEY2AisouWCgsFk9k5v72gKVtfZthCp5srNRsh1lmo%2BcZGb2AlmnuulAjk9hD3f9jFJkYd9hnV3rUoprt2O1Vr8xj%2FO6PWD4G7K5E6oec64uG8TMSW2pTxdx7D3j%2FhNJPImZxJetCR1eugmFhauI%2BDlC%2Bywi2E%3D,Mon May  4 18:28:41 2020
