modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_aunicio,timestamp
"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Verde","R$ 9.259,00","R$ 7.904,15", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-verde/p,Thu Apr 30 13:01:13 2020
"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Cinza Espacial","R$ 8.699,00","R$ 7.904,15", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-cinza-espacial/p,Thu Apr 30 13:01:13 2020
"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD 6,5”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Cinza-Espacial","R$ 7.904,15","R$ 7.904,15", Abr/2020,www.extra-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05jpXYsRMgMNY02A4pVmw97BYwEp1qsyVBkot2Rf%2F7mKDedhLeB4n3qDfxTCEaZ8VGyFyKTKRXTwxUb9Qvhj44PaokNm9iDD0LTyn5uJnPr0JyOb2kgLlyQ34K86ooirJcVO2YhmN0Y1C0%2FYnKJTI3F2ogbcZhy26PAbULPpByV0k5m8im7bTiRrF9UNP48cf9YXacPe4Pe352fxcwmCY4rfJKbIq8qTLxjP3IRep1UeaSscXh0ss8PDlLICU8BAf3%2BAKfvO8JOBJUcvH5NoNH6hG%2BUTIW4csdrLKqzcB8%2FQ5yyWIwnuVdO1BARhjJBMzYH028FCBooT2PCAS3mCgYBE1wcPaMcDcGbFsHM9gZ%2Bxtn%2B%2BhRGez%2FnX20GKM5W9LMua6jcDSa%2BaZRS70%2B6TVpWpykbmTXYVfXslF1Wa2I3TG5QFd3vVxO8KP1fvqky4041dmF16u1qv8jPsw76sceg3hnKfA9xeqkdFfKRrz%2FAZlJs9w%3D,Thu Apr 30 13:01:13 2020
"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Prata","R$ 8.999,00","R$ 7.904,15", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-prata/p,Thu Apr 30 13:01:13 2020
Smartphone Samsung Galaxy S20+ SM-G985F Desbloqueado Dual Chip 128GB Android 10 Cloud Blue + Relógio Galaxy Watch Active 2,"R$ 7.899,00","R$ 7.899,00", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g985f-desbloqueado-dual-chip-128gb-android-10-cloud-blue-relogio-galaxy-watch-active-2/p,Thu Apr 30 13:01:13 2020
"iPhone 11 Pro Apple com 256GB, Tela Retina HD de 5,8”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Dourado","R$ 7.799,00","R$ 7.799,00", Abr/2020,www.pontofrio-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUU1v2zAM%2FSuEDj05jp3EXwECY03a7ZBhQdvDbgEj06lW2xJoqUBR9L%2BPDpp1J%2BF9kHh8elevxKOxg1qrNE5VpPybIwG6M%2FpFoGPbBO3V%2Bl0F7kR49t6N6%2Fn8IngbOzt427KxsbZ9fOJ5liTJarXM6%2BD742gDa9r8QW09mZuJ6qkxod%2BI2yFjY9kxaXuRtOyiwW%2BuK2602Ht9HT%2F%2B%2FrmfHWdPd%2Fs7ebb%2FFgi4Tkhi7bRaJ3GZReoVuyDHFEVVxUmkBuyn08zh2Q4EaQoHtvDNuY5A0sAiy7%2FfRvBEHcIDeTMg%2FNhBQ5BFZR2B%2BfUI6VJ0Nk4c27onRkE4kmGMZGQ04xSfoIb6HBAIbtETG5yW7O1wRtgFxrq2MIOdNCPhvxoPA46jOQ%2FUCGfblvhoGuGzivJ0hS1WZY6nsi2qRZ63eKqaclklCxT36C3Txb0sr%2Bjz2MP0PXAv%2FzNVI3HOlt8u1qz4j%2Fh0b6kLHbL6EImlRlVgvkqKtFQffwHForGk,Thu Apr 30 13:01:13 2020
"IPhone 11 Pro Max Apple 512GB 6.5"" Desbloqueado Dourado","R$ 8.999,00","R$ 7.649,15", Out/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-dourado/p,Thu Apr 30 13:01:13 2020
"iPhone 11 Pro Max Apple com 512GB, Tela Retina HD de 6,5”, iOS 13, Tripla Câmera Traseira, Resistente à Água e Bateria de Longa Duração - Prateado","R$ 7.649,15","R$ 7.649,15", Abr/2020,www.casasbahia-imagens.com.br,https://track2.jacotei.com.br/r?h=eJxNUk1v2zAM%2FSuEDj05jt3ZchwgMNa02A4pVmw97BYwMp1osy2DkooVRf%2F76GDedhIe3%2BPHI%2FWmXoi9daPaqjzNVaLC60QCTG%2FNT4ETuzaaoLZvKnIvxCWEyW%2FX6ysRXGrQoz%2FhxWJq3JCeeF1mWVYUt7qJYTh6F9nQ7gcaF8jezKGBWhuHnagnZGwdT0zGXSnjxkBj2C0lbozIB7OkH78%2FHlbH1fPD4UGe%2Fd8CApYMGdlMRm2zdFMm6gX7KG4qXdRpLnjEYTZnny5uJMhzeGIHj%2FgLPk5TTyAjQZnffrpL4Jl6hK8U7Ijw%2BR5aAp2UTQL2yzfIPwjPdhLFvhmIURB6soyJpHjrZw8EDTTniEBwh4HY4lzk4MYzwn1kbBoHK%2BkvnFj4t%2Fg4ovf2PFIrMdd1xEfbSrwwVGltqKvboio66rQp81ObdVpjfapKUfvgmK7qqqgW%2BMfyfj6TTCJ3mlckXc%2BOX6%2FisvovsMipjz2yeheKzfwf6lpvumyj3n8DvoC0uA%3D%3D,Thu Apr 30 13:01:13 2020
"Smartphone Samsung Galaxy S20 SM-G980F Desbloqueado Dual Chip 128GB Android 10 Cloud Pink + Smart Tv Led 65"" Samsung Ru7100 Ultra Hd 4K","R$ 7.599,00","R$ 7.599,00", Abr/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cloud-pink-smart-tv-led-65-samsung-ru7100-ultra-hd-4k/p,Thu Apr 30 13:01:13 2020
"IPhone 11 Pro Max Apple 256GB 6.5"" Desbloqueado Cinza Espacial","R$ 7.999,00","R$ 7.559,10", Set/2019,jacotei.com.br,https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-cinza-espacial/p,Thu Apr 30 13:01:13 2020
