modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_anuncio,timestamp
Smartphone Samsung Galaxy S8+ SM-G955FD Desbloqueado GSM Dual Chip 64GB Android 7.0 Dourado,"R$ 2.899,99","R$ 2.299,99", Ago/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s8-sm-g955fd-desbloqueado-gsm-dual-chip-64gb-android-7-0-dourado/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S8+ SM-G955FD Desbloqueado GSM Dual Chip 64GB Android 7.0 Preto,"R$ 2.299,00","R$ 2.299,00", Abr/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s8-sm-g955fd-desbloqueado-gsm-dual-chip-64gb-android-7-0/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S9 SM-G9600 128GB Android 8.0 Cinza,"R$ 3.208,93","R$ 2.299,00", Out/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-sm-g9600-128gb-android-8-0-cinza/p,Thu May 21 23:18:32 2020
"Smartphone Xiaomi Redmi Note 8 Pro Verde 128GB, Tela de 6.53"", 6GB de RAM, Câmera Traseira Quádrupla, Android 9.0 e Processador Octa-Core","R$ 2.299,00","R$ 2.299,00", Mai/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/55000576?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55000576&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55000576,Thu May 21 23:18:32 2020
"Smartphone Xiaomi Redmi Note 8 Pro Verde 128GB, Tela de 6.53"", 6GB de RAM, Câmera Traseira Quádrupla, Android 9.0 e Processador Octa-Core","R$ 2.299,00","R$ 2.299,00", Mai/2020,www.casasbahia-imagens.com.br,https://produto.casasbahia.com.br/55000576?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55000576&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55000576,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S9 SM-G9600 128GB Dual Chip Android 8.0 Ultravioleta,"R$ 2.299,00","R$ 2.299,00", Out/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-sm-g9600-128gb-android-8-0-ultravioleta/p,Thu May 21 23:18:32 2020
Kit Com 4 Interface De Chip Celular Quad Band Itc 4100 Intelbras,"R$ 2.650,00","R$ 2.293,92", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/kit-com-4-interface-de-chip-celular-quad-band-itc-4100-intelbras/p,Thu May 21 23:18:32 2020
Bluedio UFO Bluetooth Headphones Over-ouvido sem fio 3D Sound patenteado 8 Drivers Headset com Microfone embutido para Smartphone,"R$ 2.293,50","R$ 2.293,50", Abr/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e8d4d54f8e95eac3d08286b&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1638147597%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
iPhone SE Apple 32GB 4” 4G iOS 9 Dourado,"R$ 2.290,00","R$ 2.290,00", Mar/2017,jacotei.com.br,https://www.jacotei.com.br/iphone-se-apple-32gb-4-4g-ios-9-dourado/p,Thu May 21 23:18:32 2020
"EL S60 IP68 Waterproof Celular 5.5"" FHD Android 7.0 3GB + 64GB 3000mAh 4G LTE SmartPhone","R$ 2.285,16","R$ 2.285,16", Mai/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5ebb479ef8e95eac3da9549c&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1645193006%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
"Smartphone Motorola Moto Z2 Play - Hasselblad True Zoom Edition Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Platinum","R$ 2.279,05","R$ 2.279,05", Mai/2020,images-shoptime.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=59d7f5fb5371168019f9d4fdaebc4a29&i=5981ecb5eec3dfb1f8871ad5&o=59248dc8eec3dfb1f81f6a10&redirect_url=http%3A%2F%2Fwww.shoptime.com.br%2Fproduto%2F132221737%2Fsmartphone-motorola-moto-z2-play-hasselblad-true-zoom-edition-dual-chip-android-7-1-1-nougat-tela-5-5-octa-core-2-2-ghz-64gb-camera-12mp-platinum%3Fopn%3DAFLSHOP%26epar%3Db2wafiliados%26franq%3DAFL-03-20361%26hl%3Dlower,Thu May 21 23:18:32 2020
"Smartphone Xiaomi Mi 9T 64GB Dual Chip Desbloqueado 6.39"" Android 9 Azul","R$ 4.331,90","R$ 2.255,98", Jun/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-mi-9t-64gb-dual-chip-desbloqueado-6-39-android-9-azul/p,Thu May 21 23:18:32 2020
Smartphone Asus Zenfone 5Z ZS620KL Desbloqueado GSM Dual Chip 64GB Android 8.0 Prata,"R$ 2.231,07","R$ 2.231,07", Set/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-5z-zs620kl-desbloqueado-gsm-dual-chip-64gb-android-8-0-prata/p,Thu May 21 23:18:32 2020
Celular Xiaomi Redmi Note 8T Versão Global 128GB Desbloqueado Azul,"R$ 2.224,72","R$ 2.224,72", Dez/2019,jacotei.com.br,https://www.jacotei.com.br/celular-xiaomi-redmi-note-8t-versao-global-128gb-desbloqueado-azul/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto Z2 Play Polaroid XT1710 Desbloqueado GSM 64GB Dual Chip Android 7.1 Platinum,"R$ 2.221,11","R$ 2.221,11", Fev/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-z2-play-polaroid-xt1710-desbloqueado-gsm-64gb-dual-chip-android-7-1-platinum/p,Thu May 21 23:18:32 2020
10 \ '\' 4G-LTE Teclast M30 Tablet PC WiFi GPS bluetooth Android 8.0 4 + 128 GB Smartphone,"R$ 2.215,86","R$ 2.215,86", Abr/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e797d6af8e95eac3da30d89&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1605787686%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone LG G6 H870 Desbloqueado GSM 32GB Single Chip Android 7.0,"R$ 2.199,00","R$ 2.199,00", Mai/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-g6-h870-desbloqueado-gsm-32gb-single-chip-android-7-0/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy A70 Branco 128GB, Tela Infinita de 6.7"", Câmera Traseira Tripla, Leitor Digital na Tela, Android 9.0 e Processador Octa-Core","R$ 2.199,00","R$ 2.199,00", Mai/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/15077070?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=15077070&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-15077070,Thu May 21 23:18:32 2020
"Smartphone Xiaomi Redmi Note 8, 64GB, 48MP, Tela 6.3"", Branco + Capa Protetora - CX286BRA","R$ 2.199,00","R$ 2.199,00", Mai/2020,www.extra-imagens.com.br,https://produto.extra.com.br/1502794488?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1502794488&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1502794488,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S8 SM-G950F 64GB Desbloqueado Dual Chip Android 7.0 Preto,"R$ 2.199,00","R$ 2.199,00", Set/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s8-sm-g950f-64gb-desbloqueado-dual-chip-android-7-0-preto/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy A8 Dual Chip Android 7.1 Tela 5.6"" Octa-Core 2.2GHz 64GB 4G Câmera 16MP - Ametista","R$ 2.199,00","R$ 2.199,00", Mai/2020,images-submarino.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=6c729faacd3ecabd5202efce4f88e130&i=5981ecdfeec3dfb1f8874205&o=5a8accd8ebb19ac62c2a08ce&redirect_url=https%3A%2F%2Fwww.submarino.com.br%2Fproduto%2F133055291%3Fopn%3DAFLNOVOSUB%26epar%3Db2wafiliados%26franq%3DAFL-03-20361,Thu May 21 23:18:32 2020
Smartphone Xiaomi MI 9 Lite Desbloqueado 64GB Dual Chip Android 9.0 Pie Preto,"R$ 2.199,00","R$ 2.199,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-lite-desbloqueado-64gb-dual-chip-android-9-0-pie-preto/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi MI 9 Lite Desbloqueado 64GB Dual Chip Android 9.0 Pie Azul,"R$ 2.199,00","R$ 2.199,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-lite-desbloqueado-64gb-dual-chip-android-9-0-pie-azul/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 8 Desbloqueado 64GB Android 9.0 Pie Branco + Capa Protetora,"R$ 2.199,00","R$ 2.199,00", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-desbloqueado-64gb-android-9-0-pie-branco-capa-protetora/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy A8 Dual Chip Android 7.1 Tela 5.6"" Octa-Core 2.2GHz 64GB 4G Câmera 16MP - Ametista","R$ 2.199,00","R$ 2.199,00", Mai/2020,images-shoptime.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=59d7f5fb5371168019f9d4fdaebc4a29&i=5981ecb5eec3dfb1f8871ad5&o=5a8ad09cebb19ac62c2a0bb4&redirect_url=https%3A%2F%2Fwww.shoptime.com.br%2Fproduto%2F133055291%3Fopn%3DAFLSHOP%26epar%3Db2wafiliados%26franq%3DAFL-03-20361%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A8 SM-A530F Desbloqueado 64GB Dual Chip Android 7.1 Ametista,"R$ 2.199,00","R$ 2.199,00", Fev/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a8-sm-a530f-desbloqueado-64gb-dual-chip-android-7-1-ametista/p,Thu May 21 23:18:32 2020
Smartphone LG G5 H840 Desbloqueado GSM Single Chip 4G 32GB Android 6.0 Titânio,"R$ 2.199,00","R$ 2.199,00", Jun/2016,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-g5-h840-desbloqueado-gsm-4g-32gb-android-6-0-titanio/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy A51 Tela 6,5"" Octa-Core 2.3 128GB Câmera 48MP+12MP+5MP","R$ 2.199,00","R$ 2.199,00", Mai/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/1502211872?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1502211872&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1502211872,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 8 Pro Desbloqueado Dual Chip 128GB Android 9.0 Pie Branco,"R$ 3.349,90","R$ 2.198,23", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-pro-desbloqueado-dual-chip-128gb-android-9-0-pie-branco/p,Thu May 21 23:18:32 2020
Smartphone Multilaser Ms80 Desbloqueado GSM Dual Chip 64GB Android 7.1 Preto,"R$ 2.190,00","R$ 2.190,00", Fev/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-multilaser-ms80-desbloqueado-gsm-dual-chip-64gb-android-7-1-preto/p,Thu May 21 23:18:32 2020
Smartphone Motorola One Zoom XT2010-1 Desbloqueado Dual Chip 128GB Android 9.0 Violeta,"R$ 2.499,00","R$ 2.189,00", Set/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-one-zoom-xt2010-1-desbloqueado-dual-chip-128gb-android-9-0-violeta/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy S9 Azul com 128GB, Tela Infinita de 5.8"", Dual Chip, Android 8.0, Câmera 12MP, 4GB RAM e Processador Octa-Core","R$ 2.184,05","R$ 2.184,05", Mai/2020,www.extra-imagens.com.br,https://produto.extra.com.br/13097689?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=13097689&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-13097689,Thu May 21 23:18:32 2020
iPhone 6s Apple 4G 32GB 4.7” Prata,"R$ 3.316,90","R$ 2.169,00", Set/2016,jacotei.com.br,https://www.jacotei.com.br/iphone-6s-apple-4g-32gb-4-7-prata/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A51 SM-A515F/DS Desbloqueado Dual Chip 128GB Preto + Galaxy Fit Samsung Preto,"R$ 2.159,10","R$ 2.159,10", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a51-sm-a515f-ds-desbloqueado-dual-chip-128gb-preto-galaxy-fit-samsung-preto/p,Thu May 21 23:18:32 2020
IPhone 6 32GB Apple Desbloqueado GSM Cinza Espacial,"R$ 2.159,00","R$ 2.159,00", Out/2017,jacotei.com.br,https://www.jacotei.com.br/iphone-6-32gb-apple-desbloqueado-gsm-cinza-espacial/p,Thu May 21 23:18:32 2020
IPhone 6 16GB Apple Desbloqueado GSM Cinza Espacial,"R$ 2.799,90","R$ 2.159,00", Nov/2014,jacotei.com.br,https://www.jacotei.com.br/iphone-6-16gb-apple-desbloqueado-gsm-cinza-espacial/p,Thu May 21 23:18:32 2020
"Iphone 6 32GB Dourado, Tela 4.7"" IOS 8, Câmera 8MP, 4G Processador 1.4 Ghz Dual Core - Apple","R$ 2.159,00","R$ 2.159,00", Mar/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5b8541bcebb19ac62ca97051&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F41964138%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
IPhone 6 32GB Apple Desbloqueado GSM Dourado,"R$ 2.159,00","R$ 2.159,00", Ago/2018,jacotei.com.br,https://www.jacotei.com.br/iphone-6-32gb-apple-desbloqueado-gsm-dourado/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Mi A3 Versão Global Desbloqueado Dual Chip 128GB Android 9.0 Preto,"R$ 2.159,00","R$ 2.159,00", Set/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-mi-a3-versao-global-desbloqueado-dual-chip-128gb-android-9-0-preto/p,Thu May 21 23:18:32 2020
iPhone 6s Apple 4G 16GB 4.7” Prata,"R$ 2.159,00","R$ 2.159,00", Nov/2015,jacotei.com.br,https://www.jacotei.com.br/iphone-6s-apple-4g-16gb-4-7-prata/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A5 2017 Duos SM-A520F/DS Desbloqueado GSM Dual Chip 64GB Android 6.0 Rosa,"R$ 2.151,44","R$ 2.151,44", Ago/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a5-2017-duos-sm-a520f-ds-desbloqueado-gsm-dual-chip-64gb-android-6-0-rosa/p,Thu May 21 23:18:32 2020
"Smartphone Xiaomi Redmi Note 8 Pro LTE Dual 6.53"" 128GB 6GB Mineral Grey","R$ 2.150,00","R$ 2.150,00", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-pro-lte-dual-6-53-128gb-6gb-mineral-grey/p,Thu May 21 23:18:32 2020
Redmi Note 8 128GB / 6GB RAM - Space Black,"R$ 2.150,00","R$ 2.150,00", Abr/2020,m.media-amazon.com,https://www.amazon.com.br/dp/B07X2KFN9F/ref=asc_df_B07X2KFN9F1590076800000/?tag=20173568-20&creative=380333&creativeASIN=B07X2KFN9F&linkCode=asn,Thu May 21 23:18:32 2020
Smartphone Project Company MARK1 Desbloqueado Dual Chip 64GB Android 8.1 Preto,"R$ 2.500,00","R$ 2.149,90", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-project-company-mark1-desbloqueado-dual-chip-64gb-android-8-1-preto/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Mi 9T Desbloqueado Dual Chip 64GB Android 9 Vermelho,"R$ 3.926,90","R$ 2.148,75", Ago/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-mi-9t-desbloqueado-dual-chip-64gb-android-9-vermelho/p,Thu May 21 23:18:32 2020
"IPhone 7 Apple 32GB Desbloqueado 4G 4.7"" Ouro Rosa","R$ 3.079,00","R$ 2.138,40", Nov/2016,jacotei.com.br,https://www.jacotei.com.br/iphone-7-apple-32gb-desbloqueado-4g-4-7-ouro-rosa/p,Thu May 21 23:18:32 2020
"IPhone 7 Apple 32GB Desbloqueado 4G 4.7"" Dourado","R$ 2.956,98","R$ 2.138,40", Nov/2016,jacotei.com.br,https://www.jacotei.com.br/iphone-7-apple-32gb-desbloqueado-4g-4-7-dourado/p,Thu May 21 23:18:32 2020
"IPhone 7 Apple 32GB Desbloqueado 4G 4.7"" Prata","R$ 3.199,00","R$ 2.138,40", Nov/2016,jacotei.com.br,https://www.jacotei.com.br/iphone-7-apple-32gb-desbloqueado-4g-4-7-prata/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 8 Pro Desbloqueado Dual Chip 128GB Android 9.0 Pie Cinza,"R$ 3.348,90","R$ 2.129,99", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-pro-desbloqueado-dual-chip-128gb-android-9-0-pie-cinza/p,Thu May 21 23:18:32 2020
"IPhone 7 Apple 32GB Desbloqueado 4G 4.7"" Preto Matte","R$ 2.462,91","R$ 2.129,00", Nov/2016,jacotei.com.br,https://www.jacotei.com.br/iphone-7-apple-32gb-desbloqueado-4g-4-7-preto-matte/p,Thu May 21 23:18:32 2020
BEYONDSKY EYEMIND 2 3 eixos FPV Handheld Gimbal Estabilizador para GoPro 4/5/6/7 Camera 6.5 polegadas Android iOS Smartphone,"R$ 2.119,56","R$ 2.119,56", Mar/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e2252a2f8e95eac3de28d8a&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1448198086%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 8T Desbloqueado 64GB Dual Chip Versão Global Android 9.1 Pie,"R$ 2.099,99","R$ 2.099,99", Nov/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8t-desbloqueado-64gb-dual-chip-versao-global-android-9-1-pie-cinza/p,Thu May 21 23:18:32 2020
iPhone 6s Apple 4G 64GB 4.7” Cinza Espacial,"R$ 2.099,99","R$ 2.099,99", Nov/2015,jacotei.com.br,https://www.jacotei.com.br/iphone-6s-apple-4g-64gb-4-7-cinza-espacial/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A10s Desbloqueado Dual Chip 32GB Android 9 Azul + Smartphone Samsung A30s SM-A307G 64GB Preto,"R$ 2.099,10","R$ 2.099,10", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a10s-desbloqueado-dual-chip-32gb-android-9-azul-smartphone-samsung-a30s-sm-a307g-64gb-preto/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy J8 SM-J810M Desbloqueado Tela 6"" Dual Chip 64GB Android 8.0 Oreo Violeta","R$ 2.380,89","R$ 2.099,00", Ago/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j8-sm-j810m-desbloqueado-tela-6-dual-chip-64gb-android-8-0-oreo-violeta/p,Thu May 21 23:18:32 2020
"Smartphone LG K50S 32GB Tela de 6,5"" 3GB de RAM Octa Core Câmera Tripla de 13MP + 5MP + 2MP - Preto","R$ 2.099,00","R$ 2.099,00", Mar/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/1501841765?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1501841765&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1501841765,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A70 SM-A705MZ Desbloqueado Dual Chip 128GB Android 9.0 Preto,"R$ 2.150,81","R$ 2.099,00", Mai/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a70-sm-a705mz-desbloqueado-dual-chip-128gb-android-9-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S9 SGG960 4G 128GB 5.8” Dual Chip Desbloqueado Android 8.0 Preto,"R$ 6.999,80","R$ 2.099,00", Mar/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-sgg960-4g-128gb-5-8-dual-chip-desbloqueado-android-8-0-preto/p,Thu May 21 23:18:32 2020
"Smartphone Motorola One Hyper 128GB Rosa Câmera pop-up 32MP Tela 6,5"" XT20271","R$ 2.099,00","R$ 2.099,00", Mai/2020,//statics.angeloni.com.br/eletro/files/4439453/4439453_1_medium.jpg,https://tracker.adtools1.com/ck/?c=23&p=22667864&ps=4439453&r=https%3A%2F%2Fwww.angeloni.com.br%2Feletro%2Fp%2Fsmartphone-motorola-one-hyper-128gb-rosa-camera-pop-up-32mp-tela-65-xt20271-4439453%3Futm_medium%3Dcpa%26utm_source%3DJaCotei&s=185&sc=739-552-208,Thu May 21 23:18:32 2020
"Smartphone Motorola One Hyper, Android 10 128GB Câmera Selfie Pop-up Tela 6.5"", Azul","R$ 2.099,00","R$ 2.099,00", Mai/2020,shopfato.vteximg.com.br,https://www.supermuffato.com.br/smartphone-motorola-one-hyper-android-10-128gb-camera-selfie-pop-up-tela-6-5-pol-azul-2482365/p?idsku=2482365&utm_source=jacotei&utm_campaign=comparacao&utm_medium=comparador&utm_keywords=performance,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A71 SM-A715F/1DL Desbloqueado 128GB Dual Chip Android 10 Azul,"R$ 2.799,00","R$ 2.099,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a71-sm-a715f-1dl-desbloqueado-128gb-dual-chip-android-10-azul/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A71 SM-A715F/1DL Desbloqueado 128GB Dual Chip Android 10 Preto,"R$ 2.659,91","R$ 2.099,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a71-sm-a715f-1dl-desbloqueado-128gb-dual-chip-android-10-preto/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S9 SGG960 4G 128GB 5.8” Dual Chip Desbloqueado Android 8.0 Cinza,"R$ 2.819,91","R$ 2.099,00", Mar/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-sgg960-4g-128gb-5-8-dual-chip-desbloqueado-android-8-0-cinza/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A71 SM-A715F/1DL Desbloqueado 128GB Dual Chip Android 10 Prata,"R$ 2.799,00","R$ 2.099,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a71-sm-a715f-1dl-desbloqueado-128gb-dual-chip-android-10-prata/p,Thu May 21 23:18:32 2020
Smartphone LG K50S LMX-540BMW Desbloqueado 32GB Android 9.0 Preto + Power Bank Multilaser 10000 Mah Preto,"R$ 2.099,00","R$ 2.099,00", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-k50s-lmx-540bmw-desbloqueado-32gb-android-9-0-preto-power-bank-multilaser-10000-mah-preto/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S9 SGG960 4G 128GB 5.8” Dual Chip Desbloqueado Android 8.0 Violeta,"R$ 2.799,00","R$ 2.099,00", Mar/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-sgg960-4g-128gb-5-8-dual-chip-desbloqueado-android-8-0-violeta/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy S9 SM-G960 128GB Dual Chip Android 8.0 Azul,"R$ 2.099,00","R$ 2.099,00", Ago/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-sm-g960-128gb-dual-chip-android-8-0-azul/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi 6 Desbloqueado GSM 64GB Dual Chip Android 8.1 Dourado,"R$ 2.098,00","R$ 2.098,00", Nov/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-6-desbloqueado-gsm-64gb-dual-chip-android-8-1-dourado/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 8 Pro Desbloqueado Dual Chip 128GB Android 9.0 Pie Azul,"R$ 2.499,00","R$ 2.092,00", Dez/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-pro-desbloqueado-dual-chip-128gb-android-9-0-pie-azul/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 8 Pro Desbloqueado Dual Chip 128GB Android 9.0 Pie Verde,"R$ 2.789,07","R$ 2.092,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-8-pro-desbloqueado-dual-chip-128gb-android-9-0-pie-verde/p,Thu May 21 23:18:32 2020
"Asus Zenfone Max Plus (M1) X018DC ZB570TL 5,7 polegadas 4G + 32G Octa Núcleo Smartphone","R$ 2.082,96","R$ 2.082,96", Mai/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5ebcbc50f8e95eac3db03fba&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1707814307%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi Note 7 Desbloqueado Dual Chip 32GB Android 9.0 Preto,"R$ 2.309,90","R$ 2.079,90", Abr/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-7-desbloqueado-dual-chip-32gb-android-9-0-preto/p,Thu May 21 23:18:32 2020
