modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_anuncio,timestamp
"Smartphone Sony Xperia E5 F3313 Android Quad-Core Tela 5.0"" 16Gb 4G + Capa - Branco","R$ 1.149,00","R$ 1.149,00", Abr/2020,compracerta.vteximg.com.br,http://ad.zanox.com/ppc/?45018913C853346289&ULP=[[/smartphone-sony-xperia-e5-f3313-android-quad-core-tela-5-0--16gb-4g---capa---branco-2010424/p?idsku=326024131&utm_source=zanox&utm_medium=afiliados&utm_campaign=textlink&utmi_pc=10101044&utmi_cp=corporativo&sc=1&tkSource=awin&tkOffer=177208a3-b1c1-4a8e-98c9-1174f48c2b34&dLog=20200521190547]],Thu May 21 23:18:32 2020
Smartphone Motorola Moto G5S Plus XT1802 Desbloqueado GSM 32GB Dual Chip TV Digital Android 7.1 Platinum,"R$ 1.149,99","R$ 1.149,00", Ago/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g5s-plus-xt1802-desbloqueado-gsm-32gb-dual-chip-tv-digital-android-7-1-platinum/p,Thu May 21 23:18:32 2020
"Smartphone LG K11 Alpha Resistente à Impactos, Câmera de 8MP com Autofoco Rápido, 16GB Preto","R$ 1.149,00","R$ 1.149,00", Mai/2020,m.media-amazon.com,https://www.amazon.com.br/dp/B07K7N1RS3/ref=asc_df_B07K7N1RS31589983200000/?tag=20173568-20&creative=380333&creativeASIN=B07K7N1RS3&linkCode=asn,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A20s SM-A207M Desbloqueado 32GB Android 9.0 Preto + Cartão De Memória 32Gb,"R$ 1.149,00","R$ 1.149,00", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-preto-cartao-de-memoria-32gb/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A20s SM-A207M Desbloqueado 32GB Android 9.0 Azul + Cartão de Memória 32 GB,"R$ 1.149,00","R$ 1.149,00", Abr/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-azul-cartao-de-memoria-32-gb/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A20s SM-A207M Desbloqueado 32GB Android 9.0 Vermelho + Cartão de Memória 32GB,"R$ 1.129,00","R$ 1.129,00", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-vermelho-cartao-de-memoria-32gb/p,Thu May 21 23:18:32 2020
Smartphone Asus Zenfone Max Pro M1 Desbloqueado Dual Chip 32GB Android 8.0 Prata,"R$ 2.081,00","R$ 1.115,07", Ago/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-desbloqueado-dual-chip-32gb-android-8-0-prata/p,Thu May 21 23:18:32 2020
"Smartphone LG K41S LM-K410 32GB 6,55” Desbloqueado Dual Chip Android 9.0 Pie Titânio","R$ 1.115,07","R$ 1.115,07", Mai/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-k41s-lm-k410-32gb-6-55-desbloqueado-dual-chip-android-9-0-pie-titanio/p,Thu May 21 23:18:32 2020
"Smartphone LG K50S Azul 32GB, Tela 6,5"" Narrow Notch HD+ FullVision, Inteligência Artificial, Câmera Tripla, Selfie de 13MP e Processador Octa-Core - Azul","R$ 1.109,00","R$ 1.109,00", Abr/2020,m.media-amazon.com,https://www.amazon.com.br/dp/B07ZS5BKJN/ref=asc_df_B07ZS5BKJN1590076800000/?tag=20173568-20&creative=380333&creativeASIN=B07ZS5BKJN&linkCode=asn,Thu May 21 23:18:32 2020
Smartphone Motorola One Macro XT2016-2 64GB Desbloqueado Android 9.0 Ultra Violeta,"R$ 1.599,00","R$ 1.101,05", Nov/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-one-macro-xt2016-2-64gb-desbloqueado-android-9-0-ultra-violeta/p,Thu May 21 23:18:32 2020
Smartphone Lenovo K8 Plus XT1902 Desbloqueado GSM 32GB Android 7.1 Branco e Dourado,"R$ 1.100,00","R$ 1.100,00", Out/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-lenovo-k8-plus-xt1902-desbloqueado-gsm-32gb-android-7-1-branco-e-dourado/p,Thu May 21 23:18:32 2020
"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi Fi 4G Câmera 12MP - Preto","R$ 1.099,99","R$ 1.099,99", Mai/2020,images-shoptime.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=59d7f5fb5371168019f9d4fdaebc4a29&i=5981ecb5eec3dfb1f8871ad5&o=59cae306eec3dfb1f8bb6569&redirect_url=http%3A%2F%2Fwww.shoptime.com.br%2Fproduto%2F132569266%2Fsmartphone-motorola-moto-x4-dual-camera-preto-android-7-0-tela-5-2-octa-core-32gb-wi-fi-4g-camera-12mp-preto%3Fopn%3DAFLSHOP%26epar%3Db2wafiliados%26franq%3DAFL-03-20361%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Motorola Moto G6 XT1925 Desbloqueado Dual Chip 32GB Android 8.0 Índigo,"R$ 1.599,00","R$ 1.099,99", Abr/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g6-xt1925-desbloqueado-dual-chip-32gb-android-8-0-indigo/p,Thu May 21 23:18:32 2020
"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi Fi 4G Câmera 12MP - Preto","R$ 1.099,99","R$ 1.099,99", Mai/2020,images-submarino.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=6c729faacd3ecabd5202efce4f88e130&i=5981ecdfeec3dfb1f8874205&o=59e74d0eeec3dfb1f846c1db&redirect_url=https%3A%2F%2Fwww.submarino.com.br%2Fproduto%2F132569266%3Fopn%3DAFLNOVOSUB%26epar%3Db2wafiliados%26franq%3DAFL-03-20361,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A7 2016 Duos SM-A710M/DS Desbloqueado GSM Dual Chip 4G Android 5.1 16GB,"R$ 1.099,99","R$ 1.099,99", Jan/2016,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-2016-duos-sm-a710m-ds-desbloqueado-gsm-dual-chip-4g-android-5-1-16gb/p,Thu May 21 23:18:32 2020
Smartphone Asus Zenfone 3 ZE520KL 4G Desbloqueado GSM Dual Chip 16GB Android 6.0 Preto,"R$ 1.149,99","R$ 1.099,99", Jan/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-3-ze520kl-4g-desbloqueado-gsm-dual-chip-16gb-android-6-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Asus Zenfone 3 ZE520KL 4G Android 6.0 Desbloqueado GSM Dual Chip 16GB Dourado,"R$ 1.522,71","R$ 1.099,99", Jan/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-3-ze520kl-4g-android-6-0-desbloqueado-gsm-dual-chip-16gb-dourado/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto G6 Play XT1922 Desbloqueado Dual Chip 32GB Android 8.0 Preto,"R$ 1.099,99","R$ 1.099,99", Fev/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g6-play-xt1922-desbloqueado-dual-chip-32gb-android-8-0-preto/p,Thu May 21 23:18:32 2020
"Smartphone Quantum Muv Pro Q5 4G 6.0 Marshmallow 32GB Tela 5.5"" Azul","R$ 1.099,90","R$ 1.099,90", Fev/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-quantum-muv-pro-q5-4g-6-0-marshmallow-32gb-tela-5-5-azul/p,Thu May 21 23:18:32 2020
"Smartphone Multilaser MS60 Colors Dual P9005 Preto - Android 5.1, Memória Interna 16GB, Câmera 13MP + 2 Capas e 1 MicroSD 16GB","R$ 1.099,90","R$ 1.099,90", Fev/2020,www.extra-imagens.com.br,https://produto.extra.com.br/8875453?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=8875453&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-8875453,Thu May 21 23:18:32 2020
Smartphone Lg K50s Android 9.0 Tela 6.5 32 Gb Câmera 13 Mp Preto,"R$ 1.099,90","R$ 1.099,90", Abr/2020,static.carrefour.com.br,https://www.carrefour.com.br/Smartphone-LG-K50S-Android-9-0-Tela-6-5-32-Gb-Camera-13-Mp-Preto/p/MV24615019?utm_source=jacotei&utm_medium=comp&utm_campaign=jacotei&bigclid=eyJvZmZlcklkIjo4NzYyMzA3LCJza3UiOiJNVjI0NjE1MDE5IiwiZ3JvdXBJZCI6Ik1WMjQ2MTUwMTkiLCJsb2ciOiIwNi8wNS8yMDIwIDE4OjMyIn0,Thu May 21 23:18:32 2020
"Smartphone Multilaser MS60 Colors Dual P9005 Preto - Android 5.1, Memória Interna 16GB, Câmera 13MP + 2 Capas e 1 MicroSD 16GB","R$ 1.099,90","R$ 1.099,90", Fev/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/8875453?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=8875453&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-8875453,Thu May 21 23:18:32 2020
Smartphone Zenfone Asus Max Plus M2 ZB634KL Desbloqueado 32GB Dual Chip Android 8.0 Vermelho,"R$ 1.099,00","R$ 1.099,00", Abr/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-desbloqueado-32gb-dual-chip-android-8-0-vermelho/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy J7 Prime 2 SM-G611MT Desbloqueado GSM Dual Chip 32GB TV Digital Android 7.1 Dourado,"R$ 1.099,00","R$ 1.099,00", Abr/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j7-prime-2-sm-g611mt-desbloqueado-gsm-dual-chip-32gb-tv-digital-android-7-1-dourado/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A30 SM-A305GT/6DL Desbloqueado 64GB Dual Chip Android 9.0 Preto,"R$ 2.999,90","R$ 1.099,00", Abr/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a30-sm-a305gt-6dl-desbloqueado-64gb-dual-chip-android-9-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto E6 Plus XT2025-1 Desbloqueado 64GB Dual Chip Android Pie 9.0 Cinza,"R$ 1.299,00","R$ 1.099,00", Set/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-e6-plus-xt2025-1-desbloqueado-64gb-dual-chip-android-pie-9-0-cinza/p,Thu May 21 23:18:32 2020
"Smartphone Asus Zenfone Zoom ZX551M Preto 32GB, Tela 5.5"", Câmera 13MP, 4G, Android 5.1, RAM 4GB e Processador Intel Quad Core","R$ 1.099,00","R$ 1.099,00", Mai/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/11157910?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=11157910&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-11157910,Thu May 21 23:18:32 2020
Smartphone Blu G9 G0130WW Desbloqueado Dual Chip 64GB Android 9.0 Preto,"R$ 1.099,00","R$ 1.099,00", Jun/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-blu-g9-g0130ww-desbloqueado-dual-chip-64gb-android-9-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Zenfone Asus Max Plus M2 ZB634KL-4D004BR Desbloqueado 32GB Dual Chip Android 8.0 Prata,"R$ 1.099,00","R$ 1.099,00", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-4d004br-desbloqueado-32gb-dual-chip-android-8-0-prata/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi 7A Desbloqueado 32GB Dual Chip Android 9.0 Preto,"R$ 1.099,00","R$ 1.099,00", Ago/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-7a-desbloqueado-32gb-dual-chip-android-9-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Zenfone Asus Max Plus M2 ZB634KL-4D004BR Desbloqueado 32GB Dual Chip Android 8.0 Azul,"R$ 1.100,00","R$ 1.099,00", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-4d004br-desbloqueado-32gb-dual-chip-android-8-0-azul/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A30 SM-A305GT/6DL Desbloqueado 64GB Dual Chip Android 9.0 Branco,"R$ 1.939,00","R$ 1.099,00", Abr/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a30-sm-a305gt-6dl-desbloqueado-64gb-dual-chip-android-9-0-branco/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi S2 Desbloqueado GSM 32GB Android 8.1 Cinza,"R$ 1.099,00","R$ 1.099,00", Jun/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-s2-desbloqueado-gsm-32gb-android-8-1-cinza/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto X4 XT1900 Desbloqueado GSM 32GB Dual Chip Android 7.1 Preto,"R$ 1.499,90","R$ 1.099,00", Out/2017,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-x4-xt1900-desbloqueado-gsm-32gb-dual-chip-android-7-1-preto/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi S2 Desbloqueado GSM 32GB Android 8.1 Dourado,"R$ 1.249,00","R$ 1.099,00", Jun/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-s2-desbloqueado-gsm-32gb-android-8-1-dourado/p,Thu May 21 23:18:32 2020
"Smartphone Lenovo Vibe K6 Plus Dual Chip Android Tela 5.5"" 32GB 4G Câmera 16MP - Dourado","R$ 1.099,00","R$ 1.099,00", Mai/2020,images-shoptime.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=59d7f5fb5371168019f9d4fdaebc4a29&i=5981ecb5eec3dfb1f8871ad5&o=58518bdaeec3dfb1f8950d3b&redirect_url=http%3A%2F%2Fwww.shoptime.com.br%2Fproduto%2F129712359%2Fsmartphone-lenovo-vibe-k6-plus-dual-chip-android-tela-5-5-32gb-4g-camera-16mp-dourado%3Fopn%3DAFLSHOP%26epar%3Db2wafiliados%26franq%3DAFL-03-20361%26hl%3Dlower,Thu May 21 23:18:32 2020
"Smartphone Zenfone Asus Max Shot M2 ZB634KL-4A006BR 64 GB Dual Chip Android Oreo Tela 6,2” Qualcomm QSP SIP1 4G Câmera tripla 12MP+5MP+8MP - Preto","R$ 1.099,00","R$ 1.099,00", Fev/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5c897cc36c28a3cb508297d8&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F134219180%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy J7 Prime 2 SM-G611M Desbloqueado Dual Chip 32GB TV Digital Android 7.1,"R$ 2.798,00","R$ 1.099,00", Abr/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-j7-prime-2-sm-g611m-desbloqueado-dual-chip-32gb-tv-digital-android-7-1/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A30 SM-A305GT/6DL Desbloqueado 64GB Dual Chip Android 9.0 Azul,"R$ 2.520,00","R$ 1.099,00", Abr/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a30-sm-a305gt-6dl-desbloqueado-64gb-dual-chip-android-9-0-azul/p,Thu May 21 23:18:32 2020
Smartphone Samsung Galaxy A10s Desbloqueado Dual Chip 32GB Android 9 Azul + Cartão de Memória 32GB,"R$ 1.099,00","R$ 1.099,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-samsung-galaxy-a10s-desbloqueado-dual-chip-32gb-android-9-azul-cartao-de-memoria-32gb/p,Thu May 21 23:18:32 2020
Celular Motorola Moto E6s Azul 32Gb 2Gb Ram Tela 6.1 Camera Dupla 13Mp 2Mp,"R$ 1.099,00","R$ 1.099,00", Abr/2020,static.carrefour.com.br,https://www.carrefour.com.br/Celular-Motorola-Moto-E6s-Azul-32GB-2GB-RAM-Tela-6-1-Camera-Dupla-13MP-2MP/p/MP24601244?utm_source=jacotei&utm_medium=comp&utm_campaign=jacotei&bigclid=eyJvZmZlcklkIjo4Njg3NzM3LCJza3UiOiJNUDI0NjAxMjQ0IiwiZ3JvdXBJZCI6Ik1QMjQ2MDEyNDQiLCJsb2ciOiIxOS8wNS8yMDIwIDIxOjQyIn0,Thu May 21 23:18:32 2020
Smartphone Asus Zenfone Max Shot ZB634KL Desbloqueado Dual Chip 64GB Android 8.0 Preto,"R$ 1.499,00","R$ 1.099,00", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-preto/p,Thu May 21 23:18:32 2020
Smartphone LG G4 Dual H818P Desbloqueado GSM 4G Android 5.0 32GB Dourado,"R$ 1.099,00","R$ 1.099,00", Ago/2015,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-g4-dual-h818p-desbloqueado-gsm-4g-android-5-0-32gb-dourado/p,Thu May 21 23:18:32 2020
Smartphone Asus Zenfone Max M3 Desbloqueado Dual Chip 64GB Android 9.0 Preto,"R$ 1.299,00","R$ 1.099,00", Mar/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m3-desbloqueado-dual-chip-64gb-android-9-0-preto/p,Thu May 21 23:18:32 2020
"Smartphone Samsung Galaxy J7 Prime 32Gb Preto 4G Tela 5.5"" Câmera 13Mp Android 6.0.1","R$ 1.098,90","R$ 1.098,90", Mar/2020,static.carrefour.com.br,https://www.carrefour.com.br/Smartphone-Samsung-Galaxy-J7-Prime-32GB-Preto-4G-Tela-5-5-Camera-13MP-Android-6-0-1/p/8635579?utm_source=jacotei&utm_medium=comp&utm_campaign=jacotei&bigclid=eyJvZmZlcklkIjo3MTU2MDQ1LCJza3UiOiI4NjM1NTc5IiwiZ3JvdXBJZCI6Ijg2MzU1NzkiLCJsb2ciOiIwNi8wNS8yMDIwIDE2OjExIn0,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi 5 Plus Desbloqueado GSM Dual Chip 64GB Android 7.1 Azul,"R$ 1.090,00","R$ 1.090,00", Abr/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-5-plus-desbloqueado-gsm-dual-chip-64gb-android-7-1-azul/p,Thu May 21 23:18:32 2020
"Smartphone Multilaser Ms80 Nb723 32Gb, Tela 5,7' Hd+, Android 7.1, Dual Câmera 20Mp+8Mp Preto","R$ 1.089,00","R$ 1.089,00", Mai/2020,static.carrefour.com.br,https://www.carrefour.com.br/Smartphone-Multilaser-MS80-NB723-32GB-Tela-5-7-HD-Android-7-1-Dual-Camera-20MP-8MP-Preto/p/MP12320286?utm_source=jacotei&utm_medium=comp&utm_campaign=jacotei&bigclid=eyJvZmZlcklkIjo3MzU1NTIxLCJza3UiOiJNUDEyMzIwMjg2IiwiZ3JvdXBJZCI6Ik1QMTIzMjAyODYiLCJsb2ciOiIxMC8wNS8yMDIwIDEzOjUxIn0,Thu May 21 23:18:32 2020
"Smartphone Multilaser Ms80 4G 32GB 5,7"" 3GB, Android 7.1 Qualcomm, Dual Camera, 20mp+8mp, Preto","R$ 1.089,00","R$ 1.089,00", Mai/2020,images-submarino.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=6c729faacd3ecabd5202efce4f88e130&i=5981ecdfeec3dfb1f8874205&o=5e4af76df8e95eac3d3a5d72&redirect_url=https%3A%2F%2Fwww.submarino.com.br%2Fproduto%2F1513138161%3Fopn%3DAFLNOVOSUB%26epar%3Db2wafiliados%26franq%3DAFL-03-20361,Thu May 21 23:18:32 2020
Smartphone Multilaser Ms80 Desbloqueado GSM 32GB Android 7.1 Preto,"R$ 1.099,89","R$ 1.089,00", Fev/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-multilaser-ms80-desbloqueado-gsm-32gb-android-7-1-preto/p,Thu May 21 23:18:32 2020
"Smartphone LG K40S 32GB Câmera Dupla 13MP + 5MP Frontal 13MP Tela 6,1` Android 9.0","R$ 1.086,90","R$ 1.086,90", Mai/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/1502121791?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1502121791&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1502121791,Thu May 21 23:18:32 2020
"Smartphone LG K40S 32GB Câmera Dupla 13MP + 5MP Frontal 13MP Tela 6,1` Android 9.0","R$ 1.086,90","R$ 1.086,90", Mai/2020,www.casasbahia-imagens.com.br,https://produto.casasbahia.com.br/1502121791?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1502121791&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1502121791,Thu May 21 23:18:32 2020
"Smartphone Multilaser MS80 4G 32GB  5,7 HD 3GB RAM Android 7.1 Dual Camera 20MP+8MP dourado- P9065","R$ 1.085,00","R$ 1.085,00", Abr/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5a565cd4ebb19ac62c1aaaa7&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F31053501%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Xiaomi carro sem fio do carregador de 20W Max Auto Elétrica Aperte 2.5D vidro Anel Lit de carregamento para Xiaomi Mi Smartphone,"R$ 1.082,52","R$ 1.082,52", Abr/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e8736bef8e95eac3ddea288&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1622591642%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Motorola Moto G6 XT1925 Desbloqueado Dual Chip 64GB Android 8.0 Preto,"R$ 1.499,00","R$ 1.079,10", Jun/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g6-xt1925-desbloqueado-dual-chip-64gb-android-8-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto E6 Plus XT2025-1 Desbloqueado 64GB Dual Chip Android Pie 9.0 Azul Netuno,"R$ 1.299,00","R$ 1.079,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-e6-plus-xt2025-1-desbloqueado-64gb-dual-chip-android-pie-9-0-azul-netuno/p,Thu May 21 23:18:32 2020
FLY Ulanzi DOF Adapter E Monte Moldura Completa Camera Lens Adapter Smartphone SLR / DSLR & Cinema Lens Adapter para telefones iPhone Andriod Adapter Converter,"R$ 1.073,65","R$ 1.073,65", Abr/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e0302f4f8e95eac3dc63f04&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1426644006%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Multilaser MS80 NB724 Desbloqueado GSM Dual Chip 64GB Android 7.1 Preto,"R$ 1.070,66","R$ 1.070,66", Jun/2018,jacotei.com.br,https://www.jacotei.com.br/smartphone-multilaser-ms80-nb724-desbloqueado-gsm-dual-chip-64gb-android-7-1-preto/p,Thu May 21 23:18:32 2020
Smartphone Lenovo Vibe K6 Plus Desbloqueado GSM Dual Chip 32GB Android 6.0 Dourado,"R$ 1.099,00","R$ 1.057,69", Dez/2016,jacotei.com.br,https://www.jacotei.com.br/smartphone-lenovo-vibe-k6-plus-desbloqueado-gsm-dual-chip-32gb-android-6-0-dourado/p,Thu May 21 23:18:32 2020
"Doogee S40 4 GNetwork Rugged Mobile Phone 5.5"" Screen 4650mAh MT6739 Quad Core 3GB RAM 32GB ROM Android 9.0 Smartphone","R$ 1.052,76","R$ 1.052,76", Mai/2020,images-americanas.b2w.io,https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e97fc94f8e95eac3d2999e8&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1652696411%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,Thu May 21 23:18:32 2020
Smartphone Motorola Moto E6 Plus 64GB XT2025 Dual PAG90050BR,"R$ 1.049,00","R$ 1.049,00", Mai/2020,www.pontofrio-imagens.com.br,https://produto.pontofrio.com.br/1501474660?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1501474660&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1501474660,Thu May 21 23:18:32 2020
Smartphone LG K12 Prime Desbloqueado 32GB Android 9.0 Azul,"R$ 1.049,00","R$ 1.049,00", Fev/2020,jacotei.com.br,https://www.jacotei.com.br/smartphone-lg-k12-prime-desbloqueado-32gb-android-9-0-azul/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto E6 Plus 64GB XT2025 Dual PAG90050BR,"R$ 1.049,00","R$ 1.049,00", Mai/2020,www.extra-imagens.com.br,https://produto.extra.com.br/1501474660?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=1501474660&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-1501474660,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi 8A Desbloqueado 32GB Dual Chip Android 9.0 Azul,"R$ 1.249,00","R$ 1.039,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-azul/p,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi 8A 2GB Ram Tela 6.2 32GB Camera 12MP - Preto,"R$ 1.038,00","R$ 1.038,00", Mai/2020,m.media-amazon.com,https://www.amazon.com.br/dp/B07Z5BHJPK/ref=asc_df_B07Z5BHJPK1590076800000/?tag=20173568-20&creative=380333&creativeASIN=B07Z5BHJPK&linkCode=asn,Thu May 21 23:18:32 2020
Smartphone Xiaomi Redmi 8A Desbloqueado 32GB Dual Chip Android 9.0 Preto,"R$ 1.099,00","R$ 1.035,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-preto/p,Thu May 21 23:18:32 2020
Smartphone Motorola Moto G7 Plus XT1965-2 Desbloqueado 64GB Dual Chip Android Pie 9.0 Rubi,"R$ 1.775,13","R$ 1.034,00", Fev/2019,jacotei.com.br,https://www.jacotei.com.br/smartphone-motorola-moto-g7-plus-xt1965-2-desbloqueado-64gb-dual-chip-android-pie-9-0-rubi/p,Thu May 21 23:18:32 2020
